bib #,format,reserve #,url,availability type,owned copies
bib #,format,reserve #,url,availability type,owned copies
bib #,format,reserve #,url,availability type,owned copies
b11430820a,Online Video,B371EB3F-4915-4243-86A3-62560D75AA6E,https://link.overdrive.com/?websiteID=89&titleID=172299,Normal,0
b11430823a,Online Video,9B2D996A-2744-47AD-A8F1-7EF22F3F91DD,https://link.overdrive.com/?websiteID=89&titleID=172345,Normal,0
b11430824a,Online Video,DD09B116-B021-4894-A3A3-7218B11E3D9A,https://link.overdrive.com/?websiteID=89&titleID=172349,Normal,0
b11430826a,Online Video,3BACF7A8-CE6C-404A-ACBF-FA9A374E430F,https://link.overdrive.com/?websiteID=89&titleID=172359,Normal,0
b11430827a,Online Video,308EFBD1-86BF-45CA-AD33-89E5BDFE3FE4,https://link.overdrive.com/?websiteID=89&titleID=172294,Normal,0
b11430828a,Online Video,67723988-64F7-4E29-A3F4-54134B344E5E,https://link.overdrive.com/?websiteID=89&titleID=172304,Normal,0
b11430829a,Online Video,665B8289-C056-4FCC-ADB7-B87BCFEC423D,https://link.overdrive.com/?websiteID=89&titleID=172312,Normal,0
b11430864a,Online Video,D9B019BD-EB31-4AB1-8336-88A6521D4FF2,https://link.overdrive.com/?websiteID=89&titleID=172318,Normal,0
b11430865a,Online Video,DAD60AA7-A83D-4E93-8D79-A9D486D6E030,https://link.overdrive.com/?websiteID=89&titleID=172319,Normal,0
b11430866a,Online Video,62E7C881-3773-4D8E-B229-00876B2FCF7D,https://link.overdrive.com/?websiteID=89&titleID=172321,Normal,0
b11430867a,Online Video,BF43033B-F3F1-42AB-BC31-AB194908200B,https://link.overdrive.com/?websiteID=89&titleID=172323,Normal,0
b11430868a,Online Video,55CB9FE7-2791-408E-949C-BECA2AD3CDA7,https://link.overdrive.com/?websiteID=89&titleID=172325,Normal,0
b11430869a,Online Video,F6F829AD-059F-4395-8025-DA64EF769919,https://link.overdrive.com/?websiteID=89&titleID=172326,Normal,0
b11430870a,Online Video,E0D5FF4E-5C10-45A2-9FCA-7CAEEF22FD99,https://link.overdrive.com/?websiteID=89&titleID=172327,Normal,0
b11430871a,Online Video,AD383770-F243-4434-A519-699B044C4D5F,https://link.overdrive.com/?websiteID=89&titleID=172328,Normal,0
b11430872a,Online Video,FC1BBADE-1D5B-4BC4-84C2-C0587FDABC06,https://link.overdrive.com/?websiteID=89&titleID=172348,Normal,0
b11430873a,Online Video,00057210-5391-4D90-A5E6-C4DE343E3E5E,https://link.overdrive.com/?websiteID=89&titleID=172353,Normal,0
b11430874a,Online Video,B60CD4FE-0A3D-472D-8AFB-FF3CAB62D71C,https://link.overdrive.com/?websiteID=89&titleID=172357,Normal,0
b11430875a,Online Video,C349DA6D-62CB-4BA5-B328-911E3D5B8233,https://link.overdrive.com/?websiteID=89&titleID=172358,Normal,0
b11430876a,Online Video,F7C39698-ECD2-48F3-A288-F44CA289E3BB,https://link.overdrive.com/?websiteID=89&titleID=172366,Normal,0
b11430877a,Online Video,3DED3EB6-C9A8-49D4-A973-005083536E0F,https://link.overdrive.com/?websiteID=89&titleID=172367,Normal,0
b11437816a,eAudiobook,00ABC28E-63D0-4BC4-96E9-89F43F1B231E,https://link.overdrive.com/?websiteID=89&titleID=95756,Normal,0
b11437843a,Online Video,3DC6EA68-7659-4702-A8D0-DEE293CDF64A,https://link.overdrive.com/?websiteID=89&titleID=140988,Normal,0
b11437844a,Online Video,B873CEEC-894B-443B-BA96-FF07DB7D44F1,https://link.overdrive.com/?websiteID=89&titleID=141043,Normal,0
b11437845a,Online Video,506264D4-2EE7-49FA-915D-4A45B5C51B52,https://link.overdrive.com/?websiteID=89&titleID=141151,Normal,0
b11437846a,Online Video,715C67B6-E851-49C4-A2A5-B3314F0AE5D1,https://link.overdrive.com/?websiteID=89&titleID=140933,Normal,0
b11437847a,Online Video,D9829318-3B41-4F03-912C-D2F03BE8515E,https://link.overdrive.com/?websiteID=89&titleID=141139,Normal,0
b11437848a,Online Video,E67657DC-AECB-4125-A645-C7BE9F079AC5,https://link.overdrive.com/?websiteID=89&titleID=140926,Normal,0
b11437849a,Online Video,D4081015-718E-4170-880E-B152E74D8BE4,https://link.overdrive.com/?websiteID=89&titleID=140934,Normal,0
b11437850a,Online Video,D590DDAC-CBB5-4B85-8042-4B5E67BD7AA3,https://link.overdrive.com/?websiteID=89&titleID=140955,Normal,0
b11437851a,Online Video,B0E08569-D692-4409-BE13-E6FBBB191891,https://link.overdrive.com/?websiteID=89&titleID=140957,Normal,0
b11437852a,Online Video,A69092B4-3449-4F26-BFD5-64ADF5919FD4,https://link.overdrive.com/?websiteID=89&titleID=158210,Normal,0
b11437853a,Online Video,82F13CB3-157A-41F1-9505-17F62EC4887C,https://link.overdrive.com/?websiteID=89&titleID=140959,Normal,0
b11437854a,Online Video,3A0D9FCA-4A38-4D33-BC6B-524042BFE74B,https://link.overdrive.com/?websiteID=89&titleID=172293,Normal,0
b11437855a,Online Video,CD21B737-BAA9-472B-8C1C-BA8BEF1A6004,https://link.overdrive.com/?websiteID=89&titleID=111918,Normal,0
b11437859a,Online Video,274DD8CC-F458-4095-B12D-0E1D65E8D148,https://link.overdrive.com/?websiteID=89&titleID=111274,Normal,0
b11455196a,Online Video,99833824-9E10-4A68-8E9D-1DEA18199A8D,https://link.overdrive.com/?websiteID=89&titleID=169425,Normal,0
b11455197a,Online Video,9A09A82E-5ACF-462B-9084-B8BB9F5C6D0B,https://link.overdrive.com/?websiteID=89&titleID=169345,Normal,0
b11455198a,Online Video,55ED2091-A3EA-46F7-846D-6019D9B34780,https://link.overdrive.com/?websiteID=89&titleID=169357,Normal,0
b11455199a,Online Video,738E74B8-2B4A-443E-88EB-B5FAFC87A48E,https://link.overdrive.com/?websiteID=89&titleID=169435,Normal,0
b11455202a,Online Video,E0C10324-B422-4B58-9291-CAA4ECA353A2,https://link.overdrive.com/?websiteID=89&titleID=169445,Normal,0
b11455204a,Online Video,22DB2B30-36CB-406D-A60C-5E9332133EB6,https://link.overdrive.com/?websiteID=89&titleID=169447,Normal,0
b11455205a,Online Video,011D68CE-BDC7-4C96-81A5-EF4945D59E75,https://link.overdrive.com/?websiteID=89&titleID=169468,Normal,0
b11455206a,Online Video,F597DAF9-CBC6-4250-A5DE-01910D0DA44F,https://link.overdrive.com/?websiteID=89&titleID=169402,Normal,0
b11461018a,eAudiobook,2E9D8429-9924-4B95-BE8D-FA7CBB168D6E,https://link.overdrive.com/?websiteID=89&titleID=195739,Normal,0
b11461046a,Online Video,36CDAEBA-A1E6-4630-BC8B-0567D5AE0F42,https://link.overdrive.com/?websiteID=89&titleID=169319,Normal,0
b11461047a,Online Video,FAECD7CC-5FC0-40BF-ACDD-24171E3A78B7,https://link.overdrive.com/?websiteID=89&titleID=169413,Normal,0
b11461049a,Online Video,E2BDB304-474A-47FF-91DC-B45875A40644,https://link.overdrive.com/?websiteID=89&titleID=169324,Normal,0
b11461051a,Online Video,72920C90-BEE8-48D6-B520-B6AA422CDCE8,https://link.overdrive.com/?websiteID=89&titleID=169416,Normal,0
b11461052a,Online Video,F9B8499A-3DF6-4FF8-9651-3E46FFC50B25,https://link.overdrive.com/?websiteID=89&titleID=169326,Normal,0
b11461053a,Online Video,997699A4-5DB0-48BC-98C7-E401F3CE6010,https://link.overdrive.com/?websiteID=89&titleID=170678,Normal,0
b11461054a,Online Video,7BA43401-22B2-462D-BA6E-A7DF1DF3B019,https://link.overdrive.com/?websiteID=89&titleID=169346,Normal,0
b11461055a,Online Video,0DBD7070-F11D-4A9E-9C79-7FD637D1CA7F,https://link.overdrive.com/?websiteID=89&titleID=169327,Normal,0
b11461056a,Online Video,866C0E4E-2C58-4313-A28F-E775DDB78218,https://link.overdrive.com/?websiteID=89&titleID=169418,Normal,0
b11461057a,Online Video,48D0C3CD-A427-4341-AE28-491431156DE5,https://link.overdrive.com/?websiteID=89&titleID=169405,Normal,0
b11461058a,Online Video,A085344C-AC99-4211-8272-C267DF02949B,https://link.overdrive.com/?websiteID=89&titleID=169359,Normal,0
b11461059a,Online Video,01E8F4C8-B7F9-43AF-BDFF-F90AB72A2534,https://link.overdrive.com/?websiteID=89&titleID=169358,Normal,0
b11461060a,Online Video,7BD0899C-18E6-45B2-A339-515140777F3A,https://link.overdrive.com/?websiteID=89&titleID=169436,Normal,0
b11461062a,Online Video,B0BFC7B2-E7E5-457B-955F-417531AFE3BB,https://link.overdrive.com/?websiteID=89&titleID=169367,Normal,0
b11461063a,Online Video,ACC623CF-28B7-4370-BC38-879851D4BD2D,https://link.overdrive.com/?websiteID=89&titleID=169370,Normal,0
b11461064a,Online Video,7C308334-CE24-4067-A69C-8DBD162D9DEE,https://link.overdrive.com/?websiteID=89&titleID=169441,Normal,0
b11461065a,Online Video,3AFEA119-1A2B-4A0F-8213-D3204E954679,https://link.overdrive.com/?websiteID=89&titleID=169381,Normal,0
b11461066a,Online Video,77C5DBE5-C712-43FA-AD36-8DEA1BE6463C,https://link.overdrive.com/?websiteID=89&titleID=169443,Normal,0
b11461067a,Online Video,9F5ECD0E-FAA0-47CF-9DF3-99D9080FB4C3,https://link.overdrive.com/?websiteID=89&titleID=169382,Normal,0
b11455203a,Online Video,5A6F77DF-54E5-45A1-BA59-DC2ED74E0397,https://link.overdrive.com/?websiteID=89&titleID=169397,Normal,0
b11461068a,Online Video,7B0A95C1-3287-4700-821E-31E26EB22CBB,https://link.overdrive.com/?websiteID=89&titleID=169398,Normal,0
b11461071a,Online Video,385D1CD3-832C-4EAC-B5BD-13389F9CDD60,https://link.overdrive.com/?websiteID=89&titleID=169481,Normal,0
b11473150a,eAudiobook,DED35890-257B-4A49-9707-6EBD88348B01,https://link.overdrive.com/?websiteID=89&titleID=89657,Normal,0
b11475596a,eAudiobook,6C48423C-1BCD-4BC8-B4DE-2B1E986FC425,https://link.overdrive.com/?websiteID=89&titleID=144899,Normal,0
b11475656a,eAudiobook,85767179-522B-43C7-AC3D-275B5B8AA81C,https://link.overdrive.com/?websiteID=89&titleID=162402,Normal,0
b11476244a,Online Video,8FEF2524-DC9B-4FD6-82A8-35A4A0AA7DFF,https://link.overdrive.com/?websiteID=89&titleID=149474,Normal,0
b11476245a,Online Video,D1FFA790-DCE6-45E3-91D2-DC0245865EAB,https://link.overdrive.com/?websiteID=89&titleID=158205,Normal,0
b11503301a,eAudiobook,F8FB8391-1A0F-409F-B2B4-BD1A69334AFC,https://link.overdrive.com/?websiteID=89&titleID=172263,Normal,0
b11503302a,eAudiobook,B1435ADD-3601-45A3-8E42-E95F415A21CD,https://link.overdrive.com/?websiteID=89&titleID=249444,Normal,0
b11503324a,eAudiobook,2A063065-7E7E-481F-A8A5-5B15A0DC5E89,https://link.overdrive.com/?websiteID=89&titleID=233584,Normal,0
b11513121a,eAudiobook,C7CE46C7-E297-4A13-A3DB-737FADCC1C24,https://link.overdrive.com/?websiteID=89&titleID=220202,Normal,0
b11513123a,eAudiobook,2DBAA8AC-ED6F-4722-B8F6-98AB717AF413,https://link.overdrive.com/?websiteID=89&titleID=239692,Normal,0
b11513126a,eAudiobook,28B02883-AFDC-4BE7-B9E4-761FCDDF95D9,https://link.overdrive.com/?websiteID=89&titleID=239702,Normal,0
b11513127a,eAudiobook,90EE93CB-5610-4C46-B46E-7F7414CBDE91,https://link.overdrive.com/?websiteID=89&titleID=220204,Normal,0
b11513141a,eAudiobook,B1FF7212-C589-47E3-BB39-A3BD9166B632,https://link.overdrive.com/?websiteID=89&titleID=239727,Normal,0
b11513146a,eAudiobook,8113C832-0429-4563-9E08-2E67B3EAB845,https://link.overdrive.com/?websiteID=89&titleID=220196,Normal,0
b11513147a,eAudiobook,476C419D-026C-40CC-8A07-A12457E27014,https://link.overdrive.com/?websiteID=89&titleID=239715,Normal,0
b11513153a,eAudiobook,941E2C84-E9DC-497A-AF39-86098510BE5F,https://link.overdrive.com/?websiteID=89&titleID=257710,Normal,0
b11513154a,eAudiobook,BF5AB76A-DC18-43D7-9D90-935BD1757BDD,https://link.overdrive.com/?websiteID=89&titleID=239717,Normal,0
b11513159a,eAudiobook,7DB1CF41-99EB-4118-BC8A-8AFAE7DBC936,https://link.overdrive.com/?websiteID=89&titleID=242964,Normal,0
b11513160a,eAudiobook,605DB594-85AA-4BD1-9CA5-787518F69716,https://link.overdrive.com/?websiteID=89&titleID=242971,Normal,0
b11513255a,Online Video,061AAF74-4A25-4309-81FA-BC9AE5C6657F,https://link.overdrive.com/?websiteID=89&titleID=111262,Normal,0
b11513257a,Online Video,10C233C0-2D0A-4405-B197-B15808D305B1,https://link.overdrive.com/?websiteID=89&titleID=157738,Normal,0
b11513259a,Online Video,1582C81D-9B8D-4F44-9DB1-43A8FCAF0D82,https://link.overdrive.com/?websiteID=89&titleID=121965,Normal,0
b11513260a,Online Video,159CACE7-87E0-4472-9CDE-ADE396A2C45F,https://link.overdrive.com/?websiteID=89&titleID=141181,Normal,0
b11513261a,Online Video,23144196-C02D-4016-B2F7-A6F30C457C83,https://link.overdrive.com/?websiteID=89&titleID=121962,Normal,0
b11513262a,Online Video,2DBC55F5-7C5C-438A-9267-12B66F0AAD9D,https://link.overdrive.com/?websiteID=89&titleID=140893,Normal,0
b11513264a,Online Video,41B3C382-1486-4E78-87F1-EB74A9E492FD,https://link.overdrive.com/?websiteID=89&titleID=104180,Normal,0
b11513265a,Online Video,48531967-F662-4C42-893E-2CFA75C248B3,https://link.overdrive.com/?websiteID=89&titleID=141179,Normal,0
b11513266a,Online Video,51CE2DD9-314E-4DD3-915A-7E7B01D33428,https://link.overdrive.com/?websiteID=89&titleID=122026,Normal,0
b11513267a,Online Video,52FF9A4A-1F21-419B-9B1B-6D41DF2EC514,https://link.overdrive.com/?websiteID=89&titleID=104215,Normal,0
b11513268a,Online Video,53AFE9F2-F349-4376-A0AD-A9781DC4263E,https://link.overdrive.com/?websiteID=89&titleID=140918,Normal,0
b11513269a,Online Video,56404A75-A861-4BAB-9980-7AFF828F504C,https://link.overdrive.com/?websiteID=89&titleID=141182,Normal,0
b11513271a,Online Video,5BCFDBD9-6433-4F4C-AEA8-056A813D7DCD,https://link.overdrive.com/?websiteID=89&titleID=111843,Normal,0
b11513273a,Online Video,6DFE4D56-DE5C-4BE0-B780-6CEA041DDE28,https://link.overdrive.com/?websiteID=89&titleID=114062,Normal,0
b11513274a,Online Video,71353C6F-A5AF-4247-8E86-31EC0ADACE0F,https://link.overdrive.com/?websiteID=89&titleID=84132,Normal,0
b11513275a,Online Video,7D2751E6-C6EE-47D7-AC00-96EEA59B88BC,https://link.overdrive.com/?websiteID=89&titleID=114074,Normal,0
b11513277a,Online Video,86834EEC-A946-4E9C-9725-84E3E078DB6A,https://link.overdrive.com/?websiteID=89&titleID=140906,Normal,0
b11513278a,Online Video,8A0A24D3-9AC3-43F3-B055-86C9C3D5460B,https://link.overdrive.com/?websiteID=89&titleID=122441,Normal,0
b11513280a,Online Video,A072C655-FD7C-46E8-B151-79E0C7BC5EDE,https://link.overdrive.com/?websiteID=89&titleID=122031,Normal,0
b11513281a,Online Video,A66856DB-4118-4066-80FA-AFC07F34796A,https://link.overdrive.com/?websiteID=89&titleID=122022,Normal,0
b11513283a,Online Video,B2AA40AC-23E0-4764-866B-5CF744D90E1F,https://link.overdrive.com/?websiteID=89&titleID=141185,Normal,0
b11513284a,Online Video,B6D50039-D803-413D-852A-84780E9DB088,https://link.overdrive.com/?websiteID=89&titleID=115893,Normal,0
b11513288a,Online Video,D1DB61D9-ED13-484D-8C5B-575B1A11DE59,https://link.overdrive.com/?websiteID=89&titleID=113314,Normal,0
b11513290a,Online Video,F232D8F5-C121-451B-BE21-64EED2D35F1F,https://link.overdrive.com/?websiteID=89&titleID=104181,Normal,0
b11513293a,Online Video,FA301BC2-FCC5-44B3-8969-2DC6EDFB90E9,https://link.overdrive.com/?websiteID=89&titleID=140897,Normal,0
b11513312a,eAudiobook,B74CFB67-8DF0-4D72-B290-FBF942B617A8,https://link.overdrive.com/?websiteID=89&titleID=223019,Normal,0
b11513314a,eAudiobook,C62CB9F8-DFB2-4FF8-8DBC-AB6E0655EDE9,https://link.overdrive.com/?websiteID=89&titleID=185475,Normal,0
b11513521a,eAudiobook,E561AC3D-199D-4C04-82C7-8BC438BF7A51,https://link.overdrive.com/?websiteID=89&titleID=242955,Normal,0
b11513527a,eAudiobook,031C1D96-DD79-43B0-A57A-14787E5F6C84,https://link.overdrive.com/?websiteID=89&titleID=249395,Normal,0
b11513530a,eAudiobook,9994D8EF-CBAB-4628-BE29-51B209F0BD91,https://link.overdrive.com/?websiteID=89&titleID=260698,Normal,0
b11513532a,eAudiobook,0A187DD8-CED0-43F6-8387-7184BE21389C,https://link.overdrive.com/?websiteID=89&titleID=242938,Normal,0
b11513533a,eAudiobook,A78874F2-BA56-456B-A4CC-D05065331259,https://link.overdrive.com/?websiteID=89&titleID=249399,Normal,0
b11513535a,eAudiobook,BBD5E624-BDC2-4A86-8B15-5CCBDB17A04E,https://link.overdrive.com/?websiteID=89&titleID=257713,Normal,0
b11513540a,Online Video,19D4BEB3-DC1A-4FEA-A8A8-65806238FBBD,https://link.overdrive.com/?websiteID=89&titleID=224446,Normal,0
b11513541a,Online Video,3049EBF8-D815-4B77-872E-15B63841C1FC,https://link.overdrive.com/?websiteID=89&titleID=224451,Normal,0
b11513542a,Online Video,9CCE3AA5-A97C-45AB-A7D6-036EA0D33EFC,https://link.overdrive.com/?websiteID=89&titleID=217120,Normal,0
b11513543a,Online Video,C442DC8F-E807-4CB5-B1B7-944454744BE5,https://link.overdrive.com/?websiteID=89&titleID=224445,Normal,0
b11513544a,Online Video,E5072B9C-D3BE-429E-A849-B22163628E9D,https://link.overdrive.com/?websiteID=89&titleID=217112,Normal,0
b11516760a,eAudiobook,7CE71BCE-DEFA-4F43-A701-93F22FBDC7A3,https://link.overdrive.com/?websiteID=89&titleID=205026,Normal,0
b11523146a,Online Video,73A96015-A170-4767-9E2A-90D7EC2C3D11,https://link.overdrive.com/?websiteID=89&titleID=169479,Normal,0
b11523515a,eAudiobook,5DFEBD5E-4AAB-42C2-A915-62015B2C6A3D,https://link.overdrive.com/?websiteID=89&titleID=158714,Normal,0
b11523516a,eAudiobook,E64CCDA3-F774-48C2-85BF-81D36673DA33,https://link.overdrive.com/?websiteID=89&titleID=166880,Normal,0
b11523517a,eAudiobook,9985FCF0-5B59-4F32-A851-F3CA7B3B8BEF,https://link.overdrive.com/?websiteID=89&titleID=164308,Normal,0
b11523541a,eAudiobook,474CD26C-5337-497D-BC0E-C754CE112E20,https://link.overdrive.com/?websiteID=89&titleID=249406,Normal,0
b11523542a,eAudiobook,51BDDC82-A0C4-42BE-8B33-90AF71B29C82,https://link.overdrive.com/?websiteID=89&titleID=162400,Normal,0
b11523543a,eAudiobook,9FFDF9F2-636C-4765-81C0-36279373ABB8,https://link.overdrive.com/?websiteID=89&titleID=249400,Normal,0
b11523544a,eAudiobook,B14865C5-D240-48F9-AAD6-3AF1538BDB30,https://link.overdrive.com/?websiteID=89&titleID=198729,Normal,0
b11523545a,eAudiobook,131E15C9-E796-4D75-99A1-E60ADEEA8FBB,https://link.overdrive.com/?websiteID=89&titleID=242923,Normal,0
b11523546a,eAudiobook,7AD3E057-5D5C-4317-AD94-C79FC1BAA171,https://link.overdrive.com/?websiteID=89&titleID=255220,Normal,0
b11523548a,eAudiobook,A6613DFF-950A-4EB0-A99A-90D64DD603FA,https://link.overdrive.com/?websiteID=89&titleID=249392,Normal,0
b11523549a,eAudiobook,B692AA0E-BEC9-44AE-A3DF-5CC0C3060E94,https://link.overdrive.com/?websiteID=89&titleID=249393,Normal,0
b11523550a,eAudiobook,F7FC7D7A-D059-491C-BA38-F572C3F59ED9,https://link.overdrive.com/?websiteID=89&titleID=249397,Normal,0
b11523552a,eAudiobook,AE373BF6-B14F-4420-857C-5BC12431D100,https://link.overdrive.com/?websiteID=89&titleID=201410,Normal,0
b11523556a,eAudiobook,8F48C852-D896-4C91-93E3-73E7D439C3E4,https://link.overdrive.com/?websiteID=89&titleID=245688,Normal,0
b11523557a,eAudiobook,3A5F67E4-22C7-4E62-82E0-F80655E9DF8D,https://link.overdrive.com/?websiteID=89&titleID=198736,Normal,0
b11523558a,eAudiobook,12E34DD1-2AA2-4056-9C0C-85574908B45E,https://link.overdrive.com/?websiteID=89&titleID=260700,Normal,0
b11523563a,eAudiobook,F33B8BD3-FA93-40A0-94EF-730A9D6EEA9F,https://link.overdrive.com/?websiteID=89&titleID=249401,Normal,0
b11523565a,eAudiobook,1F7ACA5B-685A-42CC-9ABA-D2F441C8E4B2,https://link.overdrive.com/?websiteID=89&titleID=249419,Normal,0
b11523569a,eAudiobook,FB4FD928-874A-4A17-995E-9FE8BA602079,https://link.overdrive.com/?websiteID=89&titleID=249386,Normal,0
b11523633a,eAudiobook,52163C92-DA5E-4861-87BB-FF18B19BE8BC,https://link.overdrive.com/?websiteID=89&titleID=242924,Normal,0
b11523634a,eAudiobook,7AAC5A9E-F6C9-4355-8855-A6C04D878D86,https://link.overdrive.com/?websiteID=89&titleID=242928,Normal,0
b11525957a,Online Video,4B904BD0-DDB3-4ABA-B2C4-3505E45CE570,https://link.overdrive.com/?websiteID=89&titleID=165641,Normal,0
b11525958a,Online Video,A57A8EFF-ABE9-46D6-9242-2C5805A9EA19,https://link.overdrive.com/?websiteID=89&titleID=174822,Normal,0
b11525959a,Online Video,A7CE8A3D-6EDA-46F7-9F6F-6A1167E274E3,https://link.overdrive.com/?websiteID=89&titleID=170692,Normal,0
b11525960a,Online Video,B035617F-814C-4459-BE56-1AF7F84350BF,https://link.overdrive.com/?websiteID=89&titleID=140974,Normal,0
b11525962a,Online Video,DF9C7E6F-AA87-4776-80F9-FF5AE59FE67A,https://link.overdrive.com/?websiteID=89&titleID=174745,Normal,0
b11533626a,Online Video,B243D51D-CD49-40F9-9FB4-2BEF5F87BDB5,https://link.overdrive.com/?websiteID=89&titleID=217115,Normal,0
b11533632a,eAudiobook,396AD067-31E5-438D-B451-A67166B4A149,https://link.overdrive.com/?websiteID=89&titleID=257703,Normal,0
b11534425a,eAudiobook,588FCF36-6EF9-4EF6-A757-84224F6E69B4,https://link.overdrive.com/?websiteID=89&titleID=242933,Normal,0
b11534426a,eAudiobook,F75F4009-5DBB-422D-9C9D-53B34D4E46FB,https://link.overdrive.com/?websiteID=89&titleID=260693,Normal,0
b11534429a,eAudiobook,915043AE-4159-41C9-B07E-F096D093F0F3,https://link.overdrive.com/?websiteID=89&titleID=289386,Normal,0
b11534432a,eAudiobook,9F561D25-0D0C-4FC7-8FF2-EFD939B329CE,https://link.overdrive.com/?websiteID=89&titleID=255219,Normal,0
b11534433a,eAudiobook,3F642642-2440-4B81-99C0-5C2F9F320B5C,https://link.overdrive.com/?websiteID=89&titleID=260685,Normal,0
b11534814a,eAudiobook,A84D8D8D-3B51-457C-8E6F-DB8757DCA537,https://link.overdrive.com/?websiteID=89&titleID=264233,Normal,0
b11534815a,eAudiobook,B5531A44-F7CC-400E-BCF2-6BDC7B1CE6C5,https://link.overdrive.com/?websiteID=89&titleID=249414,Normal,0
b11535016a,Online Video,9A7F9907-9BD6-423C-BE32-ECC787A5EC8C,https://link.overdrive.com/?websiteID=89&titleID=253211,Normal,0
b11535056a,eAudiobook,75ADE9FC-98F8-4BB9-A4A7-779FEFDC9D58,https://link.overdrive.com/?websiteID=89&titleID=265629,Normal,0
b11391186a,Online Video,A0E08776-7FB3-4A50-84C0-922CC2C1FD39,https://link.overdrive.com/?websiteID=89&titleID=115899,Normal,0
b11536515a,eAudiobook,AD5AD99A-B675-44B2-8A8F-2F80540C68AE,https://link.overdrive.com/?websiteID=89&titleID=260687,Normal,0
b11391196a,Online Video,302B11E5-8682-4EBF-868C-D36D14599263,https://link.overdrive.com/?websiteID=89&titleID=115925,Normal,0
b11555711a,eAudiobook,0129E915-9AB4-46B5-9578-A0E1065DE764,https://link.overdrive.com/?websiteID=89&titleID=260686,Normal,0
b11555712a,eAudiobook,D19955B8-7DC3-4745-8037-7786919E096E,https://link.overdrive.com/?websiteID=89&titleID=292768,Normal,0
b11555715a,eAudiobook,1295CA93-4432-465E-819F-76D6ABA08FEA,https://link.overdrive.com/?websiteID=89&titleID=271205,Normal,0
b11555716a,eAudiobook,762D526D-1E51-4A50-9584-5A343E28C2C9,https://link.overdrive.com/?websiteID=89&titleID=274161,Normal,0
b11555721a,eAudiobook,AB530621-474E-41F5-B82C-517FFEA5264E,https://link.overdrive.com/?websiteID=89&titleID=284447,Normal,0
b11555725a,eAudiobook,76D6D724-3FAC-4180-90C0-E170433E17E8,https://link.overdrive.com/?websiteID=89&titleID=271224,Normal,0
b11555726a,eAudiobook,C95C7F69-E85B-4080-A53C-157ED4EDC38E,https://link.overdrive.com/?websiteID=89&titleID=271217,Normal,0
b11555780a,Online Video,A82B9049-C431-46B3-9ECC-FC1F19C2DE28,https://link.overdrive.com/?websiteID=89&titleID=249464,Normal,0
b11555781a,Online Video,BFEB670E-2895-4540-824B-1ADE340E331F,https://link.overdrive.com/?websiteID=89&titleID=249490,Normal,0
b11555814a,Online Video,19925452-BED6-4C21-8A25-A0ED6B08C210,https://link.overdrive.com/?websiteID=89&titleID=306677,Normal,0
b11555815a,Online Video,82F5C8B9-2242-4CC0-9DD5-1FC38424036C,https://link.overdrive.com/?websiteID=89&titleID=293162,Normal,0
b11555816a,Online Video,040BEAB1-DFC9-4506-8D26-E18C2350ECE7,https://link.overdrive.com/?websiteID=89&titleID=293168,Normal,0
b11555817a,Online Video,5936D827-ABE1-4983-AA1D-4E4D93F05D10,https://link.overdrive.com/?websiteID=89&titleID=293232,Normal,0
b11555818a,Online Video,D9906A86-0101-4B7D-9724-FBF83A376035,https://link.overdrive.com/?websiteID=89&titleID=293186,Normal,0
b11556208a,eAudiobook,9B4DD1F3-BF0A-4B61-9F69-0BB586959EB0,https://link.overdrive.com/?websiteID=89&titleID=220182,Normal,0
b11556210a,eAudiobook,E60D95AB-A495-4599-973D-70F973333554,https://link.overdrive.com/?websiteID=89&titleID=239697,Normal,0
b11556211a,eAudiobook,87E9E40F-194D-4127-A6F4-3D1703D5A529,https://link.overdrive.com/?websiteID=89&titleID=239694,Normal,0
b11556212a,eAudiobook,7578FC48-708C-4512-9BC7-AA68D88FA131,https://link.overdrive.com/?websiteID=89&titleID=233594,Normal,0
b11556214a,eAudiobook,207E0973-AAD0-44C0-A154-DA25CD858E5D,https://link.overdrive.com/?websiteID=89&titleID=225416,Normal,0
b11564637a,Online Video,DBB25116-27C5-4984-84B6-7D4C505C3CF7,https://link.overdrive.com/?websiteID=89&titleID=306670,Normal,0
b11564638a,Online Video,3717463B-339D-4312-BB6C-7DE05730EE49,https://link.overdrive.com/?websiteID=89&titleID=306683,Normal,0
b11564639a,Online Video,F23C7B59-4775-499C-90E6-A7EE2C01311C,https://link.overdrive.com/?websiteID=89&titleID=306674,Normal,0
b11564641a,Online Video,03D790A3-C331-4C46-814B-5B6333B7B92B,https://link.overdrive.com/?websiteID=89&titleID=293187,Normal,0
b11564730a,eAudiobook,DE753B1B-F0F2-49B5-A0DC-E312D0AEE646,https://link.overdrive.com/?websiteID=89&titleID=289380,Normal,0
b11564774a,eAudiobook,AF61A159-F5B9-40E8-9020-B46816C5F1DF,https://link.overdrive.com/?websiteID=89&titleID=292802,Normal,0
b11564776a,eAudiobook,705EF3CF-86EE-4041-8A79-4ACCC9E44B67,https://link.overdrive.com/?websiteID=89&titleID=292769,Normal,0
b11564783a,eAudiobook,E2E7A8E1-24B3-4BDB-BC38-F123D051C088,https://link.overdrive.com/?websiteID=89&titleID=292777,Normal,0
b11564785a,eAudiobook,E79040FB-1FAD-497B-82A6-269CFA6CAB44,https://link.overdrive.com/?websiteID=89&titleID=284464,Normal,0
