isbn,controlNo_int,bibNo,sierraFormat_int,sierra_status,controlNo_ext,overdriveNo,sierraFormat_ext,_merge
9781101545621,,,,,odn0000592010,1CE1275C-D813-4C3F-8E29-C764778F941E,x,right_only
9781101209271,,,,,odn0000611723,04E3CE58-7F98-4939-AB8F-89031A8F9C3B,x,right_only
9781101516379,,,,,odn0000528485,4865F46A-B9D8-4C24-9F9F-810A8D1C8A99,x,right_only
9781101514726,,,,,odn0000528486,184AEE1A-CE1F-495E-B5AC-7A38FE20DE9B,x,right_only
9781984806598,,,,,odn0005134940,AFDCCA03-347F-445E-A5D2-D5F1A059BAD9,x,right_only
9781101204634,,,,,odn0000611732,9CCFF7CA-AD09-4F00-AD46-96D7EA3A483D,x,right_only
9781101544938,,,,,odn0000592016,72E7FF4C-B73E-42C5-9200-87455D564728,x,right_only
9781101220559,,,,,odn0000611745,D3D7EBEF-26D7-4157-82ED-AF75CF495715,x,right_only
9781101568118,,,,,odn0000860562,B80F05F6-1E99-4153-BC76-373E6E77E9DD,x,right_only
9781101514290,,,,,odn0000528359,E86E51B6-D461-47A4-B932-3A7DA175F799,x,right_only
9781101514306,,,,,odn0000528361,4AE92E0B-A6CD-4E2C-BD5B-EAE0002D076B,x,right_only
9781101545577,,,,,odn0000592229,C88D7DDC-91F9-4CC3-8C7C-AFF4C6ACEB24,x,right_only
9781101146705,,,,,odn0000611759,FA84ECA6-5279-4834-B2E5-8074B8937C8D,x,right_only
9781101550595,,,,,odn0000630735,BB2F4774-F5BB-4A20-B8CD-E14990B6BD45,x,right_only
9781101187739,,,,,odn0000346761,8F949BC7-C4AC-46C1-A3FE-9031FB7CB22D,x,right_only
9781101146538,,,,,odn0000611778,CBCD3E93-8AE6-4AF8-9E75-D04F9BA74F34,x,right_only
9781101155929,,,,,odn0000611779,222F7821-80AB-4FCE-9D00-F4E0C0030F59,x,right_only
9781101146774,,,,,odn0000584040,76493474-6BC8-4FAF-8760-C40C75FBBF66,x,right_only
9781101558713,,,,,odn0000630742,CD494112-9F56-4BDE-BDBA-80E94E5913B0,x,right_only
9781101544952,,,,,odn0000592026,CF6EA927-C209-4D06-8B9C-ADE912DC343C,x,right_only
9781101214206,,,,,odn0000611793,5C1F2897-4C83-4DF0-839C-E82751B5189D,x,right_only
9781101207802,,,,,odn0000611796,13D2E009-4760-4C5E-9B15-C84705C64273,x,right_only
9781101204320,,,,,odn0000613019,460F0F42-F0F8-4A07-922C-38713DF218BC,x,right_only
9781101514320,,,,,odn0000528365,DE69DBCE-9187-420C-A2B5-0CB12988B963,x,right_only
9781101558478,,,,,odn0000630677,2C92CA5F-F031-453C-BE96-E7ECAFE0A052,x,right_only
9781101432976,,,,,odn0000346771,B759C446-B12F-4F90-BA5A-93B7FA8C5326,x,right_only
9781101214930,,,,,odn0000611815,C949D628-45A0-4A4E-9D90-ACF29BEC9216,x,right_only
9781101186961,,,,,odn0000346775,4012FB48-DCDE-45E0-92D9-37E17BBF6CDD,x,right_only
9780440001188,,,,,odn0005153352,29D1E187-1DB0-4926-8698-EA7C461E2D57,x,right_only
9780451491190,,,,,odn0005067488,B3D594F4-0D36-45EF-BFC7-03291D23256C,x,right_only
9781101214251,,,,,odn0000613031,3331BB2D-06E3-49A1-87D4-E7C16E4A3E90,x,right_only
9781101214701,,,,,odn0000613032,FFD7D63D-D06D-4655-9B91-CA9DB31AC2B8,x,right_only
9781101214985,,,,,odn0000613034,9C56B198-4499-4FAB-B78A-A7E007E0D83A,x,right_only
9781101214114,,,,,odn0000613039,3544EB98-C213-4960-AD52-76051F3D2B1A,x,right_only
9781101214336,,,,,odn0000613042,D9CC4C17-31F4-4494-BAB1-0D18853EE721,x,right_only
9781101214480,,,,,odn0000613043,4E16AF13-0CE9-49B9-869D-A8C211CC6585,x,right_only
9781101214824,,,,,odn0000613044,C6F4AD8B-C91C-4F56-A3FC-BCAC577A2EFB,x,right_only
9781101214862,,,,,odn0000613047,A3273B17-F4D0-4324-9FD2-53E03E5390FC,x,right_only
9781101214626,,,,,odn0000613050,DD673F7F-41CD-4E60-9BBF-3D0267935DA0,x,right_only
9781101209400,,,,,odn0000611595,59EF1DD8-E57F-4255-BDC4-21099BACA273,x,right_only
9781101204412,,,,,odn0000611596,A25110F6-EAF3-4AD8-952C-DC59F34BB684,x,right_only
9781101214633,,,,,odn0000611852,7FF06072-9854-4BC3-8DC0-B818E2F8F21E,x,right_only
9781101517123,,,,,odn0000528349,1127D7AB-C34C-4BF2-AE8D-F4830DD18BD5,x,right_only
9781101544969,,,,,odn0000592031,F8EAE5EA-FA26-44AF-8E92-85FBCE5700A3,x,right_only
9781101562093,,,,,odn0000658732,3D65337F-A5C7-4453-AA97-13223A3B499F,x,right_only
9781101442838,,,,,odn0000584068,34BB1E8C-11F1-4E48-8A61-1FFA37C64EA1,x,right_only
9781101146521,,,,,odn0000611862,F48A816D-DE45-4967-9A62-38A4E56CA528,x,right_only
9781101549070,,,,,odn0000616249,16F405CC-9A2B-4431-8987-C8209051BD27,x,right_only
9781101558539,,,,,odn0000631095,63277DE7-C0C9-4D96-912E-16A952569EA4,x,right_only
9781101558546,,,,,odn0000631097,42354FB4-CF38-4721-930E-BC0A9284B6E8,x,right_only
9781440636028,,,,,odn0000613053,C93070F0-DA53-42A7-9ADD-D5195132BF44,x,right_only
9781101146576,,,,,odn0000611878,935DBEDA-4B6F-4D4B-97BF-A1376C36D895,x,right_only
9781101545584,,,,,odn0000592237,756F8CBC-B91B-4471-A0D6-030BC3486F8B,x,right_only
9781101220740,,,,,odn0000613065,B9F718E1-A145-47D0-A86A-B8567A3CA8C5,x,right_only
9781101207673,,,,,odn0000611921,37815FCD-6B8B-4588-AA47-23BA165A10E2,x,right_only
9781101209950,,,,,odn0000613227,8D0EF97F-306B-487D-B407-10E3B4B9AE08,x,right_only
9781101209202,,,,,odn0000613229,26777DC2-CABD-4FD6-A14A-86A1AA9C9B19,x,right_only
9781101052815,,,,,odn0000613230,ABC6939C-84C8-41B5-A3A2-C26FBC7529F7,x,right_only
9781101148556,,,,,odn0000270256,2ADAE693-15D2-4080-BF8B-08E6105069C7,x,right_only
9781101443729,,,,,odn0000599671,DD379247-A37A-4739-80E9-C5B6F7757866,x,right_only
9781101214756,,,,,odn0000611937,AF71BE8A-037D-4709-9490-E110A80B0EAC,x,right_only
9781101442869,,,,,odn0000611942,B8D88C73-1606-43BC-A28B-688634CF18BD,x,right_only
9781101210345,,,,,odn0000611943,F3487C10-0CAF-4434-B463-D3D567A53E1E,x,right_only
9781101204061,,,,,odn0000611958,B1449F38-EAFF-473E-9FE0-C6FB94C0C407,x,right_only
9781101209691,,,,,odn0000611966,FC9A736E-5907-47AB-BD49-33A720F4ACA8,x,right_only
9781101214923,,,,,odn0000611968,BB05FEAA-2A7E-4D60-A5C6-2547DAD55D14,x,right_only
9781101442500,,,,,odn0000611972,B888C7F1-76CE-4272-964E-A8DFF49DD82A,x,right_only
9781101146729,,,,,odn0000611973,B0548D8E-BB9B-4B4D-A4ED-FBDEAC02B128,x,right_only
9781101136102,,,,,odn0000264649,B9845F3C-A8E6-464A-9EE6-AD85CC6D7113,x,right_only
9780593099827,,,,,odn0005285370,E104D790-AB24-4E85-841A-B455613B246D,x,right_only
9781101543894,,,,,odn0000592053,AB4F5C10-22B2-40F8-9904-B900A08CAC30,x,right_only
9781101545652,,,,,odn0000592054,932341CD-644B-43DF-B9AD-82CADCFBE0C9,x,right_only
9781101443170,,,,,odn0000613236,B415DD07-EEEB-4D77-8D53-5129AD24D4C4,x,right_only
9781101516805,,,,,odn0000528491,59C011CF-472F-4975-9ECB-44471597D5EE,x,right_only
9781101209387,,,,,odn0000611604,15280D11-6BAF-4565-B89B-D0A01D36E25B,x,right_only
9781101544358,,,,,odn0000611981,5F8D293B-5DB7-4CEE-B05E-49672FF164CE,x,right_only
9781101544709,,,,,odn0000592056,7DB9DC06-9129-4CD6-BFAA-BA5B73479D3D,x,right_only
9781101203910,,,,,odn0000611991,E03DCF0D-3C34-44A0-9339-DA3DEAA400CF,x,right_only
9781101545522,,,,,odn0000592057,83494792-BB8E-43F9-B751-B5673F5270D6,x,right_only
9781101204269,,,,,odn0000611992,96E09F52-C53D-42A0-B4C7-D92E417040C9,x,right_only
9781101543795,,,,,odn0000592059,EFCDEDE0-C0E0-426B-85DF-610B675D1E15,x,right_only
9781101204740,,,,,odn0000613244,05DF8737-E1D7-484B-A489-9807AE6D1533,x,right_only
9781101209035,,,,,odn0000612007,912CE296-0337-4AB8-8897-FE1576F26D9C,x,right_only
9781101220153,,,,,odn0000612008,24648BEB-D38C-4615-A94B-4F521EF3EDAE,x,right_only
9781440631061,,,,,odn0000612013,A8E1885C-104A-4012-8DCA-B28ED27A9260,x,right_only
9781101057605,,,,,odn0000242305,0EDE78CC-1F0B-40DE-A842-E15702EE0B4F,x,right_only
9781101443187,,,,,odn0000613248,FFD9681D-96F1-4F65-AC2F-C99B96BDEBC8,x,right_only
9781101190623,,,,,odn0000612030,4E961E3F-A91B-4423-AAA7-54397ACA5453,x,right_only
9780593097779,,,,,odn0005153383,9C2C18EE-90E0-4A72-AC02-533CF24A68D6,x,right_only
9781101565025,,,,,odn0000663099,CD25C5E0-F365-4F60-9DEF-6B1C1698E7CF,x,right_only
9781101104965,,,,,odn0000612038,5DCB21C3-476C-451B-BE9E-C8F1D2F97D61,x,right_only
9781101514399,,,,,odn0000528387,EEC2EC7C-A7EF-4647-B4F1-1B750F8E4B5C,x,right_only
9781440631221,,,,,odn0000612051,A3A2D10E-E32E-47CA-A8D7-935BF7EBC9CB,x,right_only
9781101210604,,,,,odn0000613254,479C7F1F-EECF-4BC7-8CB6-94FCED9EBBF7,x,right_only
9781101219980,,,,,odn0000612061,7EBD3BF0-9279-488E-85BC-6445E3E06D14,x,right_only
9781101209585,,,,,odn0000613256,37C354DC-7089-4AE5-99E6-BD6FB744E341,x,right_only
9780593197073,,,,,odn0005197980,A077174D-D694-4F37-B896-4DB02FEB85EE,x,right_only
9781101564974,,,,,odn0000663073,DEEAF6DE-E04B-4E93-9DCB-E6B616E976B5,x,right_only
9780399583094,,,,,odn0003273129,73E72A14-573C-48F9-96B3-27D850F54755,x,right_only
9781101549711,,,,,odn0000616259,59C43D9B-45FC-4203-80CD-7F0AC46516B0,x,right_only
9781101214916,,,,,odn0000613259,16F285F1-3ADA-4218-B965-D687D23E9D0F,x,right_only
9781101529423,,,,,odn0000612100,B6DEE722-9413-485C-A474-9642ABDA3935,x,right_only
9781101210628,,,,,odn0000612107,1B9A0FFF-FCD5-45FA-B8EA-95C5AB40C18F,x,right_only
9781101205341,,,,,odn0000612112,EDE0FA2C-7DD4-4BC0-BE8A-4527E27C4941,x,right_only
9781101146378,,,,,odn0000612115,A3BE371D-0466-44FA-825A-671459D33755,x,right_only
9781101214855,,,,,odn0000612120,16BDF6F6-2458-4CD3-B10E-461063198D4D,x,right_only
9781101146873,,,,,odn0000612139,B05F63CE-6FFA-4EA7-8FDA-2996FE4E5665,x,right_only
9781101544624,,,,,odn0000592266,EB53C9A7-D9EE-458B-A2B2-37071E530DC6,x,right_only
9781101209790,,,,,odn0000612148,6AAFB4C9-34B2-4898-A092-745FA45FB949,x,right_only
9781101209851,,,,,odn0000613277,23184B85-DBAC-4130-8F96-5ECF6F93D81E,x,right_only
9781101538975,,,,,odn0000650014,734B7C5F-D104-44AF-ACA5-045207FAA877,x,right_only
9780399584787,,,,,odn0003116832,16101C2A-624B-47EC-8153-5556D5AA5A4F,x,right_only
9781101514436,,,,,odn0000528393,1E80494A-669B-4A0E-9A9E-DDB570F81C1F,x,right_only
9781101210437,,,,,odn0000612161,762DEB80-78D9-43E3-9B87-58A8EE636AF1,x,right_only
9781101188248,,,,,odn0000347138,90256523-C5BC-45C0-AB46-3FB23AAF6B00,x,right_only
9781101214718,,,,,odn0000612164,6B84717F-1560-48C8-B9A7-53739FE2ABAF,x,right_only
9781101209462,,,,,odn0000612175,30F3EA9F-4618-4EC0-A7BD-81D2BCB4A3E1,x,right_only
9781101442692,,,,,odn0000455804,EF4CAA08-37B8-4AAB-BAC8-3C625E7034C7,x,right_only
9781101442944,,,,,odn0000455623,49EA553F-2702-4FCA-B6DB-15F385599D03,x,right_only
9780451492319,,,,,odn0005217224,6F46C5F4-1E50-4B67-878C-05E736FDE067,x,right_only
9781101205112,,,,,odn0000612201,8345B58A-BF80-47C0-9D0D-4CEBC0403A89,x,right_only
9781101204511,,,,,odn0000612213,A8E72E41-D586-48AE-B252-61FB1E44B0F1,x,right_only
9781101442951,,,,,odn0000612214,E8753517-B655-4EF6-8111-F59D94D6D923,x,right_only
9780698140325,,,,,odn0001438493,8D3B4FC4-D860-43DD-A454-6AD9CB08224F,x,right_only
9781101204757,,,,,odn0000613310,303B1DB5-E65E-4812-8176-EAF8C1EDA84E,x,right_only
9781101133873,,,,,odn0000612226,7F3D7CE1-E1A6-48B1-9D63-C3094457D586,x,right_only
9781984806789,,,,,odn0005005001,9C00E252-36C3-4E2D-8E11-A7FCA02D99B9,x,right_only
9781101190791,,,,,odn0000612233,1E46A2C1-3C15-4D61-A19B-980D3CA6243A,x,right_only
9781101191569,,,,,odn0000613312,F7E2C7D2-B137-4428-95C6-729880B67E02,x,right_only
9781101545539,,,,,odn0000592101,1FEBC21E-A681-40B7-BD2C-053EA0AC8EC4,x,right_only
9781101545676,,,,,odn0000592102,7482D8F4-A6CD-46C4-B180-2E7DCB35818A,x,right_only
9781101214572,,,,,odn0000612237,B8733472-8345-4C4D-9C42-3B8C275D7B21,x,right_only
9781101516539,,,,,odn0000584292,39A64CEF-0004-42E7-9B3B-C4DC3F216746,x,right_only
9781101134054,,,,,odn0000612242,23D010C9-9D5C-4E6F-80BB-EF9EFF54460A,x,right_only
9780786531073,,,,,odn0000613315,F2569F8A-A108-4817-9C64-CC8C7D1A4150,x,right_only
9781440697661,,,,,odn0000218063,F750E2CA-2D38-4CC8-A74D-0517751CD2C9,x,right_only
9781101476932,,,,,odn0000584299,AA0B3EE9-0385-43D9-82F4-AEC93EAFC358,x,right_only
9781101206539,,,,,odn0000612247,F9EB8A6F-D0B5-406D-8EB6-BCE04E6C7925,x,right_only
9781101146156,,,,,odn0000612250,700A4D2F-6094-4019-9F7E-99D954A7400A,x,right_only
9780593197332,,,,,odn0005137096,562116A5-C41E-4602-B0F9-A88FE96A0581,x,right_only
9781101133880,,,,,odn0000612251,10A91A42-C971-4B27-81B9-9D0BB1E19807,x,right_only
9781101545225,,,,,odn0000592106,40D2E79D-EB97-41F4-87DB-7445CAC89672,x,right_only
9781101515501,,,,,odn0000612254,74770C73-CDE3-47B0-A1B6-74E06FF9630D,x,right_only
9781101219300,,,,,odn0000612262,D1BA1B3D-FF4E-4DD4-BC5A-AA3DCB8AD69F,x,right_only
9781101442173,,,,,odn0000353760,61B6B633-D6D8-49C3-9422-795E08FBE7F0,x,right_only
9781101198100,,,,,odn0000347151,A377723C-2DB9-4B53-935E-9819FD8F0C6F,x,right_only
9781101146033,,,,,odn0000612264,8980B62E-E8A8-4F50-A6B3-2AD6622D62E7,x,right_only
9781101203651,,,,,odn0000612268,B1CAB94B-08A1-4B94-998D-C49C0AD06CC8,x,right_only
9781440632396,,,,,odn0000612271,03180264-8C84-4358-A089-466EDAF39DFF,x,right_only
9781440632419,,,,,odn0000612273,DDE227D9-C29E-48AF-A127-7B98AEE636B5,x,right_only
9781101443798,,,,,odn0000455643,851B0BA0-1E14-4910-937A-1A190F36ECC1,x,right_only
9781101624258,,,,,odn0001134264,92C570C2-5619-40E1-B40A-C68BBE4ADDAA,x,right_only
9781101209127,,,,,odn0000612276,312270CF-6BEE-4EA2-86DB-F55FA4EF9B09,x,right_only
9781101189245,,,,,odn0000346869,4202DA09-11B5-41E3-9FB8-A5B5A557E05F,x,right_only
9781984803979,,,,,odn0005137097,C7E45FE3-E759-4686-831B-029A4B79AFE1,x,right_only
9781101158050,,,,,odn0000612299,D7498041-A3EA-48B8-A51E-17F926CCA9CA,x,right_only
9781101210222,,,,,odn0000612301,74D4A7E6-42DC-4A63-B66E-2A46E5931780,x,right_only
9781101545003,,,,,odn0000592115,47B70095-E85C-4EAF-976F-19A8E7712BE9,x,right_only
9781101547854,,,,,odn0000592116,6AA5EE7F-DF18-40FD-89D0-12E7B698A1BE,x,right_only
9781101190838,,,,,odn0000612307,0C8CE069-D425-4777-949B-F9695FF0C417,x,right_only
9781101538937,,,,,odn0000650037,005BC34A-FFC4-4143-8F33-B2B58D9CC921,x,right_only
9781440655883,,,,,odn0000612309,E3F7554C-E531-45E1-9A5D-21E6C837A19D,x,right_only
9781101457665,,,,,odn0000354084,BCEB50E1-D9F6-4146-AF9F-8FAA1744AE7E,x,right_only
9781101146682,,,,,odn0000584341,A6F6348C-97B5-46F4-A096-2ECBEBC22A1E,x,right_only
9781101545010,,,,,odn0000592120,7DF3A292-AB92-4235-8CF0-A56D9851BEF2,x,right_only
9781101197707,,,,,odn0000347304,9541FE4C-A0EA-43F3-94A6-B86D28715522,x,right_only
9781101204023,,,,,odn0000612330,0F9294D9-0F42-4DAF-A46B-54834FA1ACA5,x,right_only
9781101146057,,,,,odn0000612351,6A5EB733-E688-4ED6-B27F-1B1FF8F6CA0E,x,right_only
9781101210284,,,,,odn0000612352,61E14DFA-A1CB-486C-A2D4-16A81557FFB7,x,right_only
9781101210260,,,,,odn0000612356,4EC811E8-1D53-4F49-8258-306949F1D1DE,x,right_only
9781101545690,,,,,odn0000592125,D89FE77A-82B4-4AE6-9008-61DFA05E0E56,x,right_only
9781101146507,,,,,odn0000612366,76030B69-5AF5-4D5B-BD7A-6AE209A50052,x,right_only
9781101146491,,,,,odn0000612367,15784DC9-43F2-425E-BDD6-825BAD1D5D97,x,right_only
9781101146606,,,,,odn0000612368,AE2A56A8-FE8B-44BE-915B-183E7F327515,x,right_only
9781101562048,,,,,odn0000663056,CE2C0155-85EB-433E-A258-C8746D619215,x,right_only
9781101532263,,,,,odn0000584376,A7324A97-ED3C-486F-BE2D-189D0BF7FCA0,x,right_only
9781101602188,,,,,odn0001337121,0169E23C-9306-48FC-AA76-EC9CBB56F1EE,x,right_only
9781101197738,,,,,odn0000346901,1E578E11-F002-49F9-8DC7-19ADF486AD95,x,right_only
9781101442265,,,,,odn0000349248,2F66C93F-543A-4F98-859E-A2192CFAB161,x,right_only
9781440629402,,,,,odn0000611617,BCA83ADC-D164-4C3B-A6EE-5F0DF8E84952,x,right_only
9781440684845,,,,,odn0000612384,129401F4-F950-492D-AB2D-8FBB70310C99,x,right_only
9781101545447,,,,,odn0000592128,03457A4F-E720-498C-AAD7-B236A7A57A9C,x,right_only
9781101211366,,,,,odn0000613356,DD47E61D-44B3-4F41-96B8-7C98AA569F88,x,right_only
9781101514801,,,,,odn0000528497,224FB5FA-9FD2-4374-B26A-A58CD8B134C2,x,right_only
9781101214879,,,,,odn0000612404,E6EFE275-B424-41E8-BB12-DB8056AC351F,x,right_only
9781101214664,,,,,odn0000612408,FDFCCE73-BCAA-47B4-B9A9-DF7731132C8F,x,right_only
9781101186787,,,,,odn0000346913,C0ABEE12-5FAD-4631-B26C-B6595CDC02BF,x,right_only
9781101146699,,,,,odn0000611619,FC7DE259-7418-4591-942B-DC0B2D2661CD,x,right_only
9781101545034,,,,,odn0000592137,61D5BF5C-3119-49FD-8CD1-7EB6F0C11F46,x,right_only
9781440673344,,,,,odn0000612426,32036EFD-BDD9-456D-B21F-01A399D898FD,x,right_only
9781440656125,,,,,odn0000612427,2B5B8401-CE9B-47EB-93AE-6001EB654FD8,x,right_only
9781101214220,,,,,odn0000612445,AEC9B8C2-EC7A-42ED-A4CC-919B447ADCB8,x,right_only
9781101209561,,,,,odn0000612447,AA68D5DB-2FC8-458C-AB43-5849467D9163,x,right_only
9781101214183,,,,,odn0000612448,89E1A87D-C3C8-41F3-9E31-D12E52FC9FFA,x,right_only
9781101205426,,,,,odn0000612450,662CFE1F-CEBC-4653-985A-B5F697FE12AF,x,right_only
9781101186206,,,,,odn0000347173,DAD8C583-D396-4290-B545-1D04E569ADC8,x,right_only
9781101205099,,,,,odn0000612460,4A394E91-5AFA-4705-9E6D-302705DA3AE8,x,right_only
9781101543658,,,,,odn0000592144,670F6651-7FD8-4887-B575-1F44FF25CE40,x,right_only
9781101549629,,,,,odn0000616233,BB031779-D067-4C68-BCA4-522BAFB88BC3,x,right_only
9781101197806,,,,,odn0000346921,636DEFDD-8860-48ED-A3E6-41E2EF5BD692,x,right_only
9781101187098,,,,,odn0000346922,DF9EEC2E-98F4-4916-8DAB-58EC0ECA18B6,x,right_only
9781101214831,,,,,odn0000612467,10C3945B-4F06-41FD-991D-F38CF7D7B38F,x,right_only
9781101529317,,,,,odn0000613372,AEC59AE9-2294-49C5-B51B-24D42B77E92C,x,right_only
9781101206720,,,,,odn0000613373,575DAB1A-7912-4A8A-894D-E43A3A91170F,x,right_only
9781101205488,,,,,odn0000612509,D5FDB981-7615-4E35-BB4E-B76649099AE5,x,right_only
9781101211519,,,,,odn0000613392,5A75604A-BAE6-4EF4-8C65-CDE6DB4FCCF8,x,right_only
9781101545041,,,,,odn0000592149,38E3E0DE-F673-402C-9284-250AD6404750,x,right_only
9781101146545,,,,,odn0000612518,278C72E9-A5AC-4358-9F4D-5AB45BED5FB9,x,right_only
9781440633447,,,,,odn0000612519,8C754270-EB8C-41E7-898A-BBBC8B065449,x,right_only
9781101444702,,,,,odn0000455824,F08DA2C3-C366-4AC5-AF91-17A35CF438BD,x,right_only
9781101146064,,,,,odn0000612529,808EB01E-5705-4086-93D6-CB579D3F3AB6,x,right_only
9781101532133,,,,,odn0000592152,C84C96C9-F3BD-4CFD-9086-3F8A752E4916,x,right_only
9781101146675,,,,,odn0000612533,93B10E40-A0CC-4C14-814C-14A2C5243FE2,x,right_only
9781101128589,,,,,odn0000612539,37D64A72-D1C6-459B-89F5-D55806E6515D,x,right_only
9781101625217,,,,,odn0001232073,7D7C4FF1-5D2C-43F3-94D7-589E82F5077B,x,right_only
9781101210277,,,,,odn0000611628,46F2AEF9-313E-4086-8E68-890E8E42E880,x,right_only
9781440633607,,,,,odn0000612546,8D166F5D-EB5A-413B-A72F-CAB7C699C3E0,x,right_only
9781440633614,,,,,odn0000612547,BEEDDA3B-FC18-4F33-B0D5-AF98649A9530,x,right_only
9781440633621,,,,,odn0000612548,8B152878-94F8-4D08-87F8-2E491940A3BE,x,right_only
9781101544778,,,,,odn0000592156,17CCB0C9-8C86-42E5-A213-675CC458D8E7,x,right_only
9781101564981,,,,,odn0000663083,B5495564-D011-4616-A7CD-DF57202EA9BF,x,right_only
9781101564998,,,,,odn0000663084,6506D48B-98E6-4544-B5F3-E966061EBEC5,x,right_only
9781101543924,,,,,odn0000592157,545CB1A6-9452-4E41-A402-B94D724AEDB3,x,right_only
9781101220108,,,,,odn0000612561,35BDB2D8-C355-4762-8B03-FEE42FF8629B,x,right_only
9781101443002,,,,,odn0000612564,6A04ED57-B56D-4F5F-B69F-5ACDEB6F9066,x,right_only
9781101210192,,,,,odn0000612567,476D604A-24A5-41EC-BEBE-3EA12369966C,x,right_only
9781101442333,,,,,odn0000349250,52CE67CB-27C7-479A-8854-4C2728BF4A96,x,right_only
9781101548059,,,,,odn0000592286,F882C867-70AC-4AC4-A4DE-13CAE1D6A0E7,x,right_only
9780593197677,,,,,odn0005198031,42AF8617-7626-47C2-9996-4D3F44AFB06C,x,right_only
9781101210550,,,,,odn0000613404,67B406A8-1074-4DD4-904A-12AFE15B2231,x,right_only
9781101545782,,,,,odn0000592287,51B3A94B-BC80-40B2-BE9B-6CD4B00D9D84,x,right_only
9781101214237,,,,,odn0000613409,058F0DC1-45F9-4534-8DB8-BC90C87C590E,x,right_only
9781101545553,,,,,odn0000592160,6A979EAD-04A0-40C9-85B1-A3FA7D8A8B22,x,right_only
9781101558775,,,,,odn0000630966,754AE6FD-7290-401D-8DD6-A8664FE74834,x,right_only
9781101562000,,,,,odn0000663105,D70010D0-389D-41D9-BD4C-93AEA1D86EA6,x,right_only
9781101562017,,,,,odn0000663106,9028EE7C-5DF2-4D5D-AB52-AE11742AEB35,x,right_only
9781101562055,,,,,odn0000658744,72D40E49-301C-44EF-B0DA-796A677BBD06,x,right_only
9781440642999,,,,,odn0000613411,10C1E12C-0242-4E89-8957-0D4B8E557183,x,right_only
9781101477113,,,,,odn0000612648,9D164296-953E-4DC0-8F69-1D3A5C8D8133,x,right_only
9781101214329,,,,,odn0000612652,278E14F7-E720-4463-B380-18AE31461105,x,right_only
9781101187067,,,,,odn0000346965,75A0E46E-40AC-4187-A6E2-3AD60F2803C8,x,right_only
9780593101766,,,,,odn0005153457,D7D83438-E136-4EF7-BF5A-7D8AEAAAA573,x,right_only
9781984803870,,,,,odn0005153460,64DC2BD3-7C75-4663-9E02-22572C8C813D,x,right_only
9781101210499,,,,,odn0000613418,06AB9233-1027-42E4-98DA-2DDF7E7A6AE0,x,right_only
9781101205044,,,,,odn0000612658,42829935-2F37-4E80-8014-B21D5157C5F7,x,right_only
9781101445488,,,,,odn0000585083,9AE990DC-8A6B-4228-AFCA-0F6A601CC278,x,right_only
9781101214817,,,,,odn0000613426,E28BA740-D889-41A5-95BB-EB55F6731E8B,x,right_only
9781101218976,,,,,odn0000612671,B0C75B73-7853-443B-8049-7577FBCC532E,x,right_only
9781101146415,,,,,odn0000612676,B1251FA3-1746-4254-B63E-3257EFD3A69A,x,right_only
9781101219133,,,,,odn0000612679,D5116F05-DA6D-4AA5-933F-6CA12E9184D6,x,right_only
9781101214619,,,,,odn0000613433,58DB78C4-861E-413F-A103-7C2F83CA0BA1,x,right_only
9781101543825,,,,,odn0000592292,3B3C9C2E-402C-4BAF-A2DE-7DFA99A390A5,x,right_only
9781101218945,,,,,odn0000612685,40F0FA98-7FD0-4415-A3ED-676260985343,x,right_only
9781101537510,,,,,odn0000663088,A8311BFA-62BF-4345-A7AE-242D2B5D2B20,x,right_only
9781101219959,,,,,odn0000642746,8780A298-BD12-4416-BBF5-192F1C59CDB5,x,right_only
9781101060209,,,,,odn0000245829,2244E8C0-7533-4B8E-BC5C-FA72899A2CB0,x,right_only
9781101207345,,,,,odn0000612697,8C44C507-6D70-49FE-8B12-D2FE1EA84B1B,x,right_only
9781101548073,,,,,odn0000592294,773388B0-217E-400F-B345-92F06E826E07,x,right_only
9781101214770,,,,,odn0000613447,916F4237-E7BB-4890-B756-EF6E4205D244,x,right_only
9781440634376,,,,,odn0000612711,FC95F163-CDD7-4B30-8BE4-7D76CDA94C13,x,right_only
9781101190227,,,,,odn0000346986,2AA7A245-1CA2-4E43-A2ED-E3460D1AA1D5,x,right_only
9781101209837,,,,,odn0000612720,2AEA2D4E-AECB-4411-91BC-785B9F5B68FF,x,right_only
9781101146866,,,,,odn0000613458,0210FB32-B363-4126-A708-086FDB98925B,x,right_only
9781101219966,,,,,odn0000612723,6FE9FCB3-1BC3-4A8C-B678-965CDC9A59E3,x,right_only
9781440629501,,,,,odn0000611641,EE86D705-B688-4007-9478-6AEEB2FD8B6D,x,right_only
9781101558782,,,,,odn0000630997,0A06B321-BC6C-4B71-8B8E-5D6528D08347,x,right_only
9781101146743,,,,,odn0000612745,FE5F3CFA-0DC1-467C-853A-04FD8470AD6D,x,right_only
9781101146088,,,,,odn0000613466,60351B2C-633A-46DC-B4B5-83339A718DC5,x,right_only
9781101188781,,,,,odn0000347194,4629BC29-4970-4921-81BE-FD1F7EFC8028,x,right_only
9781101146514,,,,,odn0000612753,F991BF3C-B0C5-4A5A-9819-6BA016450DE6,x,right_only
9781984802675,,,,,odn0005168337,A68DD23D-C618-4EB8-B00B-85876A5C9C0F,x,right_only
