isbn,controlNo_int,bibNo,sierraFormat_int,sierra_status,controlNo_ext,overdriveNo,sierraFormat_ext,_merge
9780307940766,,,,,odn0000524417,2A6F41BA-7408-4EC5-AF88-59D8BF266324,z,right_only
9780307933836,,,,,odn0000477743,4BD08BA3-8DDA-4518-9CA2-5847D6DC805F,z,right_only
9780593215708,,,,,odn0005004725,3BFA7203-F603-4A80-A2D3-4E0F128DCF01,z,right_only
9780307970220,,,,,odn0000576692,50AF65F6-C6C5-4F0A-B4AE-BBA2C6A331A0,z,right_only
9780307939968,,,,,odn0000505712,7C885A21-E37E-4EEB-BD55-64060B9C3D2E,z,right_only
9780307943743,,,,,odn0000528205,616459CE-9011-4CFF-AD2A-78FEDD8A09D7,z,right_only
9780593401378,,,,,odn0005637151,E9151BDA-B0BD-4E73-ACAD-424BCC520F6C,z,right_only
9780593215395,,,,,odn0005019860,4FEBCA47-0696-44A2-8DC8-06CF9875C961,z,right_only
9781415950838,,,,,odn0000150657,C9A65377-D9C8-4ECD-8D62-8F0A2CD4DBB9,z,right_only
9780307943705,,,,,odn0000528206,420F461C-C69A-4CF0-AC45-B2E516066873,z,right_only
9780739346082,,,,,odn0000105277,0108E49E-3054-401A-9796-8C4E1830EEEC,z,right_only
9781415959992,,,,,odn0000176291,92E484E5-B44D-4FC3-9B0D-C4FE834DA2D8,z,right_only
9780307913005,,,,,odn0000479060,6FFA017E-82A5-4F36-AC34-B535A5E57E31,z,right_only
9780739353028,,,,,odn0000114397,10B35140-110B-477F-9C02-BDD399444914,z,right_only
9780804193870,,,,,odn0001581568,4E03D322-1FDE-4143-B334-57E7F2155C82,z,right_only
9780593170342,,,,,odn0004848076,9B696FF1-6895-4DFD-8886-106E18C198CD,z,right_only
9780307938978,,,,,odn0000484497,D6D69539-2C00-4BB2-A5D4-110FF1096729,z,right_only
9780593343104,,,,,odn0005389286,CAEC4BC1-E599-4DF0-B1D9-04D77E6A37EA,z,right_only
9781415945087,,,,,odn0000132960,E129493C-0DEE-4719-AB48-7C43418ABC49,z,right_only
9780804166218,,,,,odn0001397159,98368975-5C42-4FB7-8C5A-9837151BEA65,z,right_only
9780593346334,,,,,odn0005509935,BD087682-C950-48BB-8F96-C878DB127B34,z,right_only
9781415963326,,,,,odn0000202535,6B2A2699-535B-4049-ABAA-E2B43163E7E8,z,right_only
9780147524102,,,,,odn0005340200,44B66606-D850-4696-90C8-E3ED435955DE,z,right_only
9780593293515,,,,,odn0005558558,A89C0404-4FCA-457D-AE65-DC34AE7B8308,z,right_only
9780449806456,,,,,odn0000727916,6F060C4E-3A54-4963-BABA-F0C3703AD75B,z,right_only
9780307917669,,,,,odn0000482231,313862F6-2C85-4A5C-8A42-87B0153057D3,z,right_only
9780307969255,,,,,odn0000586833,F0BC4302-470B-4C7C-AC8F-BF3267C2299F,z,right_only
9780593287422,,,,,odn0005215924,1B32D163-6220-4131-AF23-490682E44FE3,z,right_only
9780593343036,,,,,odn0005376614,C83E83BC-5B51-4E58-B83A-4E1866045FBD,z,right_only
9780307876089,,,,,odn0000510430,EE296A81-7996-4AC9-821F-313A59FEC894,z,right_only
9780449011188,,,,,odn0000659597,9DD86044-12A1-41DD-BFED-AA161448EB24,z,right_only
9780307967213,,,,,odn0000543854,685AB159-4AD3-492F-BEFF-F7A6AF984FFC,z,right_only
9780739353752,,,,,odn0000114552,BC0D5344-ECDB-4E6C-A620-0B7BD765D39E,z,right_only
9780593293676,,,,,odn0005185385,EA2C83A6-126D-4519-B33D-B9FA63549951,z,right_only
9780307939685,,,,,odn0000524418,FE59AFCF-4C21-4CEB-AAF4-57E20B4036FA,z,right_only
9780307941374,,,,,odn0000524419,15827190-A99D-475D-9EA0-9E32D45BD38C,z,right_only
9780307933690,,,,,odn0000477745,082BCD72-EA9B-450E-9784-F978EC90DE73,z,right_only
9780593346433,,,,,odn0005522848,035E633E-0527-4CD4-A6B2-2E5362CCB6AB,z,right_only
9780739345986,,,,,odn0000105199,2195A0CD-2D22-4743-8BCB-BA50E167E334,z,right_only
9780307932877,,,,,odn0000524404,50652C55-1D86-4006-A8B7-941F4624E3D8,z,right_only
9780307944047,,,,,odn0000559530,B2200FC1-E8BB-4A1E-87E5-7CE185362FDD,z,right_only
9780593293492,,,,,odn0005558559,FEBB95B8-4462-42A7-BDC4-AFB67F57353B,z,right_only
9780593208397,,,,,odn0004867027,6E5E9C1A-1B58-4347-9541-78C48F1571A4,z,right_only
9780307939432,,,,,odn0000524405,03FDA305-F5B8-4A59-8D75-52D2770B312E,z,right_only
9780307940681,,,,,odn0000524414,E56ED2A7-94F8-451F-9904-C2519B7A804C,z,right_only
9781415952474,,,,,odn0000150724,F4EF4139-BD44-461B-B8C4-B9AC4398570B,z,right_only
9780307913814,,,,,odn0000460379,9AEA726F-6819-4770-8C5D-F2F9BEA9D4D3,z,right_only
9780593212776,,,,,odn0004948056,AE1BB7B6-4738-45A9-8573-AE2BB6E70A02,z,right_only
9780307969934,,,,,odn0000571510,A321699A-4337-4B07-9011-3832BF59A0BF,z,right_only
9780307735164,,,,,odn0000541597,0F49EDD4-CA7F-4475-B9A9-F4CAD3455957,z,right_only
9780593154342,,,,,odn0005167649,E224642F-B4FF-4B9A-9325-F81363851F57,z,right_only
9781101890097,,,,,odn0001788410,B27CD9D2-7578-4E23-BE8F-CE5E757B4D0A,z,right_only
9781415937655,,,,,odn0000116725,44B117DC-03F9-4891-9F85-BBCDAD9EAC0C,z,right_only
9780449008768,,,,,odn0000630143,C496E8BC-AEFF-489A-8248-B20C8CD5A412,z,right_only
9780593347676,,,,,odn0005522736,F8E58E24-0FC8-49B2-9C36-6C9FE6D41318,z,right_only
9780307912138,,,,,odn0000460388,021D37A3-DD89-4095-BE0E-63DE77F88485,z,right_only
9780593393123,,,,,odn0005537286,77279AB2-0CB7-4E92-AE67-B2CBC03DA841,z,right_only
9780593400739,,,,,odn0005637161,86AB64B5-3A20-4E30-ABD1-D13207111EBF,z,right_only
9781415953907,,,,,odn0000150548,DBC6AFB7-C7F7-46A4-90A2-71338DA95672,z,right_only
9780593396735,,,,,odn0005572252,A092E77E-D26D-423F-88C6-5A7D07D29064,z,right_only
9780553399110,,,,,odn0001737042,DDAC739C-7C04-44C0-A5F9-33BADF5E8107,z,right_only
9781415951491,,,,,odn0000150747,58596ED0-0DFC-4377-9753-1F8C8877E70C,z,right_only
9781984882592,,,,,odn0004127524,E6117560-27A0-4D07-B446-C104F6949160,z,right_only
9780739358092,,,,,odn0000176292,740CCF07-9852-4055-93F8-5FB4E6D965C1,z,right_only
9780307881236,,,,,odn0000354251,01CC57D4-F5F0-42FE-8FF8-A15849E66A28,z,right_only
9780307932303,,,,,odn0000467032,C1EE5628-2554-4515-8854-DA20A8008F57,z,right_only
9780593396278,,,,,odn0005558567,669B7F43-0672-4958-BB73-1E1B6A43B084,z,right_only
9780593212318,,,,,odn0005101821,3E421E52-F0BA-41A7-86F7-E4C8538C72D4,z,right_only
9780593292143,,,,,odn0005167606,8F50F5A0-4F90-47A1-9A54-1E952514C2B9,z,right_only
9781415946435,,,,,odn0000146460,B45F3385-AA0B-432A-AE48-3D3EB10AC19B,z,right_only
9780739346006,,,,,odn0000105212,B4336103-3F3C-4B6F-8D71-9234B189F3A6,z,right_only
9780593215166,,,,,odn0005305256,60EEC7AD-12A5-4800-87CE-A1793A60EE16,z,right_only
9780307939357,,,,,odn0000489905,06109EA6-2B64-4920-B357-F9D6F9FC1ABB,z,right_only
9780385362962,,,,,odn0000912847,9E5A83F9-D3FB-4546-BD7B-48E8E8E22032,z,right_only
9780525642794,,,,,odn0005115495,B2D87087-3C1C-4F62-A4EB-A7FB3AB7080B,z,right_only
9780307705105,,,,,odn0000242877,5EB17F5E-43CC-4B0A-A3F6-3C61C165FFCB,z,right_only
9780593292167,,,,,odn0005167664,E6F7208A-F93C-4B8A-967E-A405621106DB,z,right_only
9780307879288,,,,,odn0000354252,C77AC64C-B941-4A53-A200-24E1730C2B82,z,right_only
9780593210277,,,,,odn0004948065,073CF23B-F522-4251-AA08-366A91B0F543,z,right_only
9780307739070,,,,,odn0000505721,5DC9D2DC-AFCA-428C-BD54-4E3DF419E73C,z,right_only
9780449009178,,,,,odn0000633069,6A15216C-09D5-42EF-B2F5-BBA8013CC7B6,z,right_only
9780307939555,,,,,odn0000493348,0E42904C-B408-40F8-BB67-417ECC5DF4BD,z,right_only
9780593396926,,,,,odn0005572149,AC8AAF08-1444-4C6A-9D63-81A8BD3861AD,z,right_only
9780307737045,,,,,odn0000283648,112F637D-2A13-4108-A060-92E7A1190759,z,right_only
9780739346334,,,,,odn0000105221,E242A3AE-874D-4546-BF9F-82C8B41F3D58,z,right_only
9780553399141,,,,,odn0001515012,E4F28C5C-A8CC-4974-B02F-13223E6482BB,z,right_only
9780593339626,,,,,odn0005273760,E85D0C60-27D2-4EAC-A788-69BD33ECB92E,z,right_only
9780307879486,,,,,odn0000567033,8F6E276C-A151-43F7-ABDC-47616F10722B,z,right_only
9781415951750,,,,,odn0000150794,7B87C125-602B-4AF7-A466-2D6A8BF83D0C,z,right_only
9781415952757,,,,,odn0000150795,C7C92C4E-5D49-4516-9D76-BC92F2F4E21A,z,right_only
9780525496236,,,,,odn0003116630,B6EE9B02-EE06-4D6D-9E19-1EF482BFF110,z,right_only
9780307943545,,,,,odn0000540894,CD0209BE-6F1F-44AF-B0CF-7A97FCC06FDF,z,right_only
9780307943958,,,,,odn0000531413,2BF1B681-2ED3-4A47-8705-A5E980553285,z,right_only
9780307944214,,,,,odn0000531414,BD767C2F-C64D-4394-A930-EC33D1871458,z,right_only
9780307934321,,,,,odn0000479066,7E50186D-64F3-4157-AB33-9B1295726816,z,right_only
9780593213896,,,,,odn0005129053,16FB22E0-51D5-4F26-9882-67193110F170,z,right_only
9781415950166,,,,,odn0000146536,E718BC73-757C-4DA3-9DB3-948D3E33B1DD,z,right_only
9780307971425,,,,,odn0000583253,7073CDD2-AF16-4D34-9834-7A261A18D75A,z,right_only
9780593149997,,,,,odn0005152667,9469CE37-978D-4925-B952-8B26400E156B,z,right_only
9780307943910,,,,,odn0000534606,C4F85851-FD77-43F2-A9FF-05D00234D58D,z,right_only
9780307914033,,,,,odn0000451325,C39C238D-835E-44BC-B292-92AC9F86D759,z,right_only
9780307939821,,,,,odn0000524407,29F9CD62-5C1C-46F2-9656-88B194B16A7F,z,right_only
9780307988256,,,,,odn0000593600,8F851FA0-DF4C-44D4-8D59-0117F2AD479F,z,right_only
9780553551419,,,,,odn0001737047,0A5DBB69-32D2-4D23-B491-507267127BD3,z,right_only
9780307932419,,,,,odn0000467034,9A4244BC-51E9-4AFF-A125-7D6DCB3BA6CD,z,right_only
9780307932853,,,,,odn0000536771,79F07F4B-9D66-45FC-9D20-49BF6FF6F9AF,z,right_only
9780307878687,,,,,odn0000528200,B353346A-3AFB-425B-80C1-061999DD5E0A,z,right_only
9781984843524,,,,,odn0005152679,0E5EAF59-E162-4616-9870-8A92389870CA,z,right_only
9780307939463,,,,,odn0000505714,186D47E5-0B45-406C-908E-EB34743831C2,z,right_only
9780739305072,,,,,odn0000114575,9706DB84-1208-4850-8EDB-065C0307943C,z,right_only
9780307914521,,,,,odn0000456592,0FB35A54-27A1-4F0D-8D17-D0F5DBB52B24,z,right_only
9780307751560,,,,,odn0000331812,F3D302A4-D52E-4BE7-9EE4-47A4E816BD91,z,right_only
9781984892027,,,,,odn0005242482,146D2912-1B2D-434D-B743-BCE347952F2C,z,right_only
9780593210192,,,,,odn0004896620,44370049-8C30-41C0-BAB8-F8E31764BB21,z,right_only
9780307747358,,,,,odn0000354920,2F6D2409-4C48-429B-A3E2-F45FDBB860D5,z,right_only
9780307878960,,,,,odn0000493357,56387E90-9C04-45A2-A163-14795A0ABCC0,z,right_only
9780449806470,,,,,odn0000727923,02C19032-FF53-4A9D-9CE7-1086E3CF1A58,z,right_only
9780307940995,,,,,odn0000524409,D99574E4-C475-4E84-BBFE-0C0848F7B1B5,z,right_only
9780307917362,,,,,odn0000470688,12B1D39F-1A1E-4084-8D6B-82EF73EA1B29,z,right_only
9781415952795,,,,,odn0000150842,65C64A70-AC43-4DBE-A6EC-148499293F12,z,right_only
9781415952078,,,,,odn0000150845,EBBB4697-7EF7-4813-AB73-C6B025E3698E,z,right_only
9780307917638,,,,,odn0000606694,6A9BE72D-A018-40F4-ACA7-1507AC7993E3,z,right_only
9780593346136,,,,,odn0005510544,8FA598DF-C6CC-44D5-9468-3D408807F05A,z,right_only
9780739346594,,,,,odn0000109946,B315A8D6-B470-4531-878B-4DAF85CD062D,z,right_only
9780739345887,,,,,odn0000105238,54F04BCE-9022-4294-B035-8103FF78C58F,z,right_only
9780593289266,,,,,odn0005152670,6A192474-16A5-451A-B79D-FEE0429E1419,z,right_only
9781415947593,,,,,odn0000138748,13E7829F-AFE1-4D02-A14A-DBFFAAD3B58B,z,right_only
9780593207604,,,,,odn0005129138,52C255A6-C6D1-4713-B16A-272DEF61CD4B,z,right_only
9780307877918,,,,,odn0000356191,FF64F881-A223-447B-B91B-4789CE91A5A2,z,right_only
9780525526773,,,,,odn0003198238,BD659C5F-0304-4591-AAEB-E0271D00CE11,z,right_only
9780307934307,,,,,odn0000484504,9D84E53E-7BE8-4806-BB66-DB023718383D,z,right_only
9780593340905,,,,,odn0005305259,D34D238C-8FF8-4763-8867-ADB929468728,z,right_only
9781415936566,,,,,odn0000116771,D9500251-16D2-45B7-BEDD-5BB174FEB06A,z,right_only
9780593169902,,,,,odn0004848088,0341FBD1-CF46-4605-B95C-7E7043ACE5E5,z,right_only
9780525528432,,,,,odn0003217400,22DA9580-D0E9-4D82-8101-93C631B49449,z,right_only
9780307917324,,,,,odn0000467035,4F6CC970-28EB-4CAD-988B-64832861D141,z,right_only
9781415960318,,,,,odn0000196746,B10B31A9-99D9-47C4-BF76-276DAE8CBE6B,z,right_only
9780593169469,,,,,odn0004896641,94FD0F31-DB32-4CDE-9E97-9069C45A72C0,z,right_only
9781415946374,,,,,odn0000146502,AE1F080D-8CAC-4E77-8652-A74FB24C4DED,z,right_only
9780739330524,,,,,odn0000114470,B63AE8D5-4225-41F6-9611-7FCD518FD300,z,right_only
9780804128346,,,,,odn0001219817,22F17F9B-490E-43E5-8271-5C8CD234D195,z,right_only
9780804128308,,,,,odn0001219818,799BF27B-7171-494C-8C8C-2F6E177E3B47,z,right_only
9780593342954,,,,,odn0005376675,43EAD946-C067-46FB-B7DD-30461EE9EF74,z,right_only
9780804191746,,,,,odn0001355860,05100C8F-1883-4CCE-8772-63B09B1F11EC,z,right_only
9780593339671,,,,,odn0005273643,0677266E-5EE3-4C85-BE49-295E8CE0A812,z,right_only
9780593213407,,,,,odn0005130645,4F2158CA-B641-4598-B98C-F08EDAF788B1,z,right_only
9780307913029,,,,,odn0000460382,81BEF6B4-A938-491B-B3E3-653694C5FEB8,z,right_only
9780307913845,,,,,odn0000451327,81F6FEFD-C501-4896-A6F5-18AC6B35F7CC,z,right_only
9780593400692,,,,,odn0005637194,2FBA0851-1413-4718-938E-8655A2499320,z,right_only
9780307943422,,,,,odn0000524410,91203A74-24DA-44E8-8AAF-4E3428E2A2AF,z,right_only
9781415951088,,,,,odn0000150913,0F8C0023-EE34-475A-A8F4-6F6A88D5FC53,z,right_only
9780307914330,,,,,odn0000454091,A1115145-72DF-472E-AA55-DA092018EC5C,z,right_only
9780307875822,,,,,odn0000314931,D5D948BC-2839-46A6-9DB1-5CCFC7ADD6CD,z,right_only
9780593216279,,,,,odn0005389289,AA5BF2A1-C8BF-44C3-A625-A73975F30EDF,z,right_only
9780593295687,,,,,odn0005273765,0447CB32-5D03-4656-B1B7-0DC0AD86A99A,z,right_only
9780307938930,,,,,odn0000509211,B3EC8320-4C50-45A0-B093-BD4FB15153F2,z,right_only
9780307940803,,,,,odn0000524422,CF4C3D54-45C4-469F-B858-CCEA53496410,z,right_only
9780307966537,,,,,odn0000536766,DB7F6F35-E42C-499C-9ED0-F875A299FE26,z,right_only
9780307967008,,,,,odn0000628100,E18990A1-DCC6-4B08-B69E-CE9C5418984E,z,right_only
9780307915054,,,,,odn0000524412,FAFC059F-DB67-445B-B3B7-EAB45BED0EF8,z,right_only
9780593342978,,,,,odn0005376663,5CA8BE27-F1C1-4DF0-A9E2-B6D8E804905E,z,right_only
9780593340554,,,,,odn0005305193,514C6EC4-CEC1-4714-B679-61364E968EF0,z,right_only
9781415946343,,,,,odn0000138802,07B4993A-AC80-4093-8F9C-1EBF15612B18,z,right_only
9780593169568,,,,,odn0004775063,911A4956-D35B-45A0-BE6F-B4841CD4A7B0,z,right_only
9780307932228,,,,,odn0000467036,8A726C54-31CF-4DD1-8C63-A5B5C05C90F5,z,right_only
9780307941442,,,,,odn0000510433,2838305F-A38B-40F2-8D4D-A195D36B923F,z,right_only
9780593347560,,,,,odn0005522472,432BB263-EFA9-4DE9-9A1A-1D3DBAAEC870,z,right_only
9780525526513,,,,,odn0003326199,3248E3CA-A63D-4236-BF16-99019E0C4350,z,right_only
9780593210604,,,,,odn0005129512,A21F83E3-E826-4801-84AF-0F639A4403CB,z,right_only
9780593292648,,,,,odn0005185679,34FA2576-E54F-4B0F-8FAB-A49045A45321,z,right_only
9780307967060,,,,,odn0000540889,E80A0239-3105-4114-8306-3D88CB9C5835,z,right_only
9780307914774,,,,,odn0000460385,6C0BFA56-6EC4-4C65-915C-DB4EE88049FF,z,right_only
9780307747396,,,,,odn0000354922,74B792BB-248B-42F2-B392-5FCF59C50711,z,right_only
9781415951484,,,,,odn0000151060,D06FB538-FB3E-4DE8-89E4-5982F2FA0D37,z,right_only
9780307702715,,,,,odn0000505718,C9F1C797-C1EF-40CC-8D12-BAF0BB05C55D,z,right_only
9780307913067,,,,,odn0000454104,500EED67-29B4-4728-9EE6-EC3698F3BF48,z,right_only
9780451482792,,,,,odn0002419814,C6108C84-43CA-4363-83ED-5C7E4D322729,z,right_only
9780307934161,,,,,odn0000484506,3F5C5F9A-4102-4219-91F7-A736D7188C72,z,right_only
9781415940976,,,,,odn0000123597,DB8DFB36-9E04-4932-9110-CFBF9A00B934,z,right_only
9780739349205,,,,,odn0000109905,1C23682B-5638-42F7-B7D5-661778FAB24C,z,right_only
9780307914118,,,,,odn0000451333,DB34B2AC-6AB8-4C30-8EAE-E97F3335FF07,z,right_only
9780593293362,,,,,odn0005185587,D8631BE5-513C-4E18-99B5-582B90EF2CF0,z,right_only
9780307913166,,,,,odn0000489909,F9F9D65D-C3C8-445C-AE9D-D82B72C241D0,z,right_only
9780307879370,,,,,odn0000343096,71782CCC-F2BC-482D-B2C2-B34AFD01A127,z,right_only
9780307704801,,,,,odn0000330549,21C9D345-A76D-439A-8E69-C294C3360751,z,right_only
9780593291887,,,,,odn0005152656,98686985-CE12-49E5-AA67-640B9CC03D35,z,right_only
9780307933676,,,,,odn0000477747,50C34EEA-E00E-4849-AD00-7C1623AA57ED,z,right_only
9780307713391,,,,,odn0000242874,EFA642F4-8628-4060-B52A-E20E8774D31C,z,right_only
9780593340936,,,,,odn0005305262,F45C8815-CC8A-4AEF-87BF-6B481CFA1117,z,right_only
9780739329658,,,,,odn0000114591,C2E78EEA-F902-4C66-B3F7-32B071D8954D,z,right_only
9780593287309,,,,,odn0005167621,EDC7AD1C-9D09-471C-8FF8-F7F852F2BE39,z,right_only
9780385362672,,,,,odn0001028636,D0471D99-804D-4ECC-9A5C-1445244B3B4E,z,right_only
9780307913937,,,,,odn0000460387,7A7353E4-2702-4E66-9B18-579E5ADA6987,z,right_only
9780307941312,,,,,odn0000528208,DE95F5DF-F8FA-448F-80A8-9A0887E9147F,z,right_only
9781415951217,,,,,odn0000150963,D66F3E7A-4929-4D64-AD82-0DDF05E3B882,z,right_only
9781415942291,,,,,odn0000133434,EFF47277-0B09-4183-8D00-75AA83555391,z,right_only
9780307878656,,,,,odn0000335887,0E764C30-4663-4BCB-A215-141CCA2EF7F1,z,right_only
9780307701855,,,,,odn0000505719,88CDF712-22A6-4313-9F40-FDF8AC6CF34E,z,right_only
9780307914286,,,,,odn0000482239,A5CF08C0-36E5-4361-BC57-BBBFB0723F58,z,right_only
9780307941428,,,,,odn0000510432,FC0028CD-DFB0-4BA8-A79D-306F40945390,z,right_only
9781415953303,,,,,odn0000150966,074BFF30-47F2-4237-AB8B-55AA4048A391,z,right_only
9780307750792,,,,,odn0000470686,C02D8092-DE14-4807-98E0-F5C62EFC87A3,z,right_only
9780307917775,,,,,odn0000470687,146411BA-0BDC-4BA8-8486-BBE1CF8A0095,z,right_only
9780307912251,,,,,odn0000461864,9D5F0CA6-D241-4BB4-B3D3-62908ADB952D,z,right_only
9780739305140,,,,,odn0000114603,576BB817-C334-4E4C-BEA5-6F714D6A9123,z,right_only
9780307735829,,,,,odn0000283647,72ECEFFF-CDC4-499C-8628-37684A966A55,z,right_only
9781984892065,,,,,odn0005389277,D59F295C-B477-4F6D-AF71-A015C3C5120B,z,right_only
9780307917539,,,,,odn0000461873,C1C84917-45F9-4B48-A1A9-B181FD1FE13F,z,right_only
9780804128001,,,,,odn0001581569,D4BB99AA-47B2-494C-80C4-B408C892392E,z,right_only
9780593295557,,,,,odn0005273780,C198F79D-1DC7-4E2A-9780-5DA15CE9E09B,z,right_only
9780593149386,,,,,odn0005131068,EFC318C6-CD76-4B4F-BAE5-813F36C7D4D3,z,right_only
9780804128896,,,,,odn0001219823,8619ECFC-4A97-42B6-A1DF-83BAEF8934CC,z,right_only
9780804128490,,,,,odn0001215213,D5AEE767-3504-4EE8-97A1-25FB31190909,z,right_only
9780593295366,,,,,odn0005273725,CE4654B5-831D-4DEE-9B09-6D71E23A822E,z,right_only
9780593287095,,,,,odn0005089466,B9FD21E4-3459-4A9C-8E0A-1748F00CF54D,z,right_only
9780593290231,,,,,odn0005115514,B863E585-5340-4E21-A514-F4C9F1FB4D72,z,right_only
9780307966872,,,,,odn0000540901,BC3A3171-817E-487B-97D2-7E27CF00DF97,z,right_only
9780307941039,,,,,odn0000528210,C665E796-40F1-4E55-90F1-B6D73D6CE997,z,right_only
9780593292723,,,,,odn0005167625,ED69551C-31BA-4C18-9EC7-37B2662D7D90,z,right_only
9780307941350,,,,,odn0000528204,15932BEF-292E-44B4-94C9-2208F5725659,z,right_only
9781101890073,,,,,odn0001776913,061C5BC8-CC0D-4FE8-BD4F-A986E79A2E95,z,right_only
9780593292204,,,,,odn0005167626,70FFD428-3A08-4081-856D-C670B5F07FC6,z,right_only
9781415952566,,,,,odn0000150990,ED1F9C48-4661-43BA-B84E-76E23599E465,z,right_only
9780307934048,,,,,odn0000536774,43DC6576-1392-4C59-A6AE-A03AFEEC4605,z,right_only
9781415951637,,,,,odn0000151097,865848B3-0CEF-4CF9-B7E5-B452CBD09FD6,z,right_only
9780307989710,,,,,odn0000611419,D634F1A6-E460-4147-B12D-5CD7E73DE26E,z,right_only
9780553544466,,,,,odn0001542086,96018D2E-436E-4600-BFA2-E5A2E18AA010,z,right_only
9780307932815,,,,,odn0000531420,72FC3308-CA60-42E3-92F4-C26725A93765,z,right_only
9780525595731,,,,,odn0003348556,C7A16676-6D3B-4FE0-8425-1F8DE7A8D2D9,z,right_only
9781984888013,,,,,odn0005215886,5501C293-497B-4EF0-A12D-4BB421195193,z,right_only
9780593215326,,,,,odn0005055990,32B11890-DE9D-4CA8-A126-2EFDEEC60237,z,right_only
9780525532026,,,,,odn0003326228,E978D17B-593A-45D4-8B17-6CC241AEB8ED,z,right_only
9780307878151,,,,,odn0000477749,4836B336-102B-4301-80A0-FE68A95E05B1,z,right_only
9780739349489,,,,,odn0000114630,210344B4-3755-48F5-8DAF-D9DBD581CEDD,z,right_only
9780739346129,,,,,odn0000105304,E275CDAA-A289-4892-8376-C38BCBFD13D9,z,right_only
9780307712257,,,,,odn0000251787,B480BE81-1A8E-43B9-8F50-CF1B115E81F9,z,right_only
9780307704283,,,,,odn0000569933,D364D8CF-CFB0-4256-A5DD-D94315476A5F,z,right_only
9780593155141,,,,,odn0005273781,6B78B3A1-4C81-47EA-9BCC-FCBF9FBCA2D0,z,right_only
9780307932747,,,,,odn0000467327,AE4EDA38-69DB-48E2-AA37-5E1F0B371A88,z,right_only
9780307914071,,,,,odn0000451337,92686D77-3625-4A2B-9770-BE0E9A35305B,z,right_only
9780804193542,,,,,odn0001737052,7CAF2A0F-1570-4CA0-B626-69EBEC2DB400,z,right_only
9780307944061,,,,,odn0000591450,5156F3E1-C2EB-4837-A7AF-E9C22D96A7C3,z,right_only
9780593155028,,,,,odn0004825582,AEC57208-1489-479F-9B18-C231EACB1E3D,z,right_only
9780739349229,,,,,odn0000109958,59BD834B-1E80-48C7-9090-6B5CBDFF0EA8,z,right_only
9781415952825,,,,,odn0000151093,444AADB1-83C3-4240-AD1D-3D3428792454,z,right_only
9780593147511,,,,,odn0005242488,3023CDA5-7236-48D7-8D09-3EE03F43C1CE,z,right_only
9780307917690,,,,,odn0000467037,593F1F09-1C57-494F-94A4-BCD2414EACF6,z,right_only
9780804166607,,,,,odn0001345069,FFC9A32F-3E18-45F8-992B-321E41F72E42,z,right_only
9780307738998,,,,,odn0000308797,E75880F1-10F2-406F-862F-2E3F8FE0EEC4,z,right_only
9780449808337,,,,,odn0000800346,6F8D01D1-CB5C-44E1-80EB-0F8EF00CC5A4,z,right_only
9780593401453,,,,,odn0005664555,7B02F5E9-685D-4D82-BE79-CA65DFC12276,z,right_only
9781415948699,,,,,odn0000146561,D78EBAE4-104D-40E4-B23A-A0273F45B6C7,z,right_only
9780307940957,,,,,odn0000524425,A4519EDB-6DC5-4948-A0F2-3551BED4CF10,z,right_only
9780735279438,,,,,odn0005115528,7644EF06-B879-4FC5-935B-5D3265302CC2,z,right_only
9780735281738,,,,,odn0005444936,D43DBDA7-8F04-46D0-A075-2E0C62A7A854,z,right_only
9781452620497,,,,,odn0000536005,88877E02-D7F2-4CF7-BDD5-4F0CE84B48A2,z,right_only
9781452622903,,,,,odn0000581397,F13CEC14-4318-4EBB-B7C3-4B4C23F39ABD,z,right_only
9781705231098,,,,,odn0005513749,4E122D6C-55D4-4737-95B8-90A908FF024C,z,right_only
9781705247358,,,,,odn0005513750,5E16B0D8-A5D8-4939-ABCC-8F3A9D8FDE5F,z,right_only
9781400123131,,,,,odn0000117911,C6888B63-C828-48B7-8043-5C941780F63B,z,right_only
9781400121069,,,,,odn0000184835,3DA25F77-71B3-438B-AEC3-1E9941CC2F3A,z,right_only
9781400121373,,,,,odn0000117783,21F57609-B002-41C0-A0C2-1AD227209DC2,z,right_only
9781400123629,,,,,odn0000195540,D277478D-E2CB-48D7-9CAC-602E38AF6577,z,right_only
9781452625935,,,,,odn0000716624,87F18DBF-D836-4BA9-8D65-747A2D356A81,z,right_only
9781400128358,,,,,odn0000195621,C8BB8469-C5F0-43EA-961C-4BFA329C4CB0,z,right_only
9781400193226,,,,,odn0000255049,9067AAA4-A91D-44C9-8B2E-5F2251EEC206,z,right_only
9781452625171,,,,,odn0000708441,4DF704C9-A279-4667-ACD7-1F48468CBE3B,z,right_only
9781452624549,,,,,odn0000634239,08A6C4FC-E465-47DC-B532-383963F0CDED,z,right_only
9781705249956,,,,,odn0005464361,7C8C969B-DDEA-4D7D-962F-BBEE383ADFF7,z,right_only
9781400192885,,,,,odn0000245656,3D40DCEF-1A23-4B94-B76B-576E90D15240,z,right_only
9781452622095,,,,,odn0000562483,75145490-DFD5-47BD-95EF-7BA7F6F49CA3,z,right_only
9781400125685,,,,,odn0000185182,C3345EBF-021F-4A8B-AF62-A3BBE619F95C,z,right_only
9781400126033,,,,,odn0000184811,87388EE7-188E-471F-938F-9E534A4B4F95,z,right_only
9781705251072,,,,,odn0005591236,53129ECE-BFE8-41C3-A97B-6588F4991CD6,z,right_only
