overdriveNo,overdriveNoSrc,bibNo,sierraControlNo,sierraControlNoSrc,sierraFormat_int,sierra_status,overdriveControlNo,sierraFormat_ext,_merge
5E2E0FB4-E1A4-431E-ADEB-13A212DF4F90,037,b118055550,ocn861601982,OCoLC,x,-,,,left_only
C9905A6F-F468-4702-9994-7A11AB17EE35,037,b118055628,ocn863512676,OCoLC,x,-,,,left_only
CB1608FD-FFCE-40F0-B38C-B35FE80A019D,037,b11805563x,ocn880355014,OCoLC,x,-,,,left_only
EC51557C-AE95-4356-B36F-70B1696C536D,037,b118055689,ocn829395673,OCoLC,x,-,,,left_only
0D7D55C5-F555-4D8C-BC96-C205D4D3CFBD,037,b118055720,ocn861509970,OCoLC,x,-,,,left_only
52007315-0EE6-42EA-9B01-F331ECCF393D,037,b118055768,ocn829027154,OCoLC,x,-,,,left_only
7660C3B4-063C-4483-9FC1-1BDF563DEF4F,037,b11805577x,ocn881681729,OCoLC,x,-,,,left_only
7772A5CB-1504-485E-BD57-1F46C15054B6,037,b118055781,ocn861708067,OCoLC,x,-,,,left_only
00B172A7-2D00-42FF-AD8C-0B78892EC08A,037,b118055847,ocn861517020,OCoLC,x,-,,,left_only
4BE959C1-FE85-4614-BAEC-6B0663D8209D,037,b118055926,ocn861517014,OCoLC,x,-,,,left_only
5EC61ED6-8D31-4D1A-9C4A-E67FDD154E9E,037,b118055938,ocn877893891,OCoLC,x,-,,,left_only
A0352E85-3773-4028-8531-061093F0320C,037,b118056001,ocn861516667,OCoLC,x,-,,,left_only
A3A49D10-AC51-4B2B-AA9D-81D56F2E03D4,037,b118056013,ocn829373407,OCoLC,x,-,,,left_only
4ACCBF18-ED8B-463C-92A5-D1B9C91B79CD,037,b118056128,ocn861602593,OCoLC,x,-,,,left_only
F5A82773-9E92-4854-B90B-67364C22D896,037,b118056256,ocn829681416,OCoLC,x,-,,,left_only
04618358-9560-408F-B80F-707BFFE3DE9F,037,b118056268,ocn829025668,OCoLC,x,-,,,left_only
6EA796C8-1055-4DBC-BDDA-722B3395A9BD,037,b118056311,ocn861510111,OCoLC,x,-,,,left_only
D0264A8F-70FB-4FED-8538-7DAE205FB010,037,b118056554,ocn867848603,OCoLC,x,-,,,left_only
DB7A98B9-3128-4107-A98C-ED84E6BC5362,037,b118056566,ocn829025572,OCoLC,x,-,,,left_only
20312B4E-51E0-45F1-8DE1-9B4D47B81E9D,037,b118089080,ocn881814195,OCoLC,z,-,,,left_only
0E19A881-C419-4E8F-8FED-5DF35FA0A313,037,b118094798,ocn874903123,OCoLC,x,-,,,left_only
9BCF5A38-07B6-4B5D-B68A-F911E51A286E,037,b118094981,ocn881684013,OCoLC,x,-,,,left_only
B4849FF8-D38F-43BE-9A3F-9C6287D7C847,037,b118095079,ocn883126782,OCoLC,x,-,,,left_only
855EF77C-7419-4664-81F3-71636F9B01EC,037,b118095729,ocn882258229,OCoLC,x,-,,,left_only
766F68AC-1607-40B9-99E5-4FC6917C787D,037,b118096126,ocn747412496,OCoLC,x,-,,,left_only
031D5046-2665-4731-8A34-10D24B885B60,037,b118096217,ocn750174722,OCoLC,x,-,,,left_only
9DC159A9-EC54-4708-A06D-E2801A0ABFC0,037,b118096266,ocn748286669,OCoLC,x,-,,,left_only
12B8EACE-5BE5-4181-9CAF-1B54D890F62A,037,b118096333,ocn759836341,OCoLC,x,-,,,left_only
BD196908-9B77-4220-98A8-FF60C46869E9,037,b118096515,ocn864436852,OCoLC,x,-,,,left_only
F056C3E7-F8A9-4357-8E1A-3EDF790FC50D,037,b118096540,ocn861786941,OCoLC,x,-,,,left_only
215195D7-CC45-40E3-A441-D7E07517D2C6,037,b118096576,ocn867848602,OCoLC,x,-,,,left_only
A8BD7EE9-EC30-4102-A6BF-E1A25DC23081,037,b118096643,ocn881284218,OCoLC,x,-,,,left_only
32CBEC16-5A0A-4D26-A01B-D3CE9E077FC9,037,b118096680,ocn870304965,OCoLC,x,-,,,left_only
A2D93556-2801-4D90-B7C2-32406FE572C0,037,b118096734,ocn861522293,OCoLC,x,-,,,left_only
07ED743A-1C0F-4EB5-81BA-F48E7FA95A06,037,b118096758,ocn865171151,OCoLC,x,-,,,left_only
1A62914D-643F-404B-8762-460A5634F3EA,037,b118096801,ocn164605251,OCoLC,x,-,,,left_only
794B541C-28A4-47DC-AECC-2041543BD996,037,b118096874,ocn645939966,OCoLC,x,-,,,left_only
0852F3CA-6372-46A4-ABDB-D296D5BE23BA,037,b118096916,ocn864433442,OCoLC,x,-,,,left_only
BA9ACB4C-DC85-4F03-BD2A-40F475F793EB,037,b118097076,ocn864433415,OCoLC,x,-,,,left_only
7ED0A741-227E-4934-8207-E5726E5902C5,037,b118097131,ocn857716241,OCoLC,x,-,,,left_only
C21C554C-4859-4656-B103-5693E2682C7B,037,b118097143,ocn818795849,OCoLC,x,-,,,left_only
155D304C-BB54-49EE-8086-5D69BA5AE5C9,037,b118097246,ocn865099350,OCoLC,x,n,,,left_only
2AB65681-2BC7-4528-8392-7055C1EE3D90,037,b11809726x,ocn864433439,OCoLC,x,-,,,left_only
4323C732-DEE7-47F2-B99A-DAD0730E39F3,037,b118097386,ocn877981919,OCoLC,x,-,,,left_only
66229D66-13E8-4E13-AA29-CF7D10EBE8EB,037,b118097416,ocn829930266,OCoLC,x,-,,,left_only
77C20F4D-64F0-4707-B9BB-761A9795F776,037,b118097489,ocn884336662,OCoLC,x,-,,,left_only
6A6BBC3D-32C3-47F5-872F-DC70CBA2BA0F,037,b11809774x,ocn877888740,OCoLC,x,-,,,left_only
AE078E0F-92F9-43F3-8E1C-8FAB4E520305,037,b118097763,ocn868661673,OCoLC,x,-,,,left_only
BD3D7D14-F59E-47BA-B177-C752F4F81A5F,037,b118097891,ocn867848678,OCoLC,x,-,,,left_only
6A4FC668-5D4B-4F86-B6C1-4C20D1B931ED,037,b118097957,ocn877887464,OCoLC,x,-,,,left_only
125DA3E2-90FC-4718-B3E8-569D7C0CB924,037,b118098202,ocn433076133,OCoLC,x,-,,,left_only
60F488A2-42B2-4B79-9EBB-A75BC4B66C0F,037,b118098263,ocm86090805,OCoLC,x,-,,,left_only
CF375A72-687C-47FF-B866-B79AC9E819D9,037,b118098305,ocn884338877,OCoLC,x,-,,,left_only
D6EF0E57-E902-43DD-9FEC-240013F48095,037,b11809855x,ocn877887466,OCoLC,x,-,,,left_only
174B54AA-778F-4790-ACF7-2EFDE0C91DEE,037,b118098597,ocn847990606,OCoLC,x,-,,,left_only
83E295E9-FC89-41CC-A111-8B0C71EF1975,037,b118102175,ocn878702812,OCoLC,x,-,,,left_only
AE6A9E0F-42A2-4DB1-974E-F4C974C5B2F0,037,b118102205,ocn872646405,OCoLC,x,-,,,left_only
170A734B-08EF-4196-97C6-282ABC5078CA,037,b118102217,ocn872646465,OCoLC,x,-,,,left_only
1E7A7104-A130-427B-9669-E5DFF85E8C3F,037,b118102230,ocn872646472,OCoLC,x,-,,,left_only
629AE382-5BD3-42D5-9D41-15BEF245E0D8,037,b118102254,ocn878702657,OCoLC,x,-,,,left_only
9B94D1B1-F469-472E-8721-0D05721408AE,037,b118102357,ocn877887529,OCoLC,x,-,,,left_only
35583647-F96F-4C25-BF45-6E89D51D36B9,037,b118102473,ocn680281062,OCoLC,x,-,,,left_only
A48CA3E4-699A-47E0-95BC-A04AD6392471,037,b118102679,ocn444694754,OCoLC,x,-,,,left_only
2C5020BA-1BE8-4C6E-A69A-721331289E0F,037,b118103052,ocn877894684,OCoLC,x,-,,,left_only
6C9312F9-0C5B-4D59-A722-7409D824F94E,037,b118103660,ocn322513308,OCoLC,x,-,,,left_only
F258DB98-560C-4852-8B14-1B3DB96A64F2,037,b118104755,ocn883301647,OCoLC,x,-,,,left_only
024F6834-C35B-4B2E-8B2B-F3AD37471AB2,037,b118105231,ocn877898776,OCoLC,x,-,,,left_only
0D91B1AD-CDAB-49B0-93B3-908ACB50E527,037,b118105632,ocn877986581,OCoLC,x,-,,,left_only
4418FCF2-01FD-4A85-A5FD-F91ABBED3E59,037,b118105723,ocn123992817,OCoLC,x,-,,,left_only
315CD909-896D-4F8E-8BAE-73B4906A1C6C,037,b118106065,ocn817126526,OCoLC,x,-,,,left_only
1279A275-F7B8-4EF7-A5FF-02AB34F9D23B,037,b118106466,ocn185040542,OCoLC,x,-,,,left_only
7CC60497-5293-45E1-B341-DE5852313C3A,037,b118106624,ocn881681867,OCoLC,x,-,,,left_only
CCC24BD8-F657-45C2-A8AC-B70603B8CE11,037,b118106703,ocn881470710,OCoLC,x,-,,,left_only
EE33B6FF-27CF-4D34-A82A-4FA960537C8A,037,b11810701x,ocn857715487,OCoLC,x,-,,,left_only
54EF95A6-ACD2-47F5-9376-4096C599B81C,037,b118107367,ocn781612890,OCoLC,x,-,,,left_only
9BE9F836-6C88-4B40-919F-924B9904E27B,037,b118118407,ocn881684194,OCoLC,x,-,,,left_only
331BE794-978A-46B7-9D9B-0A58BCCE75BF,037,b118118535,ocn883127202,OCoLC,x,-,,,left_only
7D6F4B1B-B922-4705-81BF-8FB56A7770F2,037,b118118675,ocn882607872,OCoLC,x,-,,,left_only
306F5393-33D7-4F7E-A599-649590FFCC84,037,b118118882,ocn883386467,OCoLC,x,-,,,left_only
6D46B234-1AF3-4DC3-BCF7-F0B2F21C6849,037,b118118985,ocn884334170,OCoLC,x,-,,,left_only
9B74D437-D58C-4D32-BCDE-BC17BC634495,037,b118118997,ocn883260585,OCoLC,x,-,,,left_only
F64EA415-A98C-4C82-9E08-8313B62F2981,037,b118119308,ocn883386548,OCoLC,x,-,,,left_only
933BDFC1-316A-43C6-AB2D-C36E6EE40C01,037,b118120074,ocn877888251,OCoLC,x,-,,,left_only
75897EE9-AE8E-4640-AA68-3AAE864677AC,037,b118120852,ocn877893306,OCoLC,x,-,,,left_only
D47C67D0-B6EB-4AB1-A336-16BC44FCDD1A,037,b118121315,ocn880352945,OCoLC,x,-,,,left_only
77BB0821-99AF-4E73-AEF9-3EF1297CDE41,037,b118135065,ocn865095670,OCoLC,x,-,,,left_only
1A6E2913-C031-4C96-A5F5-12E0392DF7F5,037,b118135077,ocn865174067,OCoLC,x,-,,,left_only
0C7106EF-EBDD-44F4-B032-DE884BBE63A8,037,b118135144,ocn865015124,OCoLC,x,-,,,left_only
0C1D90F7-E5F5-492C-81DB-2E1D719747C3,037,b118135259,ocn865099912,OCoLC,x,-,,,left_only
24AC7581-4800-4A04-8D97-BAD938FE6739,037,b118135260,ocn865102307,OCoLC,x,-,,,left_only
72CE3652-19E5-40B5-81A2-4B36D2386F57,037,b118135272,ocn872597226,OCoLC,x,-,,,left_only
A92C869E-77CB-4C2E-BD10-B5C381C927FD,037,b118135296,ocn865097067,OCoLC,x,-,,,left_only
B2F0EC28-3BA8-43CC-8705-C1DE0E87901B,037,b118135302,ocn872599121,OCoLC,x,-,,,left_only
26F4EFAF-8750-4F76-BAE3-0606EA0BF722,037,b11813534x,ocn865093071,OCoLC,x,-,,,left_only
38B81750-02C4-4A16-8FD6-9B5BC2B47C28,037,b118135351,ocn872599671,OCoLC,x,-,,,left_only
9249A863-B8FE-46EA-9A9E-059C38C6372F,037,b118135399,ocn872607522,OCoLC,x,-,,,left_only
95909C65-70C8-483C-A75A-DD798714F572,037,b118135454,ocm50409234,OCoLC,x,n,,,left_only
9E8E5785-C3C9-42B3-9F83-340084B77748,037,b118135466,ocn865102298,OCoLC,x,-,,,left_only
34EE186A-AC16-4238-8EFA-34D604E8CD0D,037,b118135508,ocn872608113,OCoLC,x,n,,,left_only
6032F8C2-CD0C-4CDA-B8B0-3908C31DAEDD,037,b118135521,ocn865096664,OCoLC,x,-,,,left_only
822A90CA-924E-483A-A638-1D6B0F30D281,037,b118135533,ocn865173207,OCoLC,x,-,,,left_only
F255FB9E-C224-4B42-BD24-458DCF7C6CDF,037,b118135557,ocn872597198,OCoLC,x,-,,,left_only
511BC465-173B-4F62-A80F-9068B7491AF9,037,b118135582,ocn872601048,OCoLC,x,-,,,left_only
6113B6E1-A2D0-4517-BB24-99B6A96F9ABA,037,b118135624,ocn872597177,OCoLC,x,-,,,left_only
DBF252F5-9A4B-4EE4-B5CB-084D135B9B38,037,b118135636,ocn872598846,OCoLC,x,n,,,left_only
B0DCE0CA-8AA6-48BD-8F03-63A41A3F9A6A,037,b118135727,ocn879610229,OCoLC,x,-,,,left_only
9E613CA0-8929-4C9F-9A94-68635B37E63F,037,b118135752,ocn879610246,OCoLC,x,-,,,left_only
D8E9A417-34BA-442F-A400-4E5104199C78,037,b118135958,ocn881840515,OCoLC,x,-,,,left_only
64C6A1DD-C775-4569-8FA3-903EE55BB929,037,b118135971,ocn881468909,OCoLC,x,-,,,left_only
E8E716C8-0001-40B2-B3F2-572CC9FF91FB,037,b118135983,ocn874959427,OCoLC,x,-,,,left_only
7E807572-2698-4550-B06C-18A4E2850BD8,037,b118135995,ocn881468908,OCoLC,x,-,,,left_only
E90C9748-71B2-47C5-A1A3-5D1F70DA7FE6,037,b118136008,ocn881468907,OCoLC,x,-,,,left_only
D522E0C6-8904-4300-BDA8-2B51213B5BE2,037,b118136021,ocn874960867,OCoLC,x,-,,,left_only
788684F9-5761-4B94-B2DB-77962150428A,037,b118136033,ocn874959446,OCoLC,x,-,,,left_only
435AE0B0-F6F5-41C9-BCAC-AF4FF5A4281D,037,b118136331,ocn884548060,OCoLC,x,-,,,left_only
4BF4C088-BC18-4B83-B3F6-32E3E497E08E,037,b118136501,ocn880574309,OCoLC,x,n,,,left_only
09DEC9F1-16A4-441A-92C0-B161AFF51794,037,b118136756,ocn877986582,OCoLC,x,-,,,left_only
0BC0714E-B348-4DA0-9F32-CF476BE2BDB6,037,b118136835,ocn881020583,OCoLC,x,-,,,left_only
C365A9E2-22EE-410A-BEE1-104F55F07728,037,b118136987,ocn887808649,OCoLC,x,-,,,left_only
44B95002-D8B2-4205-BA1D-267F4F5E5F68,037,b118137098,ocn888185181,OCoLC,x,-,,,left_only
645C6803-6225-489C-93A8-F5F3A59C3B28,037,b118137177,ocn872608488,OCoLC,x,n,,,left_only
09595146-4852-44C8-870E-576B7BE21D09,037,b118137232,ocn887289682,OCoLC,x,-,,,left_only
EFB91BCB-1394-4C06-91EE-2206F7B77253,037,b118137293,ocn886579538,OCoLC,x,-,,,left_only
6415AACE-15D5-4D4D-8739-80BC65BD13B3,037,b118137323,ocn864437568,OCoLC,x,-,,,left_only
2C9E2DAA-AA72-4497-9BD4-74B9CA4B2E9A,037,b118137426,ocn886579308,OCoLC,x,-,,,left_only
E00E9E0D-E13F-4E3B-9A01-57E05FA31D53,037,b118137487,ocn237200398,OCoLC,x,-,,,left_only
FF07B445-4E03-4CC0-BB8F-8C27B60298CB,037,b118137633,ocn886577815,OCoLC,x,-,,,left_only
073078D1-FE24-4B4B-8D54-00272E65371C,037,b118137645,ocn234313101,OCoLC,x,-,,,left_only
8CEFED74-542C-4210-89FB-7009B9E0BFC8,037,b118137748,ocn886580239,OCoLC,x,-,,,left_only
9AAD3A56-5312-40A2-A544-9E45174A813E,037,b118137761,ocn886584127,OCoLC,x,-,,,left_only
C01B9BEA-C643-4D2F-99D3-C801A090D73B,037,b118137773,ocm52941759,OCoLC,x,-,,,left_only
E08D601B-23B8-4FA7-B588-165906F205F6,037,b118137827,ocn877888150,OCoLC,x,-,,,left_only
6462DB74-A3DD-4F8F-B84D-90BEA51E0887,037,b118137943,ocn880355079,OCoLC,x,-,,,left_only
902C5700-F39E-41C6-BB76-D653DA344219,037,b118137955,ocn861516820,OCoLC,x,-,,,left_only
13E6C973-EC16-4952-A5FB-29B6E0160B2E,037,b118138029,ocn861610963,OCoLC,x,-,,,left_only
EA9CBEC7-D0B5-4E22-91DE-379F938EDA7B,037,b118138121,ocn884338807,OCoLC,x,-,,,left_only
1E20060C-1420-4A70-A49C-4F54048D29DC,037,b118138145,ocn886578796,OCoLC,x,-,,,left_only
345495D9-8C58-4360-958C-B82BB3019F0C,037,b118162810,ocn180609136,OCoLC,x,-,,,left_only
243E76D9-B772-4720-9A06-E7C1AA080ACF,037,b11816322x,ocn213483030,OCoLC,x,-,,,left_only
22969A68-0AFA-4855-AE9C-98CE5398F477,037,b118164600,ocn726828732,OCoLC,x,-,,,left_only
DD140662-D4B5-4A00-B4FB-5E4CA8E464A4,037,b118164922,ocn873818315,OCoLC,x,-,,,left_only
73617ADA-909B-424C-BF6F-6C6C543B44E0,037,b118165379,ocn824701391,OCoLC,x,-,,,left_only
1BA29CDC-EC25-4F84-A216-E9388E8E42BE,037,b118166426,ocn870592175,OCoLC,x,-,,,left_only
D2A2803C-7EE6-45EA-A773-3D54A01425E1,037,b118166864,ocn869879963,OCoLC,x,-,,,left_only
7760CCA6-E0F1-4EA6-90B9-1FDF5FD72CB6,037,b11816823x,ocn875276253,OCoLC,x,-,,,left_only
7F2ADA7F-B1FA-4509-8C4B-0DF18DCE4046,037,b118168885,ocn297233802,OCoLC,x,-,,,left_only
5AB09A94-F420-48A0-8717-8996E60ADE49,037,b118169464,ocn785575408,OCoLC,x,-,,,left_only
9D908098-7051-40A5-9748-78457DCE8D74,037,b118169762,ocn865099478,OCoLC,x,-,,,left_only
6D7F4FD4-9ACA-4FCC-8BF6-9CE7AAF78EEA,037,b118169786,ocn864414325,OCoLC,x,-,,,left_only
5126AFAE-1DF0-4A77-8097-9C3E3E668BB7,037,b118170090,ocn432710016,OCoLC,x,-,,,left_only
5E66BA78-315B-4EF5-96EF-C18BBE60AE74,037,b118170417,ocn864414528,OCoLC,x,-,,,left_only
B4CED0B2-F348-49FF-9897-8A1BEF3738B7,037,b118170946,ocn864414324,OCoLC,x,-,,,left_only
491516C0-7739-43DC-A5DE-99541016FA0E,037,b118172542,ocn864414326,OCoLC,x,-,,,left_only
35EE1FD0-CACA-4006-AB5A-C8D59874BD74,037,b118173200,ocn834582262,OCoLC,x,-,,,left_only
9D6B0D0C-75B6-44E1-B29A-6E1162BA96F2,037,b118173650,ocn875275524,OCoLC,x,-,,,left_only
1C2BE9A0-041A-4830-993F-97E566589F38,037,b118173807,ocn806484768,OCoLC,x,-,,,left_only
9257122C-1089-410C-B1A1-15ECF54516C3,037,b118175233,ocn434006503,OCoLC,x,-,,,left_only
0A5D31A1-751C-49E7-B4C7-5BAA6F57B7E3,037,b118175713,ocn865104188,OCoLC,x,-,,,left_only
7732136E-34BD-44D2-B4AC-3D522827F88B,037,b11817583x,ocn876038935,OCoLC,x,-,,,left_only
CDB3ED65-C34B-4290-A9A8-34445DC17D46,037,b118176195,ocn873818288,OCoLC,x,-,,,left_only
DB90B357-0CE8-43FB-9F5F-51AA8C3CAE45,037,b118176481,ocn874903688,OCoLC,x,-,,,left_only
77A794AC-0328-4AAE-9D57-BB79CF4A39DE,037,b118176493,ocn869879928,OCoLC,x,-,,,left_only
665EC765-F855-4B00-99D3-158357839CA6,037,b118177710,ocn870136658,OCoLC,x,-,,,left_only
3172916E-9A1C-4054-9E48-92EF9E561C06,037,b118177795,ocn871068485,OCoLC,x,-,,,left_only
DB7A5C56-F55D-4DE2-ACBF-7B32CA467DEB,037,b118178349,ocn864414328,OCoLC,x,-,,,left_only
6EA6DF88-1448-4865-882B-95FB2F478369,037,b118178684,ocn869300990,OCoLC,x,-,,,left_only
781F10BC-69F0-4AD0-9552-DC378AE517CC,037,b118179032,ocn869305793,OCoLC,x,-,,,left_only
D5C1AA2E-39EE-480D-8A5D-99C0B58C3B4A,037,b118179172,ocn874903690,OCoLC,x,-,,,left_only
361C0394-1FFF-4A5B-BA95-BFDEB6915728,037,b118179603,ocn857803021,OCoLC,x,-,,,left_only
6DE5DBE8-EF04-4B16-A3D7-357254765C4A,037,b118180228,ocn871319729,OCoLC,x,-,,,left_only
50DD8493-9AE4-4BB2-A540-DF336320BFDE,037,b118180538,ocn870597419,OCoLC,x,-,,,left_only
74B6236A-0064-4488-B02A-CA99D19647C6,037,b118180782,ocn867716759,OCoLC,x,-,,,left_only
F9EC9B3C-2A2A-417B-AA3E-6C2A9B7BC815,037,b11818118x,ocn857800021,OCoLC,x,-,,,left_only
EA6F9D4F-7000-4B2F-A9AB-10C64435E58F,037,b118182122,ocn874903682,OCoLC,x,-,,,left_only
B97247D5-BBB4-4A3C-9F9B-C2B00F275613,037,b118182705,ocn435542538,OCoLC,x,-,,,left_only
1923AC02-E07B-4909-B062-A905D1084E45,037,b118182730,ocn682925329,OCoLC,x,-,,,left_only
8D895119-F0B2-4567-BC48-FF01F4F18408,037,b118183047,ocn865104171,OCoLC,x,n,,,left_only
D6C2DF0B-0A28-416C-9B96-A405E48C6146,037,b118183205,ocn228877493,OCoLC,x,-,,,left_only
E1722097-EE28-4CEE-A3B9-D78839B73DE7,037,b118183448,ocn861520017,OCoLC,x,-,,,left_only
8CF632ED-9B66-4B14-8BB8-4E6CECFEE128,037,b118183497,ocn809669742,OCoLC,x,-,,,left_only
09D60827-DD48-4BD4-9785-649143F55EF0,037,b118185469,ocn865473896,OCoLC,x,-,,,left_only
BDF81AC1-CA40-4FE5-BCE9-54AE9E048058,037,b118185780,ocn857800019,OCoLC,x,-,,,left_only
8CCFF02E-FF94-4689-BA3F-93A9B79CF0BD,037,b118185810,ocn808482740,OCoLC,x,-,,,left_only
363E935A-0B51-4C92-A8B2-632EC8BF8DAA,037,b118186371,ocn437268044,OCoLC,x,-,,,left_only
E93BFB97-51FC-43EC-B855-9EC832B48EEC,037,b118186395,ocn867716994,OCoLC,x,-,,,left_only
215104D8-42E5-4537-8462-EC25D4538D68,037,b118187983,ocn806484768,OCoLC,x,-,,,left_only
4FEC74AC-FEB2-484B-ABB9-A5B4F9342C63,037,b118188215,ocn864822176,OCoLC,x,-,,,left_only
FF6E0055-E637-402F-A248-31D7C6BF2301,037,b118188586,ocn866442149,OCoLC,x,-,,,left_only
DAD3900A-1CCA-4A53-A298-397BB02642C6,037,b11818894x,ocn857800225,OCoLC,x,-,,,left_only
86EED0F2-6FD3-4A94-A11D-1B803755631F,037,b118189190,ocn867714517,OCoLC,x,-,,,left_only
C7CB9ACC-5836-45CF-90EC-FED23A4B9C7F,037,b118189852,ocn857800020,OCoLC,x,-,,,left_only
8C73EE39-3D10-4BA9-B807-91782A01BB12,037,b118190180,ocn842297065,OCoLC,x,-,,,left_only
883CD10C-164A-4AE7-96D9-C674ABF4ED84,037,b118190702,ocn180720930,OCoLC,x,-,,,left_only
A5D3D95A-7B56-4464-BC61-6F4C6235D9E4,037,b118191408,ocn727648887,OCoLC,x,-,,,left_only
ACDE2190-E0B8-4580-A85A-31148EDF6A02,037,b118191445,ocn185058904,OCoLC,x,-,,,left_only
037A3CC0-756D-4455-BA4C-07EB7C45F7E1,url,b118191834,ocn869382317,OCoLC,x,-,,,left_only
291FFE78-B231-4F61-960E-80B2E278D21C,037,b118192012,ocn857800222,OCoLC,x,-,,,left_only
727AF6FE-EEAB-44BC-8892-85FBC3075A81,037,b118192450,ocn865330993,OCoLC,x,-,,,left_only
2D2CCF06-DD5B-4EA9-9C8E-DCCA364D2199,037,b118192474,ocn870141985,OCoLC,x,-,,,left_only
25ECD324-9AC8-42BA-8C90-EF384622489B,037,b118192498,ocn874903766,OCoLC,x,-,,,left_only
BD8CC1DA-F6EA-4B53-ACB9-11CDBE16AE9E,037,b118193296,ocn877984941,OCoLC,x,-,,,left_only
D9CD071A-E60C-466A-925A-05B1AE35BC34,037,b11819334x,ocn881277658,OCoLC,x,-,,,left_only
FE08253F-860B-4CCA-A3AE-9321F9212A1C,037,b118193466,ocn881277814,OCoLC,x,-,,,left_only
FE3139CE-CD1E-4A59-B083-CE20C38C073E,037,b118193478,ocn881469154,OCoLC,x,-,,,left_only
3102262E-D110-46E1-86C1-6CE410300F58,037,b118193582,ocn861603504,OCoLC,x,-,,,left_only
36002147-22AB-48FE-92D6-B180F85068F9,037,b118193624,ocn852688958,OCoLC,x,-,,,left_only
800A2FBC-E028-4EFF-97CF-7B57F78D1B9F,037,b118193739,ocn881469186,OCoLC,x,-,,,left_only
80563E55-EDA6-46D9-A671-CACFD7133773,037,b118193740,ocn881279238,OCoLC,x,-,,,left_only
9B6A0FE3-574E-4F13-85A8-D6B47129D3E1,037,b11819379x,ocn881283152,OCoLC,x,-,,,left_only
9C5CAA05-84AD-49E4-A270-07C1177C2EA3,037,b118193806,ocn877078066,OCoLC,x,-,,,left_only
A1D88C3F-5B40-416A-ADDB-465D0663A088,037,b11819382x,ocn881277559,OCoLC,x,-,,,left_only
3E46AAAB-4806-4B57-9704-18AFBE112B8C,037,b118194239,ocn881471099,OCoLC,x,-,,,left_only
42BEE639-3EA3-4822-B347-860F8452935B,037,b118194240,ocn881283866,OCoLC,x,-,,,left_only
5E000809-1737-44F2-BE6D-AC0E03A0965A,037,b11819429x,ocn881471118,OCoLC,x,-,,,left_only
806545C7-07A1-484D-B7B1-889CFD81CA8D,037,b118194379,ocn872602216,OCoLC,x,n,,,left_only
D46565AE-65D7-4758-B32F-8D60928375CC,037,b118194665,ocn881469167,OCoLC,x,n,,,left_only
EA2F25CB-3E37-45BE-9661-0BE1CBEE3B6E,037,b118194720,ocn881471050,OCoLC,x,-,,,left_only
3928DD62-B21F-4100-AAE7-3955C5032A86,037,b11819494x,ocn881469010,OCoLC,x,n,,,left_only
7C109B4B-9AC7-4671-9924-71C949C30C57,037,b118195098,ocn881283948,OCoLC,x,-,,,left_only
868349C2-E607-424A-9C22-1CE76D17ED1E,037,b118195153,ocn881469172,OCoLC,x,-,,,left_only
9974AE49-156F-402B-A9A6-574F435FC21C,037,b118195189,ocn881282630,OCoLC,x,-,,,left_only
AAA288FB-1B4A-4B59-AB38-E00209EF17EC,037,b118195220,ocn881469194,OCoLC,x,-,,,left_only
166C4C0C-4EC9-4877-B60F-4B0AFB4BC572,037,b118195451,ocn881283393,OCoLC,x,-,,,left_only
1681AAFF-1595-4971-B0AE-A71256D58352,037,b118195463,ocn881468870,OCoLC,x,-,,,left_only
4B3AB93F-993B-4116-A2DA-A98EE152433B,037,b118195608,ocn881281279,OCoLC,x,-,,,left_only
625EC92C-6A6C-48DD-9D36-1EC8FBAA4290,037,b118195670,ocn871350141,OCoLC,x,-,,,left_only
7F8CED39-1446-4B16-A9A3-1FFFECB4438A,037,b118195748,ocn887802530,OCoLC,x,-,,,left_only
8D391371-CD94-4B59-A95B-556A687EABA9,037,b118195761,ocn881469184,OCoLC,x,-,,,left_only
A5823992-A833-406A-8702-B5195EA068D3,037,b118195803,ocn881277663,OCoLC,x,-,,,left_only
B383631A-7C94-4D0B-8D9D-A8768AB02FFE,037,b118195852,ocn880825327,OCoLC,x,-,,,left_only
B60AF366-C30E-4A97-9195-883EC24506ED,037,b118195864,ocn881277762,OCoLC,x,-,,,left_only
C5416737-9490-4C8E-A6B1-ECE87AFBE647,037,b118195906,ocn881471111,OCoLC,x,-,,,left_only
68A627CF-D6EA-49DF-B7CD-FAD350CFF841,037,b118196273,ocn881283380,OCoLC,x,-,,,left_only
A1BB4AF4-8D62-4FE0-A4B6-92A51F81526C,037,b118196480,ocn867141059,OCoLC,x,-,,,left_only
E20F9040-2794-4E5C-9AB6-D67BACEFB9C4,037,b118196704,ocn877895394,OCoLC,x,-,,,left_only
E610DD78-A9B0-44D3-A13E-09E0C3E248F8,037,b118196716,ocn881470998,OCoLC,x,-,,,left_only
F12414EF-FDE2-4FE7-8E45-4D6CA1646392,037,b118196777,ocn877900498,OCoLC,x,-,,,left_only
31B21ACC-08B1-4FAF-9209-20961B7EC53D,037,b118197009,ocn880926711,OCoLC,x,-,,,left_only
750B38EB-713B-4D0D-AA2C-80746A0F9EF9,037,b118197253,ocn881277818,OCoLC,x,-,,,left_only
C2958F09-5F5A-4DC5-9DA4-061FE7343D3D,037,b118197435,ocn880894725,OCoLC,x,-,,,left_only
