overdriveNo,overdriveNoSrc,bibNo,sierraControlNo,sierraControlNoSrc,sierraFormat_int,sierra_status,overdriveControlNo,sierraFormat_ext,_merge
BF718033-32DA-4BC7-BA11-6FF804725131,037,b119209184,ocn916061227,OCoLC,x,-,,,left_only
32EB208F-783F-419B-BDC5-964BFD04F93C,037,b119209196,ocn916064096,OCoLC,x,-,,,left_only
12FF967B-A5C2-4AD6-828B-E55584962D45,037,b119209202,ocn916067034,OCoLC,x,-,,,left_only
7D45EB5F-80EA-4234-BF76-13B3F8A676C0,037,b119209214,ocn916074940,OCoLC,x,-,,,left_only
FABEEA9C-407F-4859-BD92-15D489F419BA,037,b119209238,ocn917610778,OCoLC,x,-,,,left_only
1A1C3326-1DCE-4468-9EE3-453C5A33634F,037,b119209263,ocn918302211,OCoLC,x,-,,,left_only
71EC1DEA-107D-4B48-A216-C3DD9A6CD944,037,b119209275,ocn918311734,OCoLC,x,-,,,left_only
E8CE92B0-9A32-47AA-9CA7-BB8547E6224E,037,b119209317,ocn922930437,OCoLC,x,-,,,left_only
D447D7B9-F583-4046-98B4-83F27AEBEEDA,037,b11920955x,ocn829028525,OCoLC,x,-,,,left_only
8D4F2E37-C322-412C-AC95-6BF35DC632CA,037,b119209688,ocn863499445,OCoLC,x,-,,,left_only
CD859E16-4381-4ED6-9CC3-DFB4660D2C34,037,b119209871,ocn904441399,OCoLC,x,-,,,left_only
8015F77B-0427-4B1B-ACFF-DAB3B12C19C7,037,b119209883,ocn857776968,OCoLC,x,-,,,left_only
47BB7F54-B36E-4C93-92F7-DB3092C54BA1,037,b119209895,ocn857777242,OCoLC,x,-,,,left_only
0C9FF710-9927-4748-B69B-4D47FB664B84,037,b119209901,ocn857777185,OCoLC,x,-,,,left_only
50399EF7-48C8-439F-A15D-3E3E099A1FD3,037,b119210022,ocn913576134,OCoLC,x,-,,,left_only
93A27904-8AD5-445E-AB62-C0C900BBEAD9,037,b119210034,ocn913788156,OCoLC,x,-,,,left_only
D1ED87D6-8CC9-4443-B604-9D788E379A2F,037,b11921006x,ocn915994433,OCoLC,x,-,,,left_only
C7AA5AD0-4C72-46F3-AD92-B85C0F3A182C,037,b119210071,ocn916046112,OCoLC,x,-,,,left_only
C06CAE53-E823-479E-969C-08E5B0E5A9C8,037,b119210083,ocn916059084,OCoLC,x,-,,,left_only
79834238-1087-42DE-A49D-DF1F5A7B6B03,037,b119219347,ocn923840326,OCoLC,x,-,,,left_only
96977E41-F4E0-41C6-BD2C-1A7FA26A5A98,037,b119219426,ocn930874783,OCoLC,x,-,,,left_only
B0F3739F-41CD-42D8-8088-573F47F71686,037,b119219463,ocn930648136,OCoLC,x,-,,,left_only
3FAAB6B5-F97C-493E-93A9-B83A34090404,037,b119219475,ocn930648185,OCoLC,x,-,,,left_only
B3D3A7F4-A6C4-40FE-A890-9A160C9140C3,037,b119219487,ocn930648187,OCoLC,x,-,,,left_only
256801B4-76E9-4092-A546-610CD261BF59,037,b119219499,ocn930648188,OCoLC,x,-,,,left_only
055873ED-A41D-4437-998C-50EDEB625A79,037,b119219530,ocn931690067,OCoLC,x,-,,,left_only
944B666D-0999-4550-A46D-EB9A644C2CDE,037,b119219542,ocn931690101,OCoLC,x,-,,,left_only
E277BDF9-A7EC-493D-AE62-899FDCAE7540,037,b119219827,ocn932074039,OCoLC,x,-,,,left_only
0E3BF0CE-FE46-4536-8F2A-D2F57E3B2E43,037,b119220076,ocn926926817,OCoLC,x,-,,,left_only
B72FEFF3-6286-4B24-9B05-0869A36C1BF6,037,b119220131,ocn893654608,OCoLC,x,-,,,left_only
4A851A53-36C3-437A-ADFF-ED6977FF60C0,037,b119220179,ocn927397751,OCoLC,x,-,,,left_only
0964D13E-C80A-4AE7-A593-1242077FC2A6,037,b119220386,ocn932012138,OCoLC,x,-,,,left_only
50ABCB44-68E2-400D-9B3F-1B7DA6F727CD,037,b119220489,ocn932507698,OCoLC,x,-,,,left_only
2B412C5E-2183-4E4D-84F5-4FE02322A6E7,037,b119220490,ocn865102813,OCoLC,x,-,,,left_only
4DE5EEFB-35C2-409B-B895-6056A681C0CA,037,b119220519,ocn904025317,OCoLC,x,-,,,left_only
3EFD459B-3E8E-4865-841E-9664C240DE54,037,b119220556,ocn930036274,OCoLC,x,-,,,left_only
81D6D20C-FAC2-45E6-9F75-9DF497ED9153,037,b119220647,ocn922350998,OCoLC,x,-,,,left_only
D4583F18-8BA1-45AF-B919-75D849256A49,037,b119220945,ocn925524259,OCoLC,x,-,,,left_only
4CD24C39-4222-43E6-9B92-A378157A86BD,037,b119221020,ocn753969002,OCoLC,x,-,,,left_only
BC9CFE25-5552-423C-B11B-5A84F26A5C7D,037,b119221044,ocn841333971,OCoLC,x,-,,,left_only
16FE7671-064C-4E2E-9A0A-AC1306294F22,037,b119221056,ocn841333986,OCoLC,x,-,,,left_only
D79ED6F9-E7F2-4130-A623-BF631DFE2BB6,037,b11922107x,ocn841334005,OCoLC,x,-,,,left_only
EC726484-0DA9-4021-8BC4-989ADDBAB3C1,037,b119221081,ocn859325597,OCoLC,x,-,,,left_only
0F2B7A93-9AA7-4329-B744-C0B222A83538,037,b119221093,ocn860833479,OCoLC,x,-,,,left_only
417FF509-58B5-49C0-B0A0-E039FAB82A1A,037,b11922110x,ocn860833523,OCoLC,x,-,,,left_only
4AE4CDB9-11D5-404B-83F9-F0900905A6CF,037,b119221111,ocn860833528,OCoLC,x,-,,,left_only
06D01A6E-DAEE-4403-B408-3D69248745A9,037,b119221123,ocn863218434,OCoLC,x,-,,,left_only
ADA2510B-67FE-4324-B2A9-C3DCF2F9E600,037,b119221688,ocn933525894,OCoLC,x,-,,,left_only
6CA372B8-8BE2-4821-91C8-6E95EE0C74C8,037,b11922169x,ocn933525900,OCoLC,x,-,,,left_only
06FEE8F2-DA83-4590-A555-229034009EDF,037,b11922172x,ocn933525931,OCoLC,x,-,,,left_only
FEB6E173-F523-4717-BECE-2020BABCBBA9,037,b119221780,ocn933526045,OCoLC,x,-,,,left_only
1F95D218-CB6D-41FE-AB72-B977BBED46F3,037,b119221901,ocn869820704,OCoLC,x,-,,,left_only
45CF1E19-AD68-4C24-90C1-048EE088CFF2,037,b119222000,ocn933733189,OCoLC,x,-,,,left_only
EEAC0D0E-2910-4519-9785-20AEDDC905B2,037,b119222012,ocn933733312,OCoLC,x,-,,,left_only
659AEA93-F289-46E2-A8CD-A5204EAA8329,037,b119222115,ocn920679836,OCoLC,x,-,,,left_only
CC0C23A9-5D75-4F0C-96E9-C9DEB8C22136,037,b11922219x,ocn933841119,OCoLC,x,-,,,left_only
093D3596-C825-47ED-A651-8C85749B280B,037,b119222231,ocn933843168,OCoLC,x,-,,,left_only
0448B0E5-745D-48C1-9B62-8E35D7E486D3,037,b119227290,ocn930279138,OCoLC,x,-,,,left_only
0DCAA617-0306-40F4-B075-1679DD9AA396,037,b119227423,ocn930648458,OCoLC,x,-,,,left_only
5B0A1664-DF46-40CB-95EA-74285F6F9833,037,b119227551,ocn933526306,OCoLC,x,-,,,left_only
953726DA-D013-457B-8013-966FCAA30DB9,037,b119227678,ocn933728148,OCoLC,x,-,,,left_only
45011D44-FC1A-4D98-AB2E-08C4F20429EE,037,b119227769,ocn933733516,OCoLC,x,-,,,left_only
0DEC5DEF-DF57-4274-A99B-88746616C0BC,037,b119227782,ocn933733675,OCoLC,x,-,,,left_only
2514BD08-2867-4905-96B9-BE1FE30B82AD,037,b119227824,ocn933733722,OCoLC,x,-,,,left_only
8A529FAF-906C-4BEF-9328-ECB41E9CD8AD,037,b119227903,ocn920829815,OCoLC,x,-,,,left_only
55E3B481-50DC-48BE-AEAF-5CCA4A506DAD,037,b119227988,ocn933837845,OCoLC,x,-,,,left_only
2EBC6872-338E-4553-ADB3-6848658A97E1,037,b119228075,ocn698471887,OCoLC,x,-,,,left_only
3D513AB6-7AEA-41B5-80A9-15CE3E617A90,037,b119228154,ocn884744555,OCoLC,x,-,,,left_only
3848D7FA-15DB-43BE-87AF-3F11E28646B5,037,b119228208,ocn905658405,OCoLC,x,-,,,left_only
7A0D558F-9BF3-464E-8A56-22854DB581B3,037,b11922835x,ocn927160326,OCoLC,x,-,,,left_only
14865AD8-A793-4175-8C41-937BA6EC1B93,037,b119228361,ocn929659399,OCoLC,x,-,,,left_only
BC53EB88-AC26-422D-B28B-25EEEE1882B4,037,b119228427,ocn933733556,OCoLC,x,-,,,left_only
8BEDAA0F-5BA8-435A-965D-8EECFBF87D4C,037,b119228609,ocn933733484,OCoLC,x,-,,,left_only
43F0A437-3332-4EF7-98E2-A9C811A05804,037,b119228701,ocn433076332,OCoLC,x,-,,,left_only
13F63FC3-ACB0-4027-BAB7-4E68EBC4ACFA,037,b119228774,ocm53279025,OCoLC,x,-,,,left_only
87B126B2-E9D6-4F43-A08D-5D8CA31EF0A6,037,b119228853,ocn656960750,OCoLC,x,-,,,left_only
0EB2E0EA-3C44-4A23-B0A2-FB31228C5E0B,037,b119228865,ocn656963100,OCoLC,x,-,,,left_only
662DA8D6-0C73-4012-BF40-B8DCCA7AE5CF,037,b119228877,ocn664576991,OCoLC,x,-,,,left_only
0602C726-2D7B-44B1-B573-5C25F9406C8F,037,b119229262,ocn792942718,OCoLC,x,-,,,left_only
B66D43CD-0D2C-4F58-8E71-A715D59CF802,037,b119229432,ocn828953907,OCoLC,x,-,,,left_only
C74F63A7-62ED-4383-A9E7-933329EF8795,037,b119229444,ocn828953924,OCoLC,x,-,,,left_only
19BE402F-F39B-4468-8FB7-A8766BA0F01C,037,b119229456,ocn829024698,OCoLC,x,-,,,left_only
5B236507-4DA5-47C4-89BF-E8670526C025,037,b119229468,ocn829024823,OCoLC,x,-,,,left_only
445F2794-0B11-4AE9-BA93-C32390653C57,037,b11922947x,ocn829311086,OCoLC,x,-,,,left_only
21CA071D-B034-46B7-8492-A8F24C85BFEA,037,b119229481,ocn829322231,OCoLC,x,-,,,left_only
58FB1863-EA55-42F6-BA2D-277582090C66,037,b119229493,ocn829395506,OCoLC,x,-,,,left_only
247A558F-30DC-41D0-BBC0-E7CA4F8ED353,037,b119229717,ocm85162513,OCoLC,x,-,,,left_only
5EC22929-46D4-4085-A312-291FC563899C,037,b119229730,ocn854747930,OCoLC,x,-,,,left_only
AFC5FE36-3DBE-4AEF-B665-4018CEB598BD,037,b119229808,ocn861509950,OCoLC,x,-,,,left_only
953D5EE6-C35F-4AE1-AE80-10D525BAD5CF,037,b119229821,ocn861521716,OCoLC,x,-,,,left_only
2B807139-878F-4BB8-BAE5-62235861368B,037,b119229845,ocn861521874,OCoLC,x,-,,,left_only
DA1065EF-9300-456A-88C8-3A2E681D84C8,037,b119229857,ocn861522062,OCoLC,x,-,,,left_only
466C084E-2A69-4161-B898-1D38E4FAD566,037,b119229869,ocn861606162,OCoLC,x,-,,,left_only
BDFEDF78-1147-47BC-85E7-04A4C3CBF5A6,037,b119229870,ocn861610966,OCoLC,x,-,,,left_only
E1D4239F-F217-4140-B853-4CA9A721E12E,037,b119229882,ocn861615219,OCoLC,x,-,,,left_only
F877D539-4134-4BDE-BBCA-7F4FEE437EA6,037,b119229900,ocn861698720,OCoLC,x,-,,,left_only
CD9C3C78-1E7F-465C-A221-3AE7C84754D8,037,b119229912,ocn861698730,OCoLC,x,-,,,left_only
2BCE2C29-8DF0-4845-95BC-F078065A3A80,037,b119229924,ocn861698814,OCoLC,x,-,,,left_only
51475047-A5A4-4C4C-9031-53E8229819E1,037,b119229936,ocn865171263,OCoLC,x,-,,,left_only
E2A2119D-DC28-40B2-A4E4-F3743A354564,037,b119229948,ocn865171269,OCoLC,x,-,,,left_only
1D07B6DB-8C3B-4FB7-8DA1-4E7F735EAA2E,037,b11922995x,ocn865172447,OCoLC,x,-,,,left_only
21B05CDF-DAF6-4B49-AF79-D88C4664BBF6,037,b119229961,ocn865171103,OCoLC,x,-,,,left_only
296D6CC2-FB6E-49E3-B14A-86B46F700843,037,b119229973,ocn865172324,OCoLC,x,-,,,left_only
3FA78778-08D3-42D4-ACB8-3B84EC84A0BF,037,b119229985,ocn865171147,OCoLC,x,-,,,left_only
A5236FA7-5F22-48BC-9367-88F035BB27CB,037,b119229997,ocn862110618,OCoLC,x,-,,,left_only
D14D8582-601F-445E-BEE8-7BF622DAA03E,037,b119230021,ocn863059450,OCoLC,x,-,,,left_only
FE52FA40-60E4-46D3-B324-61126BE88C52,037,b119230033,ocn863494857,OCoLC,x,-,,,left_only
9C335DDD-15E0-4E59-8101-25740C6F18F0,037,b119230070,ocn864675603,OCoLC,x,-,,,left_only
66296CDC-1157-42BC-A8B1-F313B76F43EA,037,b119230082,ocn864675604,OCoLC,x,-,,,left_only
74C39CE9-FEA6-4C63-A324-3C5C66A7F566,037,b119230094,ocn864675855,OCoLC,x,-,,,left_only
7F036874-78A2-49EC-B178-4095B8D1ACBB,037,b119230100,ocn864675955,OCoLC,x,-,,,left_only
15AD2ABF-24F7-4B92-96BD-C0784988FA7B,037,b119230112,ocn864675956,OCoLC,x,-,,,left_only
A07A33D3-7179-49A6-8479-F6F2016FE900,037,b119230124,ocn864675957,OCoLC,x,-,,,left_only
D9906E7A-FD74-48CF-AE28-B0E6395B9F19,037,b119230148,ocn864676354,OCoLC,x,-,,,left_only
F1B71F03-2B60-47CB-931C-C2C987D38885,037,b11923015x,ocn864676382,OCoLC,x,-,,,left_only
9244428F-FFD1-4941-87A1-B893D4C803F6,037,b119230161,ocn865102289,OCoLC,x,-,,,left_only
474E6DD0-0DE3-443A-9315-47620FADB9EA,037,b119230173,ocn865114315,OCoLC,x,-,,,left_only
31919EBF-6000-40DF-AE36-167A5F7AB5B6,037,b119230185,ocn865114326,OCoLC,x,-,,,left_only
7A91EB71-D519-4B81-934B-52EDD776628D,037,b119230331,ocn876370675,OCoLC,x,-,,,left_only
69E152F8-BD54-4BF8-8C09-44EB38403298,037,b119230355,ocn877894847,OCoLC,x,-,,,left_only
7B8E9387-2986-47AB-8B14-9E9241C016C5,037,b119230458,ocn886571725,OCoLC,x,-,,,left_only
F996E1A1-F438-47CE-8DAE-FF783E7166FA,037,b119230471,ocn887290161,OCoLC,x,-,,,left_only
DDAFF5BB-852F-4AF6-8D9B-377B02C30A79,037,b119230483,ocn887290349,OCoLC,x,-,,,left_only
0A4EAD6C-87A1-44DF-8F2A-6240A1D77851,037,b119230495,ocn887806636,OCoLC,x,-,,,left_only
FE6CAD20-06BD-44D3-91AA-70856337AB9F,037,b119230586,ocn893096485,OCoLC,x,-,,,left_only
5AB38F11-360D-4FE1-B0B9-C845BF0F532B,037,b119230653,ocn897901922,OCoLC,x,-,,,left_only
71301B25-59AA-48A5-9FD5-B5453C80D516,037,b119230719,ocn900637953,OCoLC,x,-,,,left_only
C3DFF49D-C558-4F64-9237-5F6C0155F737,037,b11923077x,ocn904676008,OCoLC,x,-,,,left_only
5F0F92E0-D850-4A29-9CE3-69D0CE2441E8,037,b11923080x,ocn907676886,OCoLC,x,-,,,left_only
85F33A7B-BBDD-4797-ADA7-91D023A6C62E,037,b119230884,ocn910670798,OCoLC,x,-,,,left_only
6C8C7A32-1A38-4F77-8A48-35DBED6C8F6E,037,b119230926,ocn911200191,OCoLC,x,-,,,left_only
46C11999-D200-4867-892C-86E074D6B25C,037,b119231013,ocn916020594,OCoLC,x,-,,,left_only
A9943070-52AD-44D0-B4EE-D06B077E3544,037,b119231025,ocn916036483,OCoLC,x,-,,,left_only
C4E39092-DB42-47B1-B905-00ACFF0BAA27,037,b119231049,ocn918304232,OCoLC,x,-,,,left_only
A92BF098-D007-4C19-B744-B05E386839F5,037,b119231050,ocn918557075,OCoLC,x,-,,,left_only
710D29A5-77D6-440C-B1B9-EAB33906A311,037,b119231098,ocn919297733,OCoLC,x,-,,,left_only
C24944A3-15C7-4877-9663-C4369CF27CAB,037,b119231256,ocn925526998,OCoLC,x,-,,,left_only
2EADD78B-1304-4C4F-AF9D-05A06200336F,037,b119231281,ocn927412708,OCoLC,x,-,,,left_only
9408BB7E-30A3-40D7-A678-8C580449D160,037,b119231451,ocn933526289,OCoLC,x,-,,,left_only
BAC0557D-08BD-4416-9407-328EDB4E03CD,037,b119231475,ocn933730381,OCoLC,x,-,,,left_only
EB3339A7-9645-4D0D-B2CD-BA9681C48E9A,037,b119231487,ocn933732906,OCoLC,x,-,,,left_only
71B094E6-FB00-40CA-B4BA-63E3793B7970,037,b119231499,ocn933733094,OCoLC,x,-,,,left_only
404CF720-2CEA-4148-8859-FCEAFD324F29,037,b119231529,ocn933743523,OCoLC,x,-,,,left_only
EB4E5ABC-51E8-41FA-8DE0-3973536643EC,037,b119231530,ocn933837376,OCoLC,x,-,,,left_only
68E16490-E75D-4046-BFB3-D97E2893FB2E,037,b119231554,ocn933837989,OCoLC,x,-,,,left_only
B8574C1A-D648-411C-B0C4-350595529859,037,b119231621,ocn934635482,OCoLC,x,-,,,left_only
66CBE881-3557-48D9-801C-51D1AE7AAFD7,037,b119231670,ocn934707817,OCoLC,x,-,,,left_only
425011E8-6220-456E-9650-382EEB2EA5B9,037,b11923242x,ocm70159281,OCoLC,z,-,,,left_only
DD8DBA5A-19AC-4A48-A7AC-CB6330CF870A,037,b119259448,ocn919318802,OCoLC,x,-,,,left_only
7C8B8393-CE64-444C-9E9E-562B1A55C72E,037,b11925945x,ocn923840383,OCoLC,x,-,,,left_only
E065A0A9-3F93-42D2-AF62-7A182E938CB4,037,b119259461,ocn923840714,OCoLC,x,-,,,left_only
5A9610A0-FD6C-44CA-A11E-55691185A6D3,037,b119259497,ocn930036278,OCoLC,x,-,,,left_only
40897569-EFBB-4262-9E1C-BCE46B119300,037,b119259783,ocn933731948,OCoLC,x,-,,,left_only
4B74A662-9801-49D0-ABFE-820134EE2FFB,037,b119259850,ocn915325767,OCoLC,x,-,,,left_only
EBA2580A-BEA1-45E9-970E-13B2D415C994,037,b11925993x,ocn899702124,OCoLC,x,-,,,left_only
9A2089FC-F41C-4117-B1E2-17C322318BC3,037,b119260025,ocn933510814,OCoLC,x,-,,,left_only
6C8055AD-CB5C-4AE4-91BB-362E58C972EF,037,b119260037,ocn933526095,OCoLC,x,-,,,left_only
D41D261E-2AD6-443A-92CC-6EE9F3E4E1B3,037,b119260165,ocn934706556,OCoLC,x,-,,,left_only
96D6CCB1-5F5A-40AB-A180-7C167869DC88,037,b119260220,ocn700943534,OCoLC,x,-,,,left_only
6AA273BC-8276-4987-AF30-103D098FCCE4,037,b119260256,ocn793730296,OCoLC,x,-,,,left_only
FEEBAC90-1886-4ABF-BBB9-DDB61E007D52,037,b11926030x,ocn893095816,OCoLC,x,-,,,left_only
A186F3E1-955F-4A2A-B005-DBEDF46D425F,037,b119260311,ocn893095985,OCoLC,x,-,,,left_only
2D1CEFFB-1511-4BCA-A48E-D69687BC87B0,037,b119260323,ocn895866764,OCoLC,x,-,,,left_only
721F7684-B9EE-41C9-BF18-3C25719EC905,037,b119260335,ocn897388396,OCoLC,x,-,,,left_only
2FFD0321-98E9-4820-8B68-18D75A235FD2,037,b119260347,ocn920829646,OCoLC,x,-,,,left_only
BDD31D8C-D2BF-4970-8AE7-D07F5FD98390,037,b119260426,ocn935213868,OCoLC,x,-,,,left_only
742465F3-B628-4EDB-805B-C17B3ABF75EF,037,b119260529,ocn935213155,OCoLC,x,-,,,left_only
489B4415-3BFD-40A4-9A79-7DE1BEB21051,037,b119260554,ocn935213222,OCoLC,x,-,,,left_only
B67D774A-FBE5-422B-82D1-A4CE029150FE,037,b119260645,ocn870324960,OCoLC,x,-,,,left_only
45188BC4-7C4B-4B44-905F-0DD3008ECB98,037,b119260657,ocn871317139,OCoLC,x,-,,,left_only
06C6C346-F078-4577-A3CF-A0F7B47DD5F8,037,b119260669,ocn881887173,OCoLC,x,-,,,left_only
AFD3DD8E-6622-4828-BAA0-BFF911AA7380,037,b119260724,ocn935529505,OCoLC,x,-,,,left_only
BA9C3DA3-E861-43CE-B223-F1828DD856EE,037,b119260803,ocn935530325,OCoLC,x,-,,,left_only
6F3C328D-6C8A-47F0-84F2-CEE65123A3DA,037,b119260815,ocn935530368,OCoLC,x,-,,,left_only
D52851FD-B7F1-4F8D-9193-1CDB67740710,037,b11926125x,ocn915590102,OCoLC,x,-,,,left_only
E89C98B5-370B-4F59-9866-C5B0185BE509,037,b119261339,ocn935493194,OCoLC,x,-,,,left_only
527FF5F6-3329-4F4D-873D-6DABAC4F2A02,037,b119261340,ocn922683397,OCoLC,x,-,,,left_only
8954AF87-F44D-46CB-AB60-AE5BE03F3434,037,b119261510,ocn936174400,OCoLC,x,-,,,left_only
40C606C9-0A69-4F42-B67D-A948261C0F9D,037,b119274474,ocn923840390,OCoLC,x,-,,,left_only
F1C8B0DC-0AD2-4953-862D-C3854EBDD06F,037,b119274498,ocn930870311,OCoLC,x,-,,,left_only
E278BD97-0A07-4A14-855A-A8C9010BD41C,037,b119274504,ocn930648213,OCoLC,x,-,,,left_only
55D035EC-F15C-414F-A9FB-690B0CFE18C1,037,b119274723,ocn933510709,OCoLC,x,-,,,left_only
94B8CC89-A54D-4FF0-A376-2C59B67BDA70,037,b119274929,ocn936173389,OCoLC,x,-,,,left_only
32DD9A37-8E84-4A2D-BDEF-00D9B4578E74,037,b119274978,ocn172640315,OCoLC,x,-,,,left_only
F512141E-1D4E-4578-8886-2A9380C96B02,037,b11927517x,ocn496121633,OCoLC,x,-,,,left_only
935912C1-B33A-4F22-8316-93C8EE45FE90,037,b119275284,ocm62157979,OCoLC,x,-,,,left_only
14441C37-F8E4-48C7-A8AD-789A26C72294,037,b119275363,ocn607390808,OCoLC,x,-,,,left_only
A9C99BDD-99D7-4187-B76B-B992B07C38FE,037,b119275375,ocn688486608,OCoLC,x,-,,,left_only
B4A3024D-8BF0-4597-A330-124675D75284,037,b119275405,ocn697291638,OCoLC,x,-,,,left_only
90DA55C2-A865-4849-9BF6-4D5067BF6920,037,b119275697,ocn778791749,OCoLC,x,-,,,left_only
225A47C5-6BB4-4B03-AC39-93F4DEDD35CF,037,b119275867,ocn798663327,OCoLC,x,-,,,left_only
E26614F8-E59A-4338-AEA3-5EF269FF58C7,037,b119275910,ocn809667217,OCoLC,x,-,,,left_only
A97CF6FE-3305-4421-91E2-7559F27DFD1A,037,b119275934,ocn814479115,OCoLC,x,-,,,left_only
337F7D0E-05D2-4F9E-8060-2D12C2D262DE,037,b119275983,ocn824961892,OCoLC,x,-,,,left_only
13231AA9-F7DE-498A-8070-9BBEA1E2BDD3,037,b119275995,ocn825049846,OCoLC,x,-,,,left_only
95FB9D23-509F-433A-AAAD-2BC223C1263C,037,b119276045,ocn829687080,OCoLC,x,-,,,left_only
95C16BAB-CC91-4A8D-847B-EAC73E2ABDB8,037,b119276161,ocn846907683,OCoLC,x,-,,,left_only
E2A95616-7E6E-4E37-83F3-94222C937DC6,037,b11927629x,ocn860770510,OCoLC,x,-,,,left_only
5897210B-34E1-4DDD-A0A4-AE88118965CC,037,b119276306,ocn861508373,OCoLC,x,-,,,left_only
FB1638E2-A722-4B8D-B54E-363299A6E687,037,b119276318,ocn861522708,OCoLC,x,-,,,left_only
5DC04C48-7D1D-49CA-8C20-A02B77775DD8,037,b11927632x,ocn861522752,OCoLC,x,-,,,left_only
4DD9CCC8-4DC1-484F-ABD4-D479BCE39A08,037,b119276331,ocn861522880,OCoLC,x,-,,,left_only
BA75CCF0-F424-4445-B991-5F06B5C5349C,037,b119276343,ocn861615187,OCoLC,x,-,,,left_only
DB2F4D03-8EE0-49FA-A6C0-775F83C51375,037,b119276355,ocn861698808,OCoLC,x,-,,,left_only
757FD599-1CD4-4AE1-B819-44B56BC23498,037,b119276367,ocn861785400,OCoLC,x,-,,,left_only
55FE4BF3-25DB-46C3-B1E0-5897C327C0B6,037,b119276392,ocn862067092,OCoLC,x,-,,,left_only
106834FF-E7C2-4EC4-B960-A3ACB9CD61A1,037,b119276410,ocn862149105,OCoLC,x,-,,,left_only
5B4483F3-9E37-44E1-BAB0-A70BD2E2139D,037,b119276422,ocn862149397,OCoLC,x,-,,,left_only
1B27A463-D26D-4075-8811-F4ED04F5AFD4,037,b119276434,ocn862149433,OCoLC,x,-,,,left_only
29194650-3724-4379-BB29-92CB2A069D69,037,b11927646x,ocn863497607,OCoLC,x,-,,,left_only
2CEDF487-C3EC-47AB-914B-5DB490810705,037,b119276471,ocn864436843,OCoLC,x,-,,,left_only
2D7E1531-BF04-4E05-82BA-E4A326138A1B,037,b119276495,ocn864823395,OCoLC,x,-,,,left_only
BAB5E32E-207C-4CC1-9FFF-F919E3AF0338,037,b119276501,ocn865171994,OCoLC,x,-,,,left_only
97FB64A1-CD53-484C-9A5E-FE7729F6188F,037,b119276525,ocn865173779,OCoLC,x,-,,,left_only
71457DC3-78DC-4F44-BA83-9C081DCD836C,037,b119276628,ocn872607299,OCoLC,x,-,,,left_only
868B5AD9-0515-406C-B4BE-5B0942C18BD5,037,b119276653,ocn876750534,OCoLC,x,-,,,left_only
DF6903F5-786B-4EED-B705-D2801309788F,037,b119276744,ocn882260896,OCoLC,x,-,,,left_only
8e7f96c3-240a-40eb-b85a-1fca3f774fbd,037,b11927677x,ocn883305977,OCoLC,x,-,,,left_only
A51CDDBB-8BF0-4B51-941B-073E1EEEBB80,037,b119276793,ocn883570377,OCoLC,x,-,,,left_only
95F84C44-C78F-4655-A19D-A54A0D0C9100,037,b119276823,ocn885340443,OCoLC,x,-,,,left_only
F0ABFF5D-C483-4219-89A5-86213B8C7365,037,b119276835,ocn886578159,OCoLC,x,-,,,left_only
1EECB33E-7440-4E9D-B854-E188E0944D75,037,b119276847,ocn886578255,OCoLC,x,-,,,left_only
47730DE1-7BCC-4390-BEEE-49E8AFDABED6,037,b119276859,ocn887285596,OCoLC,x,-,,,left_only
7D96F0AC-47D9-4744-87E6-BEF00454A5A9,037,b119276860,ocn887290094,OCoLC,x,-,,,left_only
A17A85FC-EF27-45E6-B260-EA44422C3BA5,037,b119276872,ocn889795769,OCoLC,x,-,,,left_only
BCE51492-B7E7-45E2-91AF-EDD70454FF25,037,b119276926,ocn891786683,OCoLC,x,-,,,left_only
CC8A55DD-F0FC-490C-844F-EA0373EF4518,037,b119276938,ocn892113635,OCoLC,x,-,,,left_only
9DE5CCAC-BFFB-4B9B-8B5E-9B2B2A44C43D,037,b119276975,ocn893123120,OCoLC,x,-,,,left_only
8075CFC5-C4BD-4090-8CAF-9BB8B00C0AB8,037,b119277116,ocn899513445,OCoLC,x,-,,,left_only
1E5AD4B0-0C7E-4DA6-94F3-2B12AD5C6AC9,037,b119277128,ocn900196505,OCoLC,x,-,,,left_only
9A2DCFA0-7A5F-4AC7-9FF5-D00527BF7D18,037,b119277153,ocn902678654,OCoLC,x,-,,,left_only
0FE36542-6BA0-477B-B86F-F2B34E3D2148,037,b119277165,ocn902846611,OCoLC,x,-,,,left_only
17568745-EE6D-49B9-9562-1DF164AF61A0,037,b119277189,ocn903378249,OCoLC,x,-,,,left_only
E52663CA-5C1C-4857-A664-F41022DA49A0,037,b119277219,ocn903537431,OCoLC,x,-,,,left_only
96F76593-8012-44F7-9E14-BADAC6760076,037,b119277244,ocn905248462,OCoLC,x,-,,,left_only
8A074AE9-6843-4D14-A914-8257489E1F72,037,b119277281,ocn905852565,OCoLC,x,-,,,left_only
D70BFA5A-D59D-4C62-BBA3-E9DB9B32ADE8,037,b11927744x,ocn914300419,OCoLC,x,-,,,left_only
6C2A6D8E-1EE0-48BB-B4A1-1BB67C066B70,037,b119277499,ocn915976942,OCoLC,x,-,,,left_only
E3A4E918-18FA-4FBE-9CCA-31B7DC02BEAF,037,b119277505,ocn915977503,OCoLC,x,-,,,left_only
1FEAE912-3739-41F7-93BA-DC7681E4C4D8,037,b119277517,ocn915996129,OCoLC,x,-,,,left_only
