b112411307,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=AC7F7BAB-FB41-4C1B-8342-852CA2D05309
b11241137x,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=1A5B49B9-AFF3-4832-B0DD-82D3235971A8
b112411393,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=2032FF59-5A6A-44ED-A610-99F1DDCE3238
b112411629,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=852191A1-AF96-41B3-B52F-8A056B547F8D
b112411939,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=E026A9F8-3B5C-46FF-8DC4-8307F876A975
b112415477,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=1D8639FB-821F-477C-9AD6-9405AB2D999B
b11241610x,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=807A0C3D-6070-4453-A154-C42ADD53AFEC
b112416111,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=47BD3255-59C0-4581-A2B8-78F703DD7874
b112416329,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=315CC2E7-28C0-4D39-ACE8-6AACA7D7781E
b112467064,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=1C0B9DC4-653A-49F7-9187-2176F6BA859D
b11258505x,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=9DF88866-1F1E-4C77-91DA-B5BD76359DC9
b112585309,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=8827DF57-736F-42EC-8A89-5E48FEAAB646
b112585310,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=52EDB6B5-B9F4-4486-9843-3F0499C890D2
b112585322,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=E2FB2D57-100E-49EB-BDEE-29C25C1315FC
b112883540,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=18A7738F-8A65-4990-BC3E-7CBEDE560484
b112883801,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=A480C1E2-8530-4202-A76F-93395F50F741
b112883825,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=D8600AE7-A668-42A0-BA86-FCCC0D962FFA
b112883850,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=BC2ADADD-4A5F-4EF5-A82D-D40F962A4250
b112883886,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=12046199-87E5-4294-A39B-7EFD846434E6
b112883977,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=E1404F45-E4CC-4DC6-B64B-D66EA18B7B77
b113026274,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=85B82F00-B8F6-4861-9B8B-72BBC0B97BD1
b113085151,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=6CB6D8BE-76F3-4558-AB61-05AF4EA79341
b113105617,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=4656D683-51B6-4A3E-B800-DDEE9CDEA6DC
b113445659,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=79659FB2-234A-4615-948E-844A100FC4FC
b113446421,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=C48FF08C-9569-4BF8-A4EE-559FFE035341
b113741492,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=52253896-730A-44F9-89B0-F954E7A1F5E7
b113741510,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=8067C4E8-8151-4A5A-985D-585C985F18EF
b113741583,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=FB6C311D-5A46-4D24-9967-C781082EEBE7
b113741595,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=750D745D-63AD-486F-96A6-8C0A7694DC96
b113741601,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=B648C5D0-28A0-4472-B197-75A7B2BEE23A
b113741613,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=CF7F3594-421A-4533-A62D-E6A996EFD6A7
b113741625,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=AA1BA745-8A21-4F52-B8DA-5D0FE809D903
b113741637,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=26B9FD85-7C2A-40BE-92BC-8CFB4FBF76E9
b113741649,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=B6B6ACD8-AB3C-4804-A2E8-434CE4833E8D
b113741650,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=D25E777F-6FBC-4B53-BBC0-59972340D25F
b113741662,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=1D37E1AA-A412-473F-BE74-5994ADA83C06
b113741674,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=AEA4DDBB-B512-4D0F-BC4B-905572F343DE
b113741686,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=86DE855F-97B6-4423-A680-10F30BC71698
b113741698,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=2C14BF46-C9F7-45B5-8D16-F03F0CCBEF9E
b113741704,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=392E1167-2BB6-402A-9DCE-7DD3BB9C58ED
b11374173x,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=23D22B6E-AAE1-408A-B453-EAF2477D8A1F
b113741741,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=882D5AA8-3C8F-424C-A8CB-24A47644B03A
b113741753,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=33AEAAB6-B15E-418E-AE5F-74D16E3C74E5
b113741765,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=0A02995B-FEB5-472A-8C17-33EAE6BDC6F9
b113741777,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=6BFDD9B1-7997-4298-92A4-E338325E026F
b113741789,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=DD86C482-7189-4CEF-9FA7-BD626C358362
b113741790,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=126495CF-B9DD-4046-93F1-F81C7B1F6120
b113741807,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=8E23E3D8-449B-432F-BA04-41A652BAD0F9
b113741819,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=A75779C7-7F76-41D1-BD14-A8FFA6081D28
b113741820,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=8E8F57D6-1735-4FCF-8D52-115D8DD34659
b113741832,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=36628B78-777C-4E1A-92F1-005CC84C8997
b113741844,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=3A7A9CC8-0858-4E39-A249-51E83B7B0FC0
b113741856,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=787AE4AF-6DC3-4C50-9FAF-331F18436566
b113741868,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=53844E20-2C26-45AB-B865-BD4735B3BAC1
b113753032,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=ABAB6621-5A94-4016-BE6C-B232B2F5FD8E
b113753652,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=843E64C7-2537-4FBF-9326-56BBEA5E22FD
b11375372x,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=63396C30-6D6D-428D-876E-3E9EB8430402
b113790144,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=5F3F7056-7E81-45AA-BB23-5216F96659F9
b113851212,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=89860A60-CC9F-4330-8786-C6E820DF60FB
b113885581,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=3A1604EF-BD08-4134-A692-4742F7B2262B
b11388560x,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=C9E318E0-39EF-4D26-BECB-8BD6301F727B
b113885635,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=271186F8-0481-4749-A8F9-5F15E3D1F4B8
b113885684,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=EF90E8A0-42B1-421C-9033-80EB201CBE89
b113972210,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=ACDF1EE7-A7D4-4862-9EB3-4D932CF5A8A8
b113972271,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=2C9A617D-289E-41CD-A93B-BE03D4C50D2C
b113973056,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=D7EECD6A-6C46-400E-A382-6E8F9D629D6E
b113973354,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=C0A524E4-F7A6-49E6-A934-DA25FF36A35A
b114150254,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=41B815E4-1E92-496D-85F9-9DDE5DA56381
b114150266,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=527FEE13-985A-482D-A316-73A48030569F
b114152275,v,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=FD556AB1-3E57-4532-9443-FBC46B72D934
b114153425,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=A69C9A9E-9B90-4305-8923-68415FAA8E00
b114182097,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=BF7AF905-A3C6-4159-A5B6-B525A96D1F03
b114182103,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=17C97F4F-2ADF-43D0-98F0-DA4FCB289758
b114264478,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=621EEDD5-CDDF-40D7-A43B-89FE770D65BF
b114381768,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=CD5D5624-A91C-44C8-8C97-BB163D285C63
b114755747,x,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=11FDA48B-46AD-43B9-A7E1-166C951FA81C
b114855638,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=389C5FE3-23E0-45C3-A9B5-36E44A4AA91D
b114855651,z,http://digitalbooks.brooklynpubliclibrary.org/ContentDetails.htm?ID=FC9815ED-91EE-4230-A013-E34667C40429
