2BB18901-645B-499E-A69E-A5854AAA94EB,37.0,b171847155,55955025,OCoLC,z,-,,,left_only
70576F85-38D6-4800-A098-CC0D06DBBBE6,37.0,b185363726,611942621,OCoLC,n,d,,,left_only
A8A8879A-CDC1-41C7-BCD0-19D940C14327,37.0,b185375613,449187295,OCoLC,z,d,,,left_only
8D4B831A-B10D-4B78-94FD-C615B7F6B003,37.0,b185376721,454287121,OCoLC,z,d,,,left_only
AF37F28B-025C-4DAF-9C55-2CE3A3CDB6DF,37.0,b18577829x,437416845,OCoLC,z,d,,,left_only
53EDB5F0-17AA-4904-9A16-EF62B0C392F0,37.0,b186276175,605037856,OCoLC,z,d,,,left_only
7CEFD0E3-9860-4081-AD0D-EA4F7122D5F6,37.0,b186704574,668231115,OCoLC,z,d,,,left_only
660E163E-7032-4883-8A10-460D977DEE2A,37.0,b187149422,670116753,OCoLC,z,d,,,left_only
C593AE0A-3174-4DC2-AD8C-E1AD8F4831EF,37.0,b187149859,680284717,OCoLC,z,d,,,left_only
0432E9A2-5825-4E2F-8EAE-3371E54DA12E,37.0,b187150813,668224485,OCoLC,z,d,,,left_only
886E8677-6D81-42E9-9668-B6D2579BAA88,37.0,b187150965,668230249,OCoLC,z,d,,,left_only
00389B60-0221-4CFB-BA96-1E8375EEF3AF,37.0,b187552642,682887994,OCoLC,n,n,,,left_only
C4D82EDF-B9B9-412B-96BC-F38C15BAC6D2,37.0,b187578370,668224801,OCoLC,z,d,,,left_only
BA5DC725-646D-4F6D-8EF6-A89E8E8F648B,37.0,b187578771,681733203,OCoLC,z,d,,,left_only
0D2492B7-C5A3-4B7F-9D4B-38DF07367E29,37.0,b192715902,688505769,OCoLC,z,d,,,left_only
16C8897F-8205-48E1-A386-3E29D6BDD189,37.0,b192721707,703862548,OCoLC,z,-,,,left_only
8DC3F955-1D06-46B1-96A5-D30B3EE88D9F,37.0,b192722645,692339124,OCoLC,z,d,,,left_only
35B848D3-00DA-459D-A560-6CC8930A2970,37.0,b192723200,698473394,OCoLC,z,d,,,left_only
69BD1AF3-DF9D-427F-AE02-324D59D5D696,37.0,b192726006,55950885,OCoLC,z,-,,,left_only
4F17A6D7-7FE3-4F80-86F8-A53093D518C5,37.0,b192728209,690659459,OCoLC,z,-,,,left_only
01689687-CA91-4418-A03C-FE69BD1F0721,37.0,b193218252,748371360,OCoLC,z,d,,,left_only
50EC4E12-2EF9-4042-9481-BD4708C27324,37.0,b193242047,180058685,OCoLC,z,d,,,left_only
3516358F-6B50-47C9-9CCD-8EA211C6D36B,37.0,b193243039,228503298,OCoLC,z,d,,,left_only
5BA6E725-1CA1-43B3-B01D-D6AB0F5C7C32,37.0,b193245188,444698559,OCoLC,z,d,,,left_only
B4B2D351-1B5A-42B8-9D25-831AFA8D91A0,37.0,b193249868,680277429,OCoLC,z,d,,,left_only
938261AE-F4B9-487F-B9B9-90CBEE8CE6AF,37.0,b19325119x,698471790,OCoLC,z,-,,,left_only
40BA6A7B-5280-4E52-B67C-0EB618C2C6A8,37.0,b193254001,82878823,OCoLC,z,-,,,left_only
0742AD78-F259-49E1-8932-A50F906240FC,37.0,b193768008,756045404,OCoLC,n,d,,,left_only
C5F561FB-E1E7-4766-A564-3853018090AF,37.0,b193786898,213482186,OCoLC,z,d,,,left_only
50E71BE4-27E5-4551-99D0-A69E67950A4C,37.0,b193786977,229111540,OCoLC,z,d,,,left_only
B75EEE4C-52E8-4BB0-8F1A-6949C27292EC,37.0,b193787271,299780682,OCoLC,z,-,,,left_only
A0844D40-373B-4C86-BDA8-45C5ED4D88AC,37.0,b193787635,314108967,OCoLC,z,d,,,left_only
BECFDF04-30DD-46C1-B681-4D19DBD64D90,37.0,b193787763,502286300,OCoLC,z,d,,,left_only
B6B5057E-6959-4889-AD51-C6C13005137E,37.0,b193787799,503151290,OCoLC,z,-,,,left_only
B33944CC-76FA-4E12-96A9-00D1E8E4359D,37.0,b193829496,748435503,OCoLC,z,d,,,left_only
A41E3DCD-AA82-4995-BBA8-81EDDED4F1C0,37.0,b193831508,759577992,OCoLC,z,d,,,left_only
C38BF838-2857-4EF3-91CD-B77B93DC68F2,37.0,b193831661,759580841,OCoLC,z,d,,,left_only
35567750-2044-4DF9-99B2-07623BA3882E,37.0,b19383263x,759581276,OCoLC,z,d,,,left_only
4F5C8B97-4BB5-42E1-8E7C-617C527F3953,37.0,b193833050,759581464,OCoLC,z,d,,,left_only
67A03B01-5C0C-40DE-B10D-CC5066008CB4,37.0,b194779804,433975906,OCoLC,z,d,,,left_only
7DEBDCB8-62D8-4B66-91BD-2EEC6C46E180,37.0,b194781021,680281522,OCoLC,z,-,,,left_only
9E1CDC06-2558-471B-8285-B7679FECE966,37.0,b194781100,690673485,OCoLC,z,-,,,left_only
BFFA2AFF-C7FE-45A2-9AA5-86B1542AC3A6,37.0,b194781549,708581081,OCoLC,z,-,,,left_only
AD8EBA67-5431-4399-B251-8FE4BA56FB2C,37.0,b194783510,768125093,OCoLC,z,d,,,left_only
3BF90228-F0D8-4FAB-A53F-C08977F61BFB,37.0,b194784289,768863162,OCoLC,z,d,,,left_only
659E04D2-3417-4879-B30A-F4D535260469,37.0,b195288981,773581326,OCoLC,z,d,,,left_only
EF8C8DA0-BAE9-410A-BFC1-5481F8686C77,37.0,b195289365,773581409,OCoLC,z,d,,,left_only
30F9E067-DFB3-41E1-93C6-61790CC7DE79,37.0,b19529032x,773581749,OCoLC,z,d,,,left_only
6E786D9A-E9BF-47A6-ACDF-192810C482C2,37.0,b195290513,773581805,OCoLC,z,d,,,left_only
CFBC963B-224B-4395-B7B3-2E49101EB9F9,37.0,b195987020,650895053,OCoLC,z,d,,,left_only
963F29F0-8D00-422C-8719-5839083063CB,37.0,b195987093,658216709,OCoLC,z,d,,,left_only
46CFD4B0-9DE4-4E90-897A-4336CCB6DB24,37.0,b195987172,650826199,OCoLC,z,d,,,left_only
D50974AA-0525-4B90-9D2E-51E9C2218911,37.0,b195987214,652813505,OCoLC,z,d,,,left_only
2E5C2FE4-37FB-431B-8C74-1CD1572335FF,37.0,b196021315,785572807,OCoLC,z,-,,,left_only
EDDE3ED2-E104-4A22-9761-AF499CAA752B,37.0,b196133452,497151623,OCoLC,z,-,,,left_only
8617FD38-68E9-4936-A4B1-AC912DAC68B6,37.0,b19651437x,794229448,OCoLC,n,d,,,left_only
3F4246B9-1E1E-471E-8E05-81B2B7702CEB,37.0,b196553738,795523616,OCoLC,z,-,,,left_only
CC44E4E3-56CB-40EC-854A-7381D2720BF7,37.0,b196554032,795525112,OCoLC,z,-,,,left_only
0CC41077-8958-4F28-A9F2-9148FA237C55,37.0,b196702859,793456319,OCoLC,z,d,,,left_only
A55A05F1-F6D2-4B69-8935-D3E71E29F9FC,37.0,b196703554,781438462,OCoLC,z,d,,,left_only
CC638C39-6CE3-4F7C-87A6-7017CBDA2A91,37.0,b196703815,793455584,OCoLC,z,d,,,left_only
D2FA177E-6322-4D59-923C-D0C645CBE586,37.0,b196706063,775660481,OCoLC,z,d,,,left_only
1CF50EFB-E0E3-4079-B735-04924C0832C2,37.0,b196712348,800064286,OCoLC,z,-,,,left_only
797AA44B-8183-470B-9E52-4769D0B4EB1D,37.0,b196712361,797193761,OCoLC,z,-,,,left_only
53ED6772-B910-4E81-933D-50A66210EDC8,37.0,b196712658,793818951,OCoLC,z,-,,,left_only
812BB3B3-1C53-4404-BBEE-74F00967BEC8,37.0,b196714382,797158813,OCoLC,z,d,,,left_only
ADDCD6D0-E642-4CF7-BA37-0041FFD6BDAC,37.0,b196715118,759158025,OCoLC,z,d,,,left_only
16EECDFE-00F4-4B46-B3B9-84639A58ED64,37.0,b196944508,792942537,OCoLC,n,d,,,left_only
2B075368-8E27-4D6C-ABE9-5F7CFFDD21B7,37.0,b196953066,803422727,OCoLC,z,d,,,left_only
80530BCD-2005-493F-9BB8-9199C440CBF9,37.0,b197043720,809686868,OCoLC,z,d,,,left_only
4159964F-2888-4574-8AA6-F8108DCD4279,37.0,b197044621,807815664,OCoLC,z,d,,,left_only
4B9BECB1-23B6-41DB-A78A-61A829CBA5B2,37.0,b197045236,696831159,OCoLC,z,-,,,left_only
2E372CE9-EC5F-411B-8454-AB0D2CEC8C6D,37.0,b197045285,810938283,OCoLC,z,d,,,left_only
