overdriveNo,overdriveNoSrc,bibNo,sierraControlNo,sierraControlNoSrc,sierraFormat_int,sierra_status,overdriveControlNo,sierraFormat_ext
16B8E9E2-F5F7-4573-8200-A964FAAC0DBC,37,b185361687,505217323,OCoLC,n,d,ODN0000260666,n
0129E915-9AB4-46B5-9578-A0E1065DE764,37,b185361699,550571372,OCoLC,n,d,ODN0000260686,n
95418A6C-9214-4197-921F-DE510A896AB3,37,b185361705,550604870,OCoLC,n,d,ODN0000274158,n
762D526D-1E51-4A50-9584-5A343E28C2C9,37,b185361717,550604991,OCoLC,n,d,ODN0000274161,n
F2C34225-B694-409C-8873-B5F1AD7035C9,37,b185361730,550624984,OCoLC,n,d,ODN0000271183,n
F63D172A-D139-46A7-BF81-3F3725A891FF,37,b185361742,550625095,OCoLC,n,d,ODN0000283680,n
AB530621-474E-41F5-B82C-517FFEA5264E,37,b185361754,550635250,OCoLC,n,d,ODN0000284447,n
450A9A54-47FC-4302-B397-44D5D2375899,37,b185361766,550642774,OCoLC,n,d,ODN0000271196,n
76D6D724-3FAC-4180-90C0-E170433E17E8,37,b185361778,551118653,OCoLC,n,d,ODN0000271224,n
4ADC2516-4402-4046-A92E-111000D0C60C,37,b185361791,551127890,OCoLC,n,d,ODN0000264235,n
2D4082CC-32A5-4218-A333-274312E978DD,37,b185361808,551141449,OCoLC,n,d,ODN0000288293,n
9B4DD1F3-BF0A-4B61-9F69-0BB586959EB0,37,b185362102,609711116,OCoLC,n,d,ODN0000220182,n
4B758394-A032-424C-9D91-46CE35D3C8CA,37,b185362114,436941904,OCoLC,n,d,ODN0000205011,n
70B09D38-3FAB-4E7E-883B-45ABC11220AC,37,b185362126,609717378,OCoLC,n,d,ODN0000223013,n
87E9E40F-194D-4127-A6F4-3D1703D5A529,37,b185362138,437009212,OCoLC,n,d,ODN0000239694,n
7578FC48-708C-4512-9BC7-AA68D88FA131,37,b18536214x,437014647,OCoLC,n,d,ODN0000233594,n
8674CFBA-0DD2-427B-BD02-587250348983,37,b185362151,609873732,OCoLC,n,d,ODN0000144809,n
B713DF30-4411-441D-A05A-E7F2264DD4F8,37,b185362163,609883903,OCoLC,n,d,ODN0000197555,n
F33DA32E-8734-4477-A9C6-C9CC3C137009,37,b185362175,609884013,OCoLC,n,d,ODN0000220184,n
EC9FCDA2-7726-4D33-9F7D-A1C591389B2B,37,b185362187,609890347,OCoLC,n,d,ODN0000181719,n
6FFCFF37-2832-4105-AC65-C6B2975C9677,37,b185362229,450840955,OCoLC,n,d,ODN0000218644,n
EEAC2AEE-0FA6-462F-A967-68C665BDD15C,37,b185362254,461002282,OCoLC,n,d,ODN0000239712,n
DD16E18A-4FC7-4B5D-9FFD-51D1D5D624A1,37,b185362291,550568701,OCoLC,n,d,ODN0000292764,n
69347C2E-E6DA-4E0F-B877-58F0C52E9149,37,b185362370,181086033,OCoLC,n,d,ODN0000140806,n
F08E21BB-13DB-4162-A13A-44E50235BD3C,37,b185362412,276306784,OCoLC,n,d,ODN0000167186,n
2A063065-7E7E-481F-A8A5-5B15A0DC5E89,37,b185362473,444510604,OCoLC,n,d,ODN0000233584,n
CD383627-36DB-4B5A-8138-F11887787ECE,37,b185362552,465070301,OCoLC,n,d,ODN0000213552,n
3A06DA91-577B-484B-8102-ECF9A57200BA,37,b185362576,472613475,OCoLC,n,d,ODN0000266310,n
74D36738-FA36-496A-BB16-1C2BB59866F1,37,b18536259x,505957090,OCoLC,n,d,ODN0000268834,n
15B8F953-1C29-47A6-A53F-B8D6B1357C52,37,b185362734,550604792,OCoLC,n,d,ODN0000292774,n
55949825-5299-4182-B513-409D3D37C0DD,37,b185363143,456207697,OCoLC,n,d,ODN0000206102,n
6346EAF0-50B3-4B98-9FF2-6A458F8F60A6,37,b185363180,456244155,OCoLC,n,d,ODN0000206147,n
15583FB7-4030-4E79-91F5-DBF5EA181397,37,b185363209,456299339,OCoLC,n,d,ODN0000206065,n
B9069502-130F-49E8-8780-3C4DAD75FCD8,37,b185363210,462397763,OCoLC,n,d,ODN0000206106,n
F5D3EB90-7422-4032-809E-BF3F941D2ED0,37,b185363222,462763103,OCoLC,n,d,ODN0000206141,n
8FBDCC68-2474-4997-93E9-DFBC388F109C,37,b185363246,462774367,OCoLC,n,d,ODN0000206138,n
487DED95-D758-4F5A-885F-23117636B542,37,b185363258,462775498,OCoLC,n,d,ODN0000206144,n
83C827C3-5A6E-41B9-8985-88D452678A7D,37,b18536326x,465221448,OCoLC,n,d,ODN0000206118,n
5CD182C1-E015-4A1D-9987-FF798D07ABD1,37,b185363295,465223686,OCoLC,n,d,ODN0000206069,n
675B54A8-BA13-48BB-949B-57873010B1FB,37,b185363301,465223773,OCoLC,n,d,ODN0000206121,n
3B1053B1-DB74-470A-83FB-AD13D4E01952,37,b185363325,465403460,OCoLC,n,d,ODN0000206117,n
124EC1F2-4E24-4ABC-AD71-1F5A91960D7D,37,b185363337,472605865,OCoLC,n,d,ODN0000206077,n
5FF2F0DB-71E2-445C-A3D9-C3E6ACAA6DA7,37,b185363362,501326480,OCoLC,n,d,ODN0000206088,n
4FD9AF29-27CE-43F6-89E6-A58D2BB0731A,37,b185363489,608509073,OCoLC,n,d,ODN0000206128,n
FC70CD02-CE7B-4C25-AFE4-5F47CD1C1DEA,37,b185363623,182742111,OCoLC,n,d,ODN0000123841,n
4CC23EEF-BCE1-4003-B55B-09487AC5B396,37,b185363635,455328646,OCoLC,n,d,ODN0000197562,n
A877D70B-BB7A-42AE-9898-93C9318BD79C,37,b185363659,68481867,OCoLC,n,d,ODN0000085804,n
AA7529BA-2A41-4F5C-A169-6488F99FE975,37,b185363660,427639003,OCoLC,n,d,ODN0000195720,n
396AD067-31E5-438D-B451-A67166B4A149,37,b185364706,467921482,OCoLC,n,d,ODN0000257703,n
9985FCF0-5B59-4F32-A851-F3CA7B3B8BEF,37,b185374967,276356470,OCoLC,n,d,ODN0000164308,n
850A903C-B429-487B-B486-9D16A09C6520,37,b185375182,489725061,OCoLC,n,d,ODN0000271190,n
03F85E76-AB17-4BA7-99CC-4E38AA423F20,37,b185375194,491277164,OCoLC,n,d,ODN0000264232,n
CCC0A528-854C-4298-B725-ADBEFD5170DA,37,b185375248,502256473,OCoLC,n,d,ODN0000260699,n
21CB7C96-0A3F-4965-B76B-3C8C21B8A6C4,37,b18537525x,502256540,OCoLC,n,d,ODN0000257702,n
87C06F84-94FC-4AE9-9797-47D6E71C564C,37,b185375273,502262354,OCoLC,n,d,ODN0000255225,n
A84D8D8D-3B51-457C-8E6F-DB8757DCA537,37,b185375285,502262792,OCoLC,n,d,ODN0000264233,n
63F50E5E-A729-4903-B1C4-4BF32FE52793,37,b185375315,503003286,OCoLC,n,d,ODN0000260703,n
1E64B6DC-596F-4B6C-A3D5-E9F6702D1DAD,37,b185375327,503004128,OCoLC,n,d,ODN0000264234,n
2ABA8479-15C9-491C-9EC9-83BBE9AAACB2,37,b185375406,505946514,OCoLC,n,d,ODN0000287466,n
001B9DC6-60DC-427F-AC02-C2072388119F,37,b185375431,444597992,OCoLC,n,d,ODN0000218656,n
42E1BFF9-475A-4760-B914-C09ADB2CF7A9,37,b185375443,444782448,OCoLC,n,d,ODN0000223020,n
875E885E-D29C-4669-A513-F4355EBB96A2,37,b185375546,466111253,OCoLC,n,d,ODN0000249408,n
9F561D25-0D0C-4FC7-8FF2-EFD939B329CE,37,b18537556x,501828071,OCoLC,n,d,ODN0000255219,n
C352D2B1-BD1D-43D3-99EC-33BAE9C03EAE,37,b185780040,558466248,OCoLC,3,d,ODN0000293160,3
3E2322DF-8EF0-4C39-8711-6B65929A800C,37,b185780064,124508695,OCoLC,n,d,ODN0000121098,n
91FBCF07-4D69-40C5-9882-EE6741B5BB30,37,b185780143,265430784,OCoLC,n,d,ODN0000162415,n
881E9342-19A3-4026-BBFD-76766F264D1E,37,b185780246,456298640,OCoLC,n,d,ODN0000207385,n
7283BB39-EF3D-4243-9823-59055AFC947D,37,b185780258,456574586,OCoLC,n,d,ODN0000206070,n
968E7D38-DFCE-4202-90AC-47CACE8BB3F3,37,b185780271,460160676,OCoLC,n,d,ODN0000239706,n
EC7A6E83-909A-46B1-B8D9-AE9DFEBB659B,37,b185780283,460171914,OCoLC,n,d,ODN0000181721,n
BAA8078C-1FAE-4CFE-AA07-3CC324D8BAFD,37,b185780301,461033575,OCoLC,n,d,ODN0000242963,n
4AC25B2C-BBAB-4206-9F47-752FB5B5AD0C,37,b185780416,57406910,OCoLC,n,d,ODN0000058606,n
F582171D-B8B9-483B-90A1-B5D731F00E25,37,b185780465,71755041,OCoLC,n,d,ODN0000095784,n
CDACAC3F-AE06-4084-97F0-9D2B6AD53582,37,b185780489,166254452,OCoLC,n,d,ODN0000116276,n
215CF039-7957-41E8-9A92-48AB8A7E81F0,37,b185780647,574719935,OCoLC,n,d,ODN0000271173,n
DE753B1B-F0F2-49B5-A0DC-E312D0AEE646,37,b185780817,611945902,OCoLC,n,d,ODN0000289380,n
6072E590-1CE6-4622-985C-901862997A08,37,b185780970,637070225,OCoLC,n,d,ODN0000284429,n
335E2260-30DE-45E7-B9BF-21886A7C0CF4,37,b185781184,641556181,OCoLC,n,d,ODN0000289385,n
017B8E1E-6015-4BC5-A55E-70891446C8AB,37,b185781196,641611583,OCoLC,n,d,ODN0000284440,n
4F6A2590-C6BE-49B9-8AEA-93EDA80D6714,37,b185781202,641643364,OCoLC,n,d,ODN0000245686,n
6A9E5D6B-5782-41AA-98CC-A6A79C8027C8,37,b185781214,641672616,OCoLC,n,d,ODN0000304212,n
C3DC0F2D-B743-486F-BB1D-E28D086069E9,37,b185781226,642018952,OCoLC,n,d,ODN0000292786,n
7A18EEAF-1A94-4B33-8168-10AB35F36747,37,b185781238,642039377,OCoLC,n,d,ODN0000271210,n
9F2CA02D-C905-41AD-B6DE-7A656AA070EA,37,b18578124x,642040492,OCoLC,n,d,ODN0000303068,n
31DAEE48-485A-4B3E-83DF-FF6FEE0A46A1,37,b185781251,642041396,OCoLC,n,d,ODN0000303069,n
E070507A-204E-416C-8A96-A35A966AFAFA,37,b185781263,642044440,OCoLC,n,d,ODN0000292812,n
E247DF4D-4771-4CC3-82D1-0857C891E70A,37,b185781275,642326311,OCoLC,n,d,ODN0000198739,n
93A2BB60-95B6-4C8E-9B76-AEE3D56A3CC0,37,b185781287,642331801,OCoLC,n,d,ODN0000303071,n
1936A606-6C0D-4CD0-AD2E-33BF3B34D874,37,b185781299,642695530,OCoLC,n,d,ODN0000289394,n
1A5BB5B6-1B50-4AAA-B979-67BE2033C523,37,b185781305,642695552,OCoLC,n,d,ODN0000271213,n
B1C357F7-9786-4608-9998-B934D20C53B4,37,b185781317,642698387,OCoLC,n,d,ODN0000271195,n
78A6D01F-EA89-4945-82D4-1907A5CA77AD,37,b185781329,642714442,OCoLC,n,d,ODN0000303074,n
8AB72D23-04EC-4036-B6D6-5C946372B475,37,b185781330,642856131,OCoLC,n,d,ODN0000289399,n
097CABF5-9116-4DE1-B9E0-34B4C7E35F53,37,b185781342,642865707,OCoLC,n,d,ODN0000284473,n
400296D2-771E-4B83-9714-14C0F418B967,37,b185781354,642891907,OCoLC,n,d,ODN0000284474,n
6B268576-2552-46B1-8E56-DD54D6E6B583,37,b185781470,646191474,OCoLC,n,d,ODN0000306249,n
68D78508-D83A-4C36-854A-7B5C81E659AA,37,b185817403,233830976,OCoLC,n,d,ODN0000158717,n
7CBA0A6D-4DA0-4DAB-B92A-037E64077AA9,37,b185817415,243705733,OCoLC,n,d,ODN0000167204,n
C3C2F440-A199-4A7A-AB9E-179A2E837709,37,b185817427,265688515,OCoLC,n,d,ODN0000175206,n
090A350E-E7DD-473B-8985-3914B09315C2,37,b185817439,270950809,OCoLC,n,d,ODN0000172265,n
BF39AE25-F4F8-4D26-84FF-6ECA98931645,37,b185817440,276360211,OCoLC,n,d,ODN0000165905,n
B66B022E-C5ED-4253-8FA6-3BFD6EBAFFDB,37,b185817452,316854306,OCoLC,n,d,ODN0000213118,n
61C2ECB9-82CB-400A-B246-54EF1B267309,37,b185817464,441875003,OCoLC,n,d,ODN0000218664,n
C22BB326-BAFF-4BAA-9DC7-FFF54B9F727B,37,b185817476,443441987,OCoLC,n,d,ODN0000240731,n
C6EAF1E2-47B6-4998-A18D-BC911A73EB01,37,b185817488,444510458,OCoLC,n,d,ODN0000195716,n
B74CFB67-8DF0-4D72-B290-FBF942B617A8,37,b18581749x,444602539,OCoLC,n,d,ODN0000223019,n
DFBA9E05-A647-439B-B7BD-54DA6CFF6478,37,b185817506,444602553,OCoLC,n,d,ODN0000195717,n
BCBE90A7-BD31-4D4D-8528-F53116A14F75,37,b185817518,444653240,OCoLC,n,d,ODN0000205034,n
7D6EAE81-3267-4436-BA84-0767268C88CE,37,b18581752x,444683194,OCoLC,n,d,ODN0000233595,n
A7DA0527-F1D3-4424-A252-385D2E56BC0C,37,b185817531,444831144,OCoLC,n,d,ODN0000233590,n
24E3327E-DD5E-4725-93CF-60F4CB9CFD8D,37,b185817543,449102917,OCoLC,n,d,ODN0000223016,n
94B20A83-3F33-465F-AA87-FC54604C7104,37,b185817555,449187304,OCoLC,n,d,ODN0000242947,n
38027EA1-7D24-42E3-A52F-0A5A5515D19D,37,b185817567,450763301,OCoLC,n,d,ODN0000185470,n
A5B56A7B-4A86-4893-BF53-F6FF6FADEFA0,37,b185817579,450763304,OCoLC,n,d,ODN0000185471,n
10258276-A6A4-4E41-952F-E6F594CCC87F,37,b185817580,450842410,OCoLC,n,d,ODN0000172259,n
BE2BF5CD-C63C-4768-B7C3-78C99607DFF2,37,b185817592,455328630,OCoLC,n,d,ODN0000205027,n
C62CB9F8-DFB2-4FF8-8DBC-AB6E0655EDE9,37,b185817609,455360268,OCoLC,n,d,ODN0000185475,n
C4328991-0F7A-4C3D-BDF7-52933B255893,37,b185817610,455473005,OCoLC,n,d,ODN0000213111,n
EA15DECD-3AAD-47CE-A61D-B64DDB56AA7D,37,b185817622,460160650,OCoLC,n,d,ODN0000233580,n
00D726E5-A485-4BE2-A86B-019D6AD480D1,37,b185817634,460160682,OCoLC,n,d,ODN0000239707,n
AC0E20EB-87DF-4EC8-BD1D-A4146FECEC82,37,b185817646,460170352,OCoLC,n,d,ODN0000239701,n
D56AC076-60AF-43E1-86A0-C57D9F50312E,37,b185817658,460170658,OCoLC,n,d,ODN0000239704,n
F915B9B3-7ADA-46F0-BAA4-2591A85E379C,37,b18581766x,460171183,OCoLC,n,d,ODN0000239723,n
FCADE5D9-FA2F-468A-BDC1-8BA5C4A16C1D,37,b185817671,461002365,OCoLC,n,d,ODN0000233589,n
69F7A2CB-8EEE-4AD6-9D45-FA05CC5DD6E8,37,b185817683,461002382,OCoLC,n,d,ODN0000242943,n
E6748CE2-C11A-431C-85E0-D6039C18AF61,37,b185817695,461003716,OCoLC,n,d,ODN0000242932,n
A46DD10C-8E68-44C7-BA49-CF797B6141D9,37,b185817701,461026417,OCoLC,n,d,ODN0000242935,n
02A5DF6E-F524-4273-B133-9C9D77E139AF,37,b185817713,461027108,OCoLC,n,d,ODN0000233587,n
9A707AE8-7C6E-40AD-B08F-C143CCDEF9B8,37,b185817725,461033659,OCoLC,n,d,ODN0000233596,n
5475CA77-4A80-4B55-864A-E24C3EDAE157,37,b185817737,462090608,OCoLC,n,d,ODN0000208136,n
D4E9D78D-7503-4556-BBBD-9945B2511E34,37,b185817749,462133858,OCoLC,n,d,ODN0000223022,n
C8C3E5F6-DA5C-4957-A533-28721DB2A45D,37,b185817750,462136349,OCoLC,n,d,ODN0000205041,n
01B53030-D701-488B-AD64-CC6F21079C89,37,b185817762,462814107,OCoLC,n,d,ODN0000195726,n
12E34DD1-2AA2-4056-9C0C-85574908B45E,37,b185817774,466390282,OCoLC,n,d,ODN0000260700,n
211ACDF2-FE15-4446-917E-51A84F96CA57,37,b185817786,466736484,OCoLC,n,d,ODN0000181735,n
BA3F4FA5-B545-4A58-9112-14915E0B0BA6,37,b185817798,502274101,OCoLC,n,d,ODN0000239735,n
63BE6DA2-05CB-40CA-82E9-7E2DEF116A62,37,b185817804,550571346,OCoLC,n,d,ODN0000284430,n
D19955B8-7DC3-4745-8037-7786919E096E,37,b185817816,550571443,OCoLC,n,d,ODN0000292768,n
F04AA79B-D181-4EA5-AF8F-EFD694941048,37,b185817828,551073303,OCoLC,n,d,ODN0000260706,n
4D493AF1-9469-4115-928F-9F7DB36FC69D,37,b18581783x,609877682,OCoLC,n,d,ODN0000197554,n
F84C024D-C36B-4942-8EEB-7E8D9CB2C4C1,37,b185817841,641553260,OCoLC,n,d,ODN0000303066,n
CCA40BBA-22F5-4EE4-B454-C8621E5F76FA,37,b185817853,641634413,OCoLC,n,d,ODN0000292779,n
1E5F3EEB-5D54-4AFC-AA5C-37C492B983AA,37,b185817865,641643376,OCoLC,n,d,ODN0000292782,n
D9E2760B-00AA-4AA7-8FE2-D4249C4F2DA7,37,b185817877,642047343,OCoLC,n,d,ODN0000289393,n
965E6508-2E3A-45F1-89EC-A7CAE76DF08D,37,b185817889,642326271,OCoLC,n,d,ODN0000292758,n
77A0ABB5-17C2-41D5-96A9-69DA0A93E04B,37,b185817890,642326353,OCoLC,n,d,ODN0000292792,n
CFCE87EE-DFC3-4997-BA41-2B2BF3560CED,37,b185817907,642698976,OCoLC,n,d,ODN0000303064,n
6E3DE386-E6EA-4F68-BA17-C596462D6908,37,b185817919,642700771,OCoLC,n,d,ODN0000284457,n
A9D4999E-C4C4-460B-A28C-791EB4597CCF,37,b185817920,642712658,OCoLC,n,d,ODN0000284460,n
A71081CF-282F-4A12-ADCE-421615364139,37,b185817932,642877569,OCoLC,n,d,ODN0000271184,n
346EB35F-2E68-4B08-AD90-623447ED2A9C,37,b185817944,642882835,OCoLC,n,d,ODN0000292821,n
EE2D0B59-701D-43BF-B753-A43905A67096,37,b185817956,642890322,OCoLC,n,d,ODN0000271226,n
4A42DB25-B998-49C6-8BED-8197A87E21B5,37,b186275717,173692040,OCoLC,n,d,ODN0000137092,n
D764511F-86A8-4713-805A-330CF97031A9,37,b186275754,454405757,OCoLC,n,d,ODN0000213438,n
DCC2CEC9-F436-420D-B19B-92F182AABF89,37,b207825002,656958087,OCoLC,z,d,ODN0000316643,z
C5608E05-2AEB-442D-839B-7EDFFEBA3A47,37,b186276588,495796514,OCoLC,3,d,ODN0000253249,3
F7872B36-44D3-43F0-AFBC-A9DBEBFB45B5,37,b18627659x,495828847,OCoLC,3,d,ODN0000253205,3
5B8561A1-AC58-43CD-983E-FFC694B10732,37,b186276606,495846771,OCoLC,3,d,ODN0000253210,3
84F8FC08-6A17-4F56-821F-BF34DECA85B8,37,b186276618,495846828,OCoLC,3,d,ODN0000253192,3
693247D4-4959-4CE4-9E28-7266C0A16BE0,37,b18627662x,495848484,OCoLC,3,d,ODN0000253229,3
5F5E319D-2948-48EB-83CD-A2CD03AC5101,37,b186276850,505302367,OCoLC,3,d,ODN0000253255,3
BAA13F10-7121-4123-B189-80761792CD24,37,b186276862,505442417,OCoLC,3,d,ODN0000253237,3
8A37BB3E-78C4-4638-B4B1-D961A9713292,37,b18627693x,551681668,OCoLC,3,d,ODN0000253193,3
2B87BA3D-F5A1-4511-9CCA-A93F62A248AC,37,b186276941,556044587,OCoLC,3,d,ODN0000253243,3
C1A4320E-B112-4E7F-BED0-D7D2DC04A0CE,37,b186276953,560547847,OCoLC,3,d,ODN0000253202,3
ABBB5381-EA09-4598-9B5A-A585C4A874E3,37,b186276965,560564751,OCoLC,3,d,ODN0000253201,3
51CF3A8E-3ABB-4365-A654-73AC6666C7F6,37,b186276977,645061035,OCoLC,3,d,ODN0000253246,3
E7985E7F-CCB3-4217-8688-12BD5A01D594,37,b187550499,655269469,OCoLC,n,d,ODN0000304182,n
F1ADB64D-4F6D-4AED-8F74-46D5AB2FB310,37,b187550529,658201723,OCoLC,n,d,ODN0000304190,n
2906C80F-2A87-404F-B78A-3C6B45C7CE43,37,b187550554,658201726,OCoLC,n,d,ODN0000311142,n
535EF364-A369-4036-8026-AE6073E2221F,37,b187550591,658204932,OCoLC,n,d,ODN0000311125,n
DF32A4DF-196C-45E9-84A1-526A9C510172,37,b187550645,658204936,OCoLC,n,d,ODN0000292783,n
8CF9374C-2DC1-49D2-81B4-AAB0B8E7F8F4,37,b187550669,658204942,OCoLC,n,d,ODN0000292820,n
27C41087-BE5E-4038-8324-3D7021D091DD,37,b187550724,663990812,OCoLC,n,d,ODN0000316776,n
A5119E77-1DDD-4160-9A65-5398CA7DAA65,37,b187550748,663990814,OCoLC,n,d,ODN0000316777,n
FD1F6D88-6B5F-41E4-97F7-ACFAB70D4A41,37,b187550840,663991750,OCoLC,n,d,ODN0000339455,n
2F54E655-7FD0-4918-9AFE-F6548A4F59E0,37,b187550906,663991820,OCoLC,n,d,ODN0000303061,n
6C08A381-E9FE-42AD-B608-D79A33498C9C,37,b187550943,663991844,OCoLC,n,d,ODN0000316794,n
EEB033A3-35F9-4F1C-935B-A94ADD9E5C61,37,b187550967,663991854,OCoLC,n,d,ODN0000316803,n
73D30716-4814-4BC2-8E91-5651A6CC40F5,37,b187551042,663992373,OCoLC,n,d,ODN0000316786,n
4E6BB6BF-0BC2-404B-967F-E7885A04A17E,37,b18755108x,663992670,OCoLC,n,d,ODN0000304184,n
195764B3-C967-4E34-9F2D-350E71D9C26E,37,b187551091,666823226,OCoLC,n,d,ODN0000330541,n
1C97130B-710F-4B5B-BB35-CAA3804A4145,37,b187551212,666857875,OCoLC,n,d,ODN0000330542,n
C41EF1B8-3212-4863-BCCA-42F9184ABB5D,37,b187551261,669856544,OCoLC,n,d,ODN0000330539,n
3DEF2F24-10AB-411E-A2DE-579A7D5253DF,37,b187551340,672008357,OCoLC,n,d,ODN0000355264,n
5B6012FB-5597-4ADA-8116-506A398963CE,37,b18755139x,672009098,OCoLC,n,d,ODN0000333144,n
24ACE4A7-1282-4F8A-8835-BD32CAE1FB24,37,b187551479,679527142,OCoLC,n,d,ODN0000333464,n
BC58F37A-6844-4640-9DD1-081EE629732B,37,b187551534,679527586,OCoLC,n,d,ODN0000333505,n
947BED96-CD68-45FE-AF21-25DB99457B4A,37,b187551583,679528066,OCoLC,n,d,ODN0000333500,n
B0EBAA84-C561-47BE-8446-D7B66E21D13F,37,b187551947,682887270,OCoLC,n,d,ODN0000304221,n
C6490621-3888-4A91-B850-B23739E212D0,37,b187551959,682887314,OCoLC,n,d,ODN0000333493,n
243C7761-A255-48A2-80D7-5D9D9EBCB7A5,37,b18755237x,682887595,OCoLC,n,d,ODN0000320763,n
9C5BC429-78AD-4AAC-B3E3-A61A59CC8F77,37,b187552393,682887656,OCoLC,n,d,ODN0000304207,n
6235D2FE-E805-49D9-A566-CE9F11FD23F5,37,b18755240x,682887686,OCoLC,n,d,ODN0000348599,n
47F991F8-2284-4D7F-8E7E-72590D576ECF,37,b187552629,682887949,OCoLC,n,d,ODN0000304172,n
6F5B9791-3824-423B-9866-9D3212D47281,37,b187552654,682888000,OCoLC,n,d,ODN0000320736,n
51502888-F328-4791-8B1B-7E1CC5815510,37,b187552782,682907294,OCoLC,n,d,ODN0000450811,n
EDB55045-EFE6-42EE-A699-62136D266014,37,b187552794,682907306,OCoLC,n,d,ODN0000339481,n
9175923E-9002-4A6B-91D1-BCD5B099FC89,37,b187552800,682907314,OCoLC,n,d,ODN0000348567,n
D73632F7-7540-4893-8443-DA352D58F8DF,37,b187552964,682910604,OCoLC,n,d,ODN0000348587,n
EC9DD045-129A-45D0-B64B-B5F437822D22,37,b187552976,682910608,OCoLC,n,d,ODN0000333472,n
47783860-84A8-46D8-B8BA-A3BEEC1E3D0E,37,b187576373,682887253,OCoLC,n,d,ODN0000320746,n
871E8792-5576-4DC3-ADF5-B255B451A251,37,b187576683,443350533,OCoLC,n,d,ODN0000197583,n
E91BD991-0819-471E-88D2-966BD2453ED2,37,b187576725,456209605,OCoLC,n,d,ODN0000206107,n
ECE7F8A7-4483-458E-AF8B-41DD840C9A49,37,b187576804,462397762,OCoLC,n,d,ODN0000206103,n
919F7EBE-2D6D-4D56-91FA-609F949FD5D9,37,b187576841,472633349,OCoLC,n,d,ODN0000206126,n
E43D2B4F-6C8C-42AA-B8E6-97CE392AB980,37,b187576877,503003313,OCoLC,n,d,ODN0000260704,n
2684E08C-843E-496F-AB8E-91409F3BE84C,37,b18757716x,682910046,OCoLC,n,d,ODN0000352516,n
F87C830D-6246-4166-8D15-88603E848A1D,37,b187577183,682910184,OCoLC,n,d,ODN0000344253,n
DB00EB95-FAD2-45BC-9463-36DBEB6E85F1,37,b187577341,454406054,OCoLC,n,d,ODN0000209486,n
0CE2B327-1970-4B8B-B540-2559D7A157C8,37,b187577456,466082898,OCoLC,n,d,ODN0000257704,n
2686552C-DDF1-451A-ADA7-04A5D9063CCC,37,b18757747x,489237107,OCoLC,n,d,ODN0000245352,n
405A7D5A-1AA7-4F11-B10F-9BEF9BE7EA15,37,b187577547,641691515,OCoLC,n,d,ODN0000308426,n
A09ED7F6-121A-4C21-A68D-EAC034F095BF,37,b187577699,682887320,OCoLC,n,d,ODN0000353772,n
5D022BD5-A0EA-4181-B203-32D24410E72B,37,b187577729,682907276,OCoLC,n,d,ODN0000339451,n
4520C6F6-E483-49BB-B4EB-0913FA1D3C0A,37,b187577730,682910554,OCoLC,n,d,ODN0000353780,n
6A22C7E3-B347-4639-8A39-AC7B8F3BB2D4,37,b187582208,660187848,OCoLC,n,d,ODN0000316774,n
DAC42EE7-56E9-498C-A347-9546D02C582F,37,b18758221x,663990837,OCoLC,n,d,ODN0000311133,n
60A3F96C-2F1E-427B-A070-B77E7C9F843E,37,b187582233,666857721,OCoLC,n,d,ODN0000311128,n
2D50E28C-A2CA-47CF-81C0-68AC2EA853C9,37,b187582257,682887241,OCoLC,n,d,ODN0000352528,n
FB481B74-615E-487D-A4E4-850A94C49EC3,37,b187582269,682887295,OCoLC,n,d,ODN0000320737,n
AF206E67-4C55-4EC8-B750-1F83EE83EE07,37,b187582270,682887329,OCoLC,n,d,ODN0000316783,n
37AD37F4-3640-44C8-8D8E-3A49DCA6C59F,37,b187582282,682887648,OCoLC,n,d,ODN0000311140,n
6EE7EB16-C6AD-425E-812E-0A49FEDBEA53,37,b187582294,682887685,OCoLC,n,d,ODN0000311123,n
F02C03D1-AA63-4278-85F6-F3033FD5B478,37,b187582300,682887973,OCoLC,n,d,ODN0000335909,n
AFC4DAA0-585D-4C81-8FFF-E43DAFCFDB74,37,b187582385,682910576,OCoLC,n,d,ODN0000333467,n
6C17B032-25F3-46ED-B20B-151155E03DED,37,b188010099,501824618,OCoLC,n,d,ODN0000271175,n
F4502C7F-78D5-4A4C-A5D9-0C5F4D995B81,37,b188010646,458625010,OCoLC,n,d,ODN0000213539,n
5C8D6AF7-B4F8-4779-B36C-292B39A3A895,37,b188010683,663991877,OCoLC,n,d,ODN0000348605,n
69029BBF-4E85-4E42-8658-9D63739BD4AA,37,b188010695,682887998,OCoLC,n,d,ODN0000339493,n
B89E509D-111A-464A-9E1C-FF7643B0ABFF,37,b18889214x,662737497,OCoLC,3,d,ODN0000312841,3
45FB9AC9-AC3C-44E5-BAB5-6219E4C452D5,37,b188892217,696022669,OCoLC,n,d,ODN0000339494,n
3F1C9D87-6136-4167-9FC1-5E1B7BC1E58E,37,b18889228x,696023238,OCoLC,n,d,ODN0000333461,n
E2373B04-EDE3-4C92-95F3-23977C829685,37,b188892308,696023304,OCoLC,n,d,ODN0000353782,n
A46B3758-2A0D-47B8-897E-86EBE08DE41A,37,b18889231x,696023321,OCoLC,n,d,ODN0000304183,n
3783EE64-D925-4749-8F4A-4602FF35CB3B,37,b188892394,698371647,OCoLC,n,d,ODN0000359409,n
