9998F48A-D6AA-424F-8581-ECC0B5BA104F,37.0,b171032809,62381638,OCoLC,z,-,,,left_only,True,True,,2,2,False
8F63F9F7-AFD7-4398-AD69-22CEC5FD484D,37.0,b171848408,56019384,OCoLC,z,-,,,left_only,True,True,,4,4,False
1AC4120B-AF06-419F-BA9F-788D50CBBBD4,37.0,b172049295,123031686,OCoLC,z,-,,,left_only,True,True,,2,2,False
C077EBEE-FC30-4C03-B8E9-500FCCC805F7,37.0,b172142209,56906562,OCoLC,z,-,,,left_only,True,True,,2,2,False
E83A8B42-FCF4-44EC-B9EA-C992A2046833,37.0,b172434026,57436281,OCoLC,z,-,,,left_only,True,True,,2,2,False
CA26079F-1822-4D9D-94BE-F8837241A72C,37.0,b172578425,77597151,OCoLC,z,-,,,left_only,True,True,,2,2,False
CC8B99BE-E0E9-4E18-ACE7-C9FD79715D6A,37.0,b173518692,61167075,OCoLC,z,-,,,left_only,True,True,,1,1,False
FADFC3EB-B7C3-4C61-A831-CDD33E01CD96,37.0,b174665209,58447474,OCoLC,z,-,,,left_only,True,True,,1,1,False
5F8C6631-EC4D-44E9-91B2-6246C486196D,37.0,b175477814,64703303,OCoLC,z,-,,,left_only,True,True,,2,2,False
076F4919-029D-4A30-A6E2-257EF7554B35,37.0,b176199895,84653682,OCoLC,z,-,,,left_only,True,True,,1,1,False
2D832207-AB63-4F9D-B12A-8E7FDAEB1109,37.0,b176200010,85728656,OCoLC,z,-,,,left_only,True,True,,2,2,False
D0D8269C-589D-48D1-9152-10FE2F502F71,37.0,b176283663,877982409,OCoLC,z,-,,,left_only,True,True,,1,11,False
47BC77B4-2979-45A0-BAE9-01C3C76D76ED,37.0,b176295860,56019116,OCoLC,z,-,,,left_only,True,True,,2,2,False
EF39EE61-1C8E-4C2D-80B7-282E9E0EE9DA,37.0,b176297315,56192609,OCoLC,z,-,,,left_only,True,True,,1,1,False
8B3C8DD0-CDA4-4BE8-A0F3-B9C4BC2B14B2,37.0,b176298095,56358158,OCoLC,z,-,,,left_only,True,True,,1,1,False
93739ECD-0275-446D-B740-768ADE0F1BA3,37.0,b176395179,56575372,OCoLC,z,-,,,left_only,True,True,,2,2,False
BA27A6BA-B9EB-4F66-BB97-8BAC030354B6,37.0,b176500431,123042298,OCoLC,z,-,,,left_only,True,True,,4,4,False
AFA0FAC5-D31F-47E9-804E-53B9A3567BCC,37.0,b176593159,56813947,OCoLC,z,-,,,left_only,True,True,,3,3,False
DA37C0D2-FFE6-457F-998A-ABF31A07AC08,37.0,b176593500,56906764,OCoLC,z,-,,,left_only,True,True,,2,2,False
9E54BDED-2C14-491E-B4E4-88866825DEDB,37.0,b178446713,261359885,OCoLC,z,-,,,left_only,True,True,,1,1,False
553C211C-22F1-4E25-9534-04142FE9571D,37.0,b18081266x,191956970,OCoLC,z,-,,,left_only,True,True,,2,2,False
43D55F4B-C82A-47C6-9F2A-63CDC0A7CB8F,37.0,b185359735,605842640,OCoLC,z,a,,,left_only,True,True,,1,1,False
AEE7A76A-B056-49C1-8E9D-C44B13D2DCBE,37.0,b185359747,605870967,OCoLC,z,a,,,left_only,True,True,,1,1,False
51A9B2AD-3A4D-4883-B30B-36743BFF5079,37.0,b185359759,605876243,OCoLC,z,a,,,left_only,True,True,,1,1,False
12503ED1-896E-4D21-9C20-3A3316D4C4C4,37.0,b185359760,605879087,OCoLC,z,a,,,left_only,True,True,,1,1,False
45E6EADC-E3F1-4614-8F08-59047414D994,37.0,b185359772,607361532,OCoLC,z,a,,,left_only,True,True,,1,1,False
4A466433-0B50-41BF-AB35-68731FB91D44,37.0,b185359784,607368544,OCoLC,z,a,,,left_only,True,True,,1,1,False
599C87CC-FA7C-440A-9E93-369D2F491B0C,37.0,b185359796,607563615,OCoLC,z,a,,,left_only,True,True,,1,1,False
D023B927-2D34-4289-8A7F-53431160D6E8,37.0,b185359802,607566936,OCoLC,z,a,,,left_only,True,True,,1,1,False
BC777731-616D-4807-8313-0F789357D33C,37.0,b185360117,613636275,OCoLC,z,a,,,left_only,True,True,,1,1,False
1769DC0F-FE6A-4A6E-96A6-B6D9F0174EA8,37.0,b185360130,613642742,OCoLC,z,a,,,left_only,True,True,,1,1,False
562DF927-2043-4B29-BCBE-C0C14B4DBC4B,37.0,b185360142,613658619,OCoLC,z,a,,,left_only,True,True,,1,1,False
29BCD82E-24AF-44E3-B671-F2297523E1B3,37.0,b185778628,244449305,OCoLC,z,-,,,left_only,True,True,,1,1,False
