aE3E55F69-BE58-42AD-9D1C-F4D93D72A4C5,037,b188893416,698361945,OCoLC,z,d,True,True,,3,4,False
03BC1368-6E16-49ED-A875-4E99C898E1D3,037,b19272227x,708581903,OCoLC,z,d,False,True,,0,1,False
96E68A22-2D0A-4B6E-9545-9DE0AA64BED5,037,b19272969x,368081973,OCoLC,z,d,False,False,,,,True
EE95BA9A-EE9C-4D1C-A4F5-2212760B023F,037,b193241845,137336578,OCoLC,z,d,True,True,,1,1,False
AB162884-21A6-40E2-A21E-8F667157FB65,037,b193786618,137338860,OCoLC,z,d,False,False,,,,True
B6DF18B3-B58F-4F56-9C8E-2E724DD9CAF7,037,b193787726,271653554,OCoLC,z,d,True,True,,1,1,False
3E46FBE1-6FFB-4EFD-BBA0-3F67D8ED9F13,037,b193832045,759581040,OCoLC,z,d,False,True,,0,1,False
02CC8A95-74FA-45CF-880A-C677EA4CA017,037,b194779464,431927460,OCoLC,z,d,False,False,,,,True
6A306AF3-B0B0-4017-A14E-D7208DAB2BF0,037,b194779476,431996120,OCoLC,z,d,False,False,,,,True
1D9E6617-87CB-424E-BCDA-3D84358781ED,037,b194779488,431996291,OCoLC,z,d,False,False,,,,True
A0D24F3F-32C2-47C7-BD8B-15F47CEE1240,037,b194779646,432643638,OCoLC,z,d,True,True,,1,1,False
F423B8A7-C8AC-46B7-965C-2125D2E0DA18,037,b194779658,432661017,OCoLC,z,d,True,True,,1,2,False
2B9E81CE-BCB2-4D99-9ED9-86497D01D546,037,b194781124,692224463,OCoLC,z,d,False,False,,,,True
F3349510-AFBD-45F9-9F20-7A932F6C8317,037,b194781276,698471752,OCoLC,z,d,True,True,,2,2,False
E08F1820-5546-41F0-AD72-148281B77DB1,037,b194783327,767886343,OCoLC,z,d,True,True,,2,2,False
CF74B2D2-FD72-4420-96A2-1B728D7CDEEA,037,b194784009,768430193,OCoLC,z,d,False,False,,,,True
FCD82636-1A43-4B06-9977-B17250A6E9E1,037,b195287204,733059580,OCoLC,z,d,False,False,,,,True
4A0AA3A7-3CA6-4276-B247-22DD6C1999A8,037,b195287587,772234492,OCoLC,z,d,False,False,,,,True
DEA8123B-7874-4A97-BFD9-891362F3F8E4,037,b195290008,773581651,OCoLC,z,d,False,True,,0,1,False
2238A011-563B-4F77-B003-7967F3C59D4D,037,b195290677,773581878,OCoLC,z,d,False,False,,,,True
AD631B82-3DF8-4A0E-82F8-8EE5D82C663B,037,b195864700,163803660,OCoLC,z,d,True,True,,1,1,False
720F5A14-C48C-4A5D-9F12-98BF80B77274,037,b195944276,781786060,OCoLC,z,d,False,False,,,,True
FDA36FDE-6824-4388-BEBE-64CC0C29C7A0,037,b195987044,650529191,OCoLC,z,d,False,True,,0,0,True
F5E0570E-863E-4BCE-A81D-39B1139CC924,037,b196003878,752540353,OCoLC,z,d,True,True,True,,,False
C02F9972-631D-483C-A0A3-D6359534851D,037,b196003891,752542311,OCoLC,z,d,True,True,True,,,False
