DCC2CEC9-F436-420D-B19B-92F182AABF89,37,b207825002,656958087,OCoLC,z,d,ODN0000316643,z,True,True,,2,2,False
E3E55F69-BE58-42AD-9D1C-F4D93D72A4C5,37,b188893416,698361945,OCoLC,z,d,ODN0000506859,z,True,True,,3,4,False
03BC1368-6E16-49ED-A875-4E99C898E1D3,37,b19272227x,708581903,OCoLC,z,d,ODN0000534760,z,False,True,,0,1,False
EE95BA9A-EE9C-4D1C-A4F5-2212760B023F,37,b193241845,137336578,OCoLC,z,d,ODN0000123786,z,True,True,,1,1,False
B6DF18B3-B58F-4F56-9C8E-2E724DD9CAF7,37,b193787726,271653554,OCoLC,z,d,ODN0000194089,z,True,True,,1,1,False
3E46FBE1-6FFB-4EFD-BBA0-3F67D8ED9F13,37,b193832045,759581040,OCoLC,z,d,ODN0000523349,z,False,True,,0,1,False
A0D24F3F-32C2-47C7-BD8B-15F47CEE1240,37,b194779646,432643638,OCoLC,z,d,ODN0000226045,z,True,True,,1,1,False
F423B8A7-C8AC-46B7-965C-2125D2E0DA18,37,b194779658,432661017,OCoLC,z,d,ODN0000208026,z,True,True,,1,2,False
F3349510-AFBD-45F9-9F20-7A932F6C8317,37,b194781276,698471752,OCoLC,z,d,ODN0000218207,z,True,True,,1,2,False
E08F1820-5546-41F0-AD72-148281B77DB1,37,b194783327,767886343,OCoLC,z,d,ODN0000523434,z,True,True,,2,2,False
DEA8123B-7874-4A97-BFD9-891362F3F8E4,37,b195290008,773581651,OCoLC,z,d,ODN0000569805,z,False,True,,0,1,False
AD631B82-3DF8-4A0E-82F8-8EE5D82C663B,37,b195864700,163803660,OCoLC,z,d,ODN0000132412,z,True,True,,1,1,False
F5E0570E-863E-4BCE-A81D-39B1139CC924,37,b196003878,752540353,OCoLC,z,d,ODN0000505429,z,True,True,True,,,False
C02F9972-631D-483C-A0A3-D6359534851D,37,b196003891,752542311,OCoLC,z,d,ODN0000505428,z,True,True,True,,,False
367A0C8E-AEB9-4A8D-AE43-FA029FE45DBC,37,b196003908,757392170,OCoLC,z,d,ODN0000505431,z,True,True,True,,,False
3C6A3E47-BFB2-48F0-9848-A3CD29FAA907,37,b196020463,785574908,OCoLC,z,d,ODN0000644915,z,True,True,,1,1,False
F174F7C9-B11F-494D-A9D5-4B5F5ABFBFBB,37,b196022320,782045968,OCoLC,z,d,ODN0000639538,z,True,True,,2,2,False
F94DFE2F-51AD-416C-A468-1ECD9F1274BB,37,b20782597x,793236196,OCoLC,z,d,ODN0000645089,z,True,True,,6,6,False
C75E8CDE-2C8A-46DC-AF49-A24EE3D8D632,37,b207825919,793230206,OCoLC,z,d,ODN0000645074,z,True,True,,8,8,False
E5B58D25-1811-409B-83A6-5C27C0EDF7D2,37,b196488527,785573938,OCoLC,z,d,ODN0000767922,z,True,True,,1,1,False
2F980E59-370D-40C7-8BD2-9A413B75B76F,37,b19648876x,785575112,OCoLC,z,d,ODN0000657841,z,False,True,,0,1,False
D2971F1D-B6F4-45D1-A17D-4830E8F05F79,37,b196543551,781277493,OCoLC,z,d,ODN0000786578,z,True,True,True,,,False
15D23E56-06D5-4745-94AA-0D7BBD220379,37,b196546710,794170176,OCoLC,z,d,ODN0000681340,z,True,True,,1,1,False
EF7DBAAF-D100-4786-B54F-51CE31CEFE3E,37,b196549164,795331199,OCoLC,z,d,ODN0000786403,z,True,True,True,,,False
