C1569218-3297-4DA7-AD53-9F28D88665AD,http://link.overdrive.com/?websiteID=37&titleID=82684,True,True,,2,2,False
A1897806-741D-45EA-8181-AF493658151E,http://link.overdrive.com/?websiteID=37&titleID=82685,True,True,,5,5,False
6B6966F9-B6AF-4F16-9E05-694F37ECFE1D,http://link.overdrive.com/?websiteID=37&titleID=82686,False,True,,0,1,False
20F28379-4072-4363-9DF7-D3E266D2D3B3,http://link.overdrive.com/?websiteID=37&titleID=82658,True,True,,1,1,False
42131876-1BCE-47E2-8545-4AD91A987BBA,http://link.overdrive.com/?websiteID=37&titleID=82659,True,True,,2,2,False
ECC7EEAA-4677-4FB1-A048-C5CC8777AD58,http://link.overdrive.com/?websiteID=37&titleID=82660,True,True,,2,2,False
AA814BC5-7BB4-4B0C-8FF2-35B88AF72944,http://link.overdrive.com/?websiteID=37&titleID=82588,True,True,,5,5,False
65A4B267-2061-4C05-B6A6-C909B11B0EDB,http://link.overdrive.com/?websiteID=37&titleID=82661,True,True,,1,1,False
DC97F94E-F325-4761-8D38-B17FE4BF74F0,http://link.overdrive.com/?websiteID=37&titleID=82662,True,True,,4,4,False
C449DE3C-A683-412A-8997-F0551A5DC576,http://link.overdrive.com/?websiteID=37&titleID=82663,True,True,,1,12,False
F5D86015-97AF-435C-BA0C-72838FA8A474,http://link.overdrive.com/?websiteID=37&titleID=82664,True,True,,1,1,False
38141C2E-FBA0-4EC4-81E2-D2D5D8594308,http://link.overdrive.com/?websiteID=37&titleID=82687,True,True,,2,2,False
0530924C-8591-46EB-A551-5224BC7758C2,http://link.overdrive.com/?websiteID=37&titleID=82666,True,True,,3,3,False
2EE82152-E2E3-487F-A92B-725D27723E40,http://link.overdrive.com/?websiteID=37&titleID=82688,True,True,,2,2,False
4B75C7AC-F23E-4013-9645-53C810A58164,http://link.overdrive.com/?websiteID=37&titleID=82689,False,True,,0,3,False
8DB5F744-4E64-4F18-9B52-9584C8C8365D,http://link.overdrive.com/?websiteID=37&titleID=82668,True,True,,2,3,False
95FF8E28-C8B3-43A7-A36E-C3A3A6B6056B,http://link.overdrive.com/?websiteID=37&titleID=82669,False,True,,0,3,False
652F71C7-772A-4DCA-AD66-786B337A59D4,http://link.overdrive.com/?websiteID=37&titleID=82670,True,True,,3,3,False
58C748BB-1608-43E2-8D83-54F711AABBCF,http://link.overdrive.com/?websiteID=37&titleID=82671,True,True,,1,1,False
3963701E-9045-4619-BAF4-0CD9CD602964,http://link.overdrive.com/?websiteID=37&titleID=82690,True,True,,3,3,False
A25CBDE5-9E85-4428-99BC-0B034929A1CC,http://link.overdrive.com/?websiteID=37&titleID=82672,True,True,,2,2,False
ACC301FF-5865-448A-8F02-6130BFAFE24C,http://link.overdrive.com/?websiteID=37&titleID=82673,True,True,,1,1,False
